date,zcta,at_least_one_dose,fully_vaccinated
2021-01-12,90016,894,162
2021-01-19,90016,1357,262
2021-01-26,90016,1992,390
2021-02-02,90016,2770,613
2021-02-09,90016,3817,991
2021-02-16,90016,4515,1543
2021-02-23,90016,5276,2014
2021-03-02,90016,6452,2879
2021-03-09,90016,8154,3791
2021-03-16,90016,10285,4927
2021-03-23,90016,12349,6102
2021-03-30,90016,14435,7574
2021-01-12,90017,511,174
2021-01-19,90017,759,221
2021-01-26,90017,1069,284
2021-02-02,90017,1406,395
2021-02-09,90017,1790,547
2021-02-16,90017,2067,766
2021-02-23,90017,2387,1031
2021-03-02,90017,2911,1370
2021-03-09,90017,3634,1724
2021-03-16,90017,4541,2211
2021-03-23,90017,5539,2642
2021-03-30,90017,6484,3259
2021-01-05,90018,531,13
2021-01-12,90018,1007,145
2021-01-19,90018,1468,246
2021-01-26,90018,2291,371
2021-02-02,90018,3137,581
2021-02-09,90018,4071,1052
2021-02-16,90018,4892,1678
2021-02-23,90018,5698,2249
2021-03-02,90018,7082,3033
2021-03-09,90018,8819,3975
2021-03-16,90018,11051,5279
2021-03-23,90018,13154,6586
2021-03-30,90018,15138,7965
2021-01-05,90019,860,22
2021-01-12,90019,1385,231
2021-01-19,90019,2101,382
2021-01-26,90019,3321,604
2021-02-02,90019,4706,942
2021-02-09,90019,6107,1406
2021-02-16,90019,7027,2305
2021-02-23,90019,8061,3272
2021-03-02,90019,9656,4700
2021-03-09,90019,12030,5932
2021-03-16,90019,14762,7465
2021-03-23,90019,17664,8911
2021-03-30,90019,20301,10805
2021-01-05,90020,567,15
2021-01-12,90020,913,191
2021-01-19,90020,1375,288
2021-01-26,90020,2146,442
2021-02-02,90020,2833,636
2021-02-09,90020,3557,995
2021-02-16,90020,4096,1529
2021-02-23,90020,4601,2081
2021-03-02,90020,5474,2800
2021-03-09,90020,6879,3519
2021-03-16,90020,8641,4363
2021-03-23,90020,10300,5102
2021-03-30,90020,11976,6237
2021-01-19,90021,81,14
2021-01-26,90021,132,17
2021-02-02,90021,172,24
2021-02-09,90021,220,49
2021-02-16,90021,266,87
2021-02-23,90021,319,115
2021-03-02,90021,409,160
2021-03-09,90021,521,205
2021-03-16,90021,669,282
2021-03-23,90021,881,385
2021-03-30,90021,1059,499
2021-01-05,90022,522,12
2021-01-12,90022,926,186
2021-01-19,90022,1385,275
2021-01-26,90022,2373,380
2021-02-02,90022,3325,557
2021-02-09,90022,4405,972
2021-02-16,90022,5287,1646
2021-02-23,90022,6391,2427
2021-03-02,90022,8125,3364
2021-03-09,90022,10545,4367
2021-03-16,90022,12895,5957
2021-03-23,90022,15446,7405
2021-03-30,90022,17489,9519
2021-01-12,90023,720,180
2021-01-19,90023,1083,235
2021-01-26,90023,1729,305
2021-02-02,90023,2347,457
2021-02-09,90023,3087,799
2021-02-16,90023,3795,1236
2021-02-23,90023,4453,1772
2021-03-02,90023,5643,2369
2021-03-09,90023,6996,3183
2021-03-16,90023,8490,4168
2021-03-23,90023,10088,5193
2021-03-30,90023,11357,6385
2021-01-05,90024,1232,14
2021-01-12,90024,2251,436
2021-01-19,90024,3723,757
2021-01-26,90024,5548,1042
2021-02-02,90024,6696,1648
2021-02-09,90024,7782,2897
2021-02-16,90024,8365,4247
2021-02-23,90024,8941,5532
2021-03-02,90024,9785,6696
2021-03-09,90024,11445,7555
2021-03-16,90024,12991,8564
2021-03-23,90024,14230,9345
2021-03-30,90024,15493,10597
2021-01-05,90025,1408,18
2021-01-12,90025,2377,594
2021-01-19,90025,3456,929
2021-01-26,90025,4979,1200
2021-02-02,90025,6082,1706
2021-02-09,90025,7240,2636
2021-02-16,90025,7957,3871
2021-02-23,90025,8715,4883
2021-03-02,90025,9871,6033
2021-03-09,90025,11843,6995
2021-03-16,90025,13727,8207
2021-03-23,90025,15797,9335
2021-03-30,90025,17959,10957
2021-01-05,90026,1104,25
2021-01-12,90026,1760,377
2021-01-19,90026,2590,561
2021-01-26,90026,3962,874
2021-02-02,90026,5097,1253
2021-02-09,90026,6445,1861
2021-02-16,90026,7284,2789
2021-02-23,90026,8345,3782
2021-03-02,90026,10081,5074
2021-03-09,90026,12799,6310
2021-03-16,90026,16010,8063
2021-03-23,90026,19361,9578
2021-03-30,90026,22619,11824
2021-01-05,90027,1389,36
2021-01-12,90027,1836,605
2021-01-19,90027,2426,914
2021-01-26,90027,3545,1204
2021-02-02,90027,4458,1496
2021-02-09,90027,5325,1895
2021-02-16,90027,5930,2560
2021-02-23,90027,6545,3463
2021-03-02,90027,7828,4440
2021-03-09,90027,9784,5301
2021-03-16,90027,12160,6460
2021-03-23,90027,14677,7641
2021-03-30,90027,16998,9307
2021-01-05,90028,354,15
2021-01-12,90028,538,122
2021-01-19,90028,832,184
2021-01-26,90028,1283,262
2021-02-02,90028,1688,386
2021-02-09,90028,2217,602
2021-02-16,90028,2546,923
2021-02-23,90028,2920,1297
2021-03-02,90028,3606,1791
2021-03-09,90028,4726,2233
2021-03-16,90028,6056,2881
2021-03-23,90028,7497,3477
2021-03-30,90028,8770,4419
2021-01-05,90029,729,14
2021-01-12,90029,1166,258
2021-01-19,90029,1525,373
2021-01-26,90029,2259,530
2021-02-02,90029,2819,816
2021-02-09,90029,3474,1133
2021-02-16,90029,4011,1729
2021-02-23,90029,4473,2243
2021-03-02,90029,5274,2782
2021-03-09,90029,6486,3459
2021-03-16,90029,8043,4258
2021-03-23,90029,9570,4960
2021-03-30,90029,11042,5923
2021-01-12,90031,966,167
2021-01-19,90031,1415,247
2021-01-26,90031,2169,351
2021-02-02,90031,2894,518
2021-02-09,90031,3660,1046
2021-02-16,90031,4167,1496
2021-02-23,90031,4811,2106
2021-03-02,90031,5873,2902
2021-03-09,90031,7456,3651
2021-03-16,90031,9087,4598
2021-03-23,90031,11005,5581
2021-03-30,90031,12662,6879
2021-01-12,90032,1151,188
2021-01-19,90032,1694,311
2021-01-26,90032,2806,465
2021-02-02,90032,3793,764
2021-02-09,90032,4886,1185
2021-02-16,90032,5608,1823
2021-02-23,90032,6486,2734
2021-03-02,90032,7893,3895
2021-03-09,90032,9597,4867
2021-03-16,90032,11381,6173
2021-03-23,90032,13392,7387
2021-03-30,90032,14921,8865
2021-01-05,90033,4586,48
2021-01-12,90033,5375,2480
2021-01-19,90033,6108,3416
2021-01-26,90033,6999,4267
2021-02-02,90033,7856,4824
2021-02-09,90033,8640,5537
2021-02-16,90033,9425,6265
2021-02-23,90033,10349,6978
2021-03-02,90033,11572,7779
2021-03-09,90033,13077,8600
2021-03-16,90033,14701,9855
2021-03-23,90033,16461,10998
2021-03-30,90033,17902,12313
2021-01-05,90034,1238,24
2021-01-12,90034,2047,424
2021-01-19,90034,2934,734
2021-01-26,90034,4303,1025
2021-02-02,90034,5421,1492
2021-02-09,90034,6502,2313
2021-02-16,90034,7267,3334
2021-02-23,90034,8180,4313
2021-03-02,90034,9765,5443
2021-03-09,90034,12442,6381
2021-03-16,90034,15087,7844
2021-03-23,90034,17813,9316
2021-03-30,90034,20663,11473
2021-01-05,90035,743,13
2021-01-12,90035,1217,219
2021-01-19,90035,2043,408
2021-01-26,90035,3235,606
2021-02-02,90035,4261,860
2021-02-09,90035,5116,1427
2021-02-16,90035,5598,2352
2021-02-23,90035,6228,3345
2021-03-02,90035,7102,4339
2021-03-09,90035,8230,5001
2021-03-16,90035,9520,5835
2021-03-23,90035,10725,6634
2021-03-30,90035,11806,7529
2021-01-05,90036,878,13
2021-01-12,90036,1370,269
2021-01-19,90036,2021,467
2021-01-26,90036,3045,671
2021-02-02,90036,4049,941
2021-02-09,90036,4795,1445
2021-02-16,90036,5301,2156
2021-02-23,90036,5918,3073
2021-03-02,90036,6945,3909
2021-03-09,90036,8558,4640
2021-03-16,90036,10378,5637
2021-03-23,90036,12388,6613
2021-03-30,90036,14250,7874
2021-01-12,90037,662,99
2021-01-19,90037,1095,163
2021-01-26,90037,1661,253
2021-02-02,90037,2325,406
2021-02-09,90037,3324,698
2021-02-16,90037,4017,1219
2021-02-23,90037,4718,1689
2021-03-02,90037,5955,2425
2021-03-09,90037,7467,3198
2021-03-16,90037,9681,4208
2021-03-23,90037,11887,5386
2021-03-30,90037,13931,6714
2021-01-12,90038,483,103
2021-01-19,90038,728,168
2021-01-26,90038,1114,244
2021-02-02,90038,1434,339
2021-02-09,90038,1842,523
2021-02-16,90038,2163,825
2021-02-23,90038,2515,1116
2021-03-02,90038,3160,1469
2021-03-09,90038,4197,1856
2021-03-16,90038,5512,2514
2021-03-23,90038,6674,3087
2021-03-30,90038,7834,3945
2021-01-05,90039,593,13
2021-01-12,90039,996,236
2021-01-19,90039,1555,363
2021-01-26,90039,2602,465
2021-02-02,90039,3463,694
2021-02-09,90039,4299,1096
2021-02-16,90039,4759,1727
2021-02-23,90039,5344,2528
2021-03-02,90039,6283,3467
2021-03-09,90039,7682,4219
2021-03-16,90039,9201,5142
2021-03-23,90039,10919,5968
2021-03-30,90039,12396,7201
2021-01-12,90040,206,42
2021-01-19,90040,307,64
2021-01-26,90040,544,89
2021-02-02,90040,831,126
2021-02-09,90040,1079,214
2021-02-16,90040,1273,395
2021-02-23,90040,1578,638
2021-03-02,90040,1997,846
2021-03-09,90040,2542,1054
2021-03-16,90040,3098,1463
2021-03-23,90040,3732,1783
2021-03-30,90040,4198,2231
2021-01-05,90041,715,13
2021-01-12,90041,1218,268
2021-01-19,90041,1833,422
2021-01-26,90041,2785,572
2021-02-02,90041,3577,782
2021-02-09,90041,4550,1365
2021-02-16,90041,5055,1949
2021-02-23,90041,5628,2707
2021-03-02,90041,6610,3613
2021-03-09,90041,7867,4492
2021-03-16,90041,9186,5446
2021-03-23,90041,10524,6272
2021-03-30,90041,11725,7379
2021-01-05,90042,1055,19
2021-01-12,90042,1676,342
2021-01-19,90042,2522,540
2021-01-26,90042,4013,742
2021-02-02,90042,5251,1116
2021-02-09,90042,6517,1806
2021-02-16,90042,7357,2705
2021-02-23,90042,8387,3852
2021-03-02,90042,10411,5273
2021-03-09,90042,13167,6497
2021-03-16,90042,15780,8096
2021-03-23,90042,18546,9760
2021-03-30,90042,21429,12189
2021-01-12,90043,790,120
2021-01-19,90043,1248,222
2021-01-26,90043,1939,357
2021-02-02,90043,2870,543
2021-02-09,90043,3962,895
2021-02-16,90043,4777,1501
2021-02-23,90043,5620,2136
2021-03-02,90043,6755,2986
2021-03-09,90043,8291,4044
2021-03-16,90043,10138,5322
2021-03-23,90043,11789,6425
2021-03-30,90043,13361,7797
2021-01-05,90044,525,14
2021-01-12,90044,871,130
2021-01-19,90044,1367,226
2021-01-26,90044,2183,354
2021-02-02,90044,3195,567
2021-02-09,90044,4366,984
2021-02-16,90044,5293,1593
2021-02-23,90044,6184,2276
2021-03-02,90044,7783,3274
2021-03-09,90044,9653,4340
2021-03-16,90044,12323,5750
2021-03-23,90044,15039,7217
2021-03-30,90044,17619,9018
2021-01-05,90045,754,16
2021-01-12,90045,1137,278
2021-01-19,90045,1719,455
2021-01-26,90045,2969,631
2021-02-02,90045,4122,880
2021-02-09,90045,5129,1302
2021-02-16,90045,5742,2252
2021-02-23,90045,6502,3257
2021-03-02,90045,7723,4355
2021-03-09,90045,9408,5084
2021-03-16,90045,11198,6277
2021-03-23,90045,13087,7361
2021-03-30,90045,15061,8896
2021-01-05,90046,795,25
2021-01-12,90046,1238,277
2021-01-19,90046,2006,485
2021-01-26,90046,3525,679
2021-02-02,90046,4719,915
2021-02-09,90046,5831,1497
2021-02-16,90046,6544,2536
2021-02-23,90046,7552,3655
2021-03-02,90046,9050,4827
2021-03-09,90046,11233,5843
2021-03-16,90046,13917,7446
2021-03-23,90046,16687,8848
2021-03-30,90046,19162,10653
2021-01-05,90047,427,11
2021-01-12,90047,722,129
2021-01-19,90047,1128,210
2021-01-26,90047,1836,315
2021-02-02,90047,2674,503
2021-02-09,90047,3708,825
2021-02-16,90047,4498,1352
2021-02-23,90047,5286,1921
2021-03-02,90047,6437,2789
2021-03-09,90047,7854,3763
2021-03-16,90047,9776,4923
2021-03-23,90047,11478,6025
2021-03-30,90047,13046,7338
2021-01-12,90048,1181,238
2021-01-19,90048,1764,471
2021-01-26,90048,2889,655
2021-02-02,90048,3557,836
2021-02-09,90048,4195,1229
2021-02-16,90048,4622,2149
2021-02-23,90048,5141,2773
2021-03-02,90048,5911,3451
2021-03-09,90048,6921,4034
2021-03-16,90048,8052,4790
2021-03-23,90048,9251,5477
2021-03-30,90048,10366,6376
2021-01-05,90049,1317,39
2021-01-12,90049,2275,524
2021-01-19,90049,3453,857
2021-01-26,90049,6045,1095
2021-02-02,90049,7759,1561
2021-02-09,90049,9035,2598
2021-02-16,90049,9685,4285
2021-02-23,90049,10563,6049
2021-03-02,90049,11717,7712
2021-03-09,90049,13139,8636
2021-03-16,90049,14670,9876
2021-03-23,90049,16388,10991
2021-03-30,90049,17852,12201
2021-01-12,90056,297,67
2021-01-19,90056,448,117
2021-01-26,90056,806,166
2021-02-02,90056,1158,233
2021-02-09,90056,1540,351
2021-02-16,90056,1788,605
2021-02-23,90056,2017,847
2021-03-02,90056,2290,1231
2021-03-09,90056,2662,1548
2021-03-16,90056,3095,1892
2021-03-23,90056,3440,2207
2021-03-30,90056,3767,2534
2021-01-12,90057,962,110
2021-01-19,90057,1337,176
2021-01-26,90057,1998,272
2021-02-02,90057,2635,502
2021-02-09,90057,3343,944
2021-02-16,90057,3904,1421
2021-02-23,90057,4343,1871
2021-03-02,90057,5207,2574
2021-03-09,90057,6282,3253
2021-03-16,90057,7597,3964
2021-03-23,90057,8940,4655
2021-03-30,90057,10228,5563
2021-02-02,90058,125,13
2021-02-09,90058,181,28
2021-02-16,90058,224,52
2021-02-23,90058,254,93
2021-03-02,90058,379,130
2021-03-09,90058,1279,168
2021-03-16,90058,2444,236
2021-03-23,90058,3308,330
2021-03-30,90058,3594,1135
2021-01-12,90059,599,73
2021-01-19,90059,862,131
2021-01-26,90059,1193,272
2021-02-02,90059,1524,399
2021-02-09,90059,1982,605
2021-02-16,90059,2427,864
2021-02-23,90059,2789,1116
2021-03-02,90059,3472,1536
2021-03-09,90059,4265,1920
2021-03-16,90059,5419,2541
2021-03-23,90059,6680,3140
2021-03-30,90059,7929,3957
2021-01-12,90061,351,30
2021-01-19,90061,486,58
2021-01-26,90061,738,109
2021-02-02,90061,1033,201
2021-02-09,90061,1365,359
2021-02-16,90061,1698,529
2021-02-23,90061,1956,736
2021-03-02,90061,2409,1029
2021-03-09,90061,3017,1333
2021-03-16,90061,3786,1780
2021-03-23,90061,4707,2224
2021-03-30,90061,5572,2772
2021-01-12,90062,506,71
2021-01-19,90062,771,134
2021-01-26,90062,1173,214
2021-02-02,90062,1653,329
2021-02-09,90062,2186,559
2021-02-16,90062,2626,876
2021-02-23,90062,3030,1213
2021-03-02,90062,3802,1711
2021-03-09,90062,4771,2242
2021-03-16,90062,6146,2911
2021-03-23,90062,7308,3579
2021-03-30,90062,8486,4435
2021-01-05,90063,470,12
2021-01-12,90063,771,165
2021-01-19,90063,1133,246
2021-01-26,90063,1963,349
2021-02-02,90063,2790,494
2021-02-09,90063,3598,796
2021-02-16,90063,4375,1322
2021-02-23,90063,5311,2059
2021-03-02,90063,6814,2854
2021-03-09,90063,8566,3636
2021-03-16,90063,10397,4986
2021-03-23,90063,12312,6256
2021-03-30,90063,13944,7770
2021-01-05,90064,812,28
2021-01-12,90064,1211,315
2021-01-19,90064,1817,526
2021-01-26,90064,3381,707
2021-02-02,90064,4453,934
2021-02-09,90064,5395,1395
2021-02-16,90064,5967,2463
2021-02-23,90064,6595,3479
2021-03-02,90064,7471,4509
2021-03-09,90064,8721,5293
2021-03-16,90064,9985,6243
2021-03-23,90064,11430,7068
2021-03-30,90064,12786,8141
2021-01-05,90065,805,15
2021-01-12,90065,1244,281
2021-01-19,90065,1954,430
2021-01-26,90065,3389,573
2021-02-02,90065,4554,839
2021-02-09,90065,5902,1352
2021-02-16,90065,6604,2210
2021-02-23,90065,7464,3284
2021-03-02,90065,8931,4684
2021-03-09,90065,10981,5864
2021-03-16,90065,13014,7157
2021-03-23,90065,15179,8464
2021-03-30,90065,17168,10211
2021-01-05,90066,1002,24
2021-01-12,90066,1630,336
2021-01-19,90066,2525,581
2021-01-26,90066,4201,796
2021-02-02,90066,5861,1161
2021-02-09,90066,7444,1922
2021-02-16,90066,8344,3077
2021-02-23,90066,9410,4460
2021-03-02,90066,10908,6058
2021-03-09,90066,13298,7324
2021-03-16,90066,15934,8907
2021-03-23,90066,18613,10393
2021-03-30,90066,21437,12460
2021-01-12,90067,157,17
2021-01-19,90067,303,39
2021-01-26,90067,731,60
2021-02-02,90067,999,95
2021-02-09,90067,1201,188
2021-02-16,90067,1282,463
2021-02-23,90067,1348,741
2021-03-02,90067,1455,1006
2021-03-09,90067,1585,1174
2021-03-16,90067,1709,1265
2021-03-23,90067,1848,1358
2021-03-30,90067,1977,1455
2021-01-05,90068,298,15
2021-01-12,90068,465,135
2021-01-19,90068,809,190
2021-01-26,90068,1638,242
2021-02-02,90068,2272,316
2021-02-09,90068,2840,589
2021-02-16,90068,3162,997
2021-02-23,90068,3539,1604
2021-03-02,90068,4186,2331
2021-03-09,90068,5204,2878
2021-03-16,90068,6424,3515
2021-03-23,90068,7813,4138
2021-03-30,90068,9122,4979
2021-01-05,90069,484,26
2021-01-12,90069,740,201
2021-01-19,90069,1151,313
2021-01-26,90069,2023,414
2021-02-02,90069,2657,545
2021-02-09,90069,3264,856
2021-02-16,90069,3652,1417
2021-02-23,90069,4161,2022
2021-03-02,90069,4996,2725
2021-03-09,90069,6127,3270
2021-03-16,90069,7458,4087
2021-03-23,90069,8868,4836
2021-03-30,90069,10071,5791
2021-02-16,90071,61,15
2021-02-23,90071,70,25
2021-03-02,90071,107,34
2021-03-09,90071,128,43
2021-03-16,90071,160,60
2021-03-23,90071,186,76
2021-03-30,90071,216,120
2021-01-12,90077,698,142
2021-01-19,90077,1084,248
2021-01-26,90077,1898,351
2021-02-02,90077,2363,502
2021-02-09,90077,2795,821
2021-02-16,90077,2975,1357
2021-02-23,90077,3185,1898
2021-03-02,90077,3460,2386
2021-03-09,90077,3759,2697
2021-03-16,90077,4104,2970
2021-03-23,90077,4473,3237
2021-03-30,90077,4773,3508
2021-01-12,90094,558,131
2021-01-19,90094,717,199
2021-01-26,90094,1103,237
2021-02-02,90094,1314,298
2021-02-09,90094,1489,606
2021-02-16,90094,1614,871
2021-02-23,90094,1754,1114
2021-03-02,90094,1998,1327
2021-03-09,90094,2320,1487
2021-03-16,90094,2750,1707
2021-03-23,90094,3239,1958
2021-03-30,90094,3764,2219
2021-01-12,90201,1146,154
2021-01-19,90201,1794,261
2021-01-26,90201,2916,370
2021-02-02,90201,3885,681
2021-02-09,90201,5099,1213
2021-02-16,90201,6260,2094
2021-02-23,90201,7389,2977
2021-03-02,90201,9342,3962
2021-03-09,90201,12041,5023
2021-03-16,90201,15372,6745
2021-03-23,90201,19011,8211
2021-03-30,90201,22314,10718
2021-01-12,90210,1864,246
2021-01-19,90210,2885,442
2021-01-26,90210,4882,696
2021-02-02,90210,5914,1224
2021-02-09,90210,6784,2119
2021-02-16,90210,7229,3609
2021-02-23,90210,7689,4807
2021-03-02,90210,8283,5808
2021-03-09,90210,8974,6477
2021-03-16,90210,9814,7107
2021-03-23,90210,10614,7649
2021-03-30,90210,11276,8224
2021-01-12,90211,623,98
2021-01-19,90211,928,177
2021-01-26,90211,1417,267
2021-02-02,90211,1764,423
2021-02-09,90211,2038,684
2021-02-16,90211,2204,1069
2021-02-23,90211,2395,1428
2021-03-02,90211,2674,1735
2021-03-09,90211,2981,1951
2021-03-16,90211,3330,2202
2021-03-23,90211,3656,2433
2021-03-30,90211,3977,2699
2021-01-12,90212,628,98
2021-01-19,90212,1079,172
2021-01-26,90212,1877,250
2021-02-02,90212,2392,400
2021-02-09,90212,2771,732
2021-02-16,90212,3017,1351
2021-02-23,90212,3266,1872
2021-03-02,90212,3688,2341
2021-03-09,90212,4133,2679
2021-03-16,90212,4662,3052
2021-03-23,90212,5170,3401
2021-03-30,90212,5649,3810
2021-01-05,90220,358,12
2021-01-12,90220,548,107
2021-01-19,90220,799,185
2021-01-26,90220,1260,268
2021-02-02,90220,1724,389
2021-02-09,90220,2380,591
2021-02-16,90220,3073,953
2021-02-23,90220,3625,1341
2021-03-02,90220,4508,1840
2021-03-09,90220,5532,2460
2021-03-16,90220,6822,3357
2021-03-23,90220,8317,4278
2021-03-30,90220,9726,5272
2021-01-12,90221,552,92
2021-01-19,90221,790,157
2021-01-26,90221,1243,223
2021-02-02,90221,1771,360
2021-02-09,90221,2386,568
2021-02-16,90221,2891,917
2021-02-23,90221,3448,1295
2021-03-02,90221,4346,1850
2021-03-09,90221,5371,2372
2021-03-16,90221,6890,3132
2021-03-23,90221,8554,4050
2021-03-30,90221,10130,5057
2021-01-12,90222,324,53
2021-01-19,90222,462,100
2021-01-26,90222,684,141
2021-02-02,90222,1024,216
2021-02-09,90222,1387,334
2021-02-16,90222,1766,507
2021-02-23,90222,2092,761
2021-03-02,90222,2650,1025
2021-03-09,90222,3302,1402
2021-03-16,90222,4185,1910
2021-03-23,90222,5191,2550
2021-03-30,90222,6074,3144
2021-01-05,90230,655,19
2021-01-12,90230,1028,221
2021-01-19,90230,1543,380
2021-01-26,90230,2624,539
2021-02-02,90230,3726,768
2021-02-09,90230,4721,1166
2021-02-16,90230,5341,1942
2021-02-23,90230,6028,2806
2021-03-02,90230,6963,3843
2021-03-09,90230,8256,4675
2021-03-16,90230,9665,5663
2021-03-23,90230,11109,6502
2021-03-30,90230,12609,7668
2021-01-05,90232,415,13
2021-01-12,90232,579,161
2021-01-19,90232,843,263
2021-01-26,90232,1544,363
2021-02-02,90232,2064,442
2021-02-09,90232,2497,646
2021-02-16,90232,2800,1146
2021-02-23,90232,3143,1602
2021-03-02,90232,3610,2069
2021-03-09,90232,4438,2476
2021-03-16,90232,5250,2969
2021-03-23,90232,6096,3401
2021-03-30,90232,7128,4051
2021-01-12,90240,669,151
2021-01-19,90240,1033,236
2021-01-26,90240,1789,324
2021-02-02,90240,2446,471
2021-02-09,90240,3029,736
2021-02-16,90240,3458,1294
2021-02-23,90240,3993,1864
2021-03-02,90240,4949,2482
2021-03-09,90240,5966,2989
2021-03-16,90240,7136,3703
2021-03-23,90240,8375,4451
2021-03-30,90240,9364,5514
