date,zcta,at_least_one_dose,fully_vaccinated
2022-07-01,90001,56732,43661
2022-07-05,90001,56771,43695
2022-07-12,90001,56823,43737
2022-07-19,90001,56899,43776
2022-07-26,90001,56960,43812
2022-08-02,90001,57011,43847
2022-08-09,90001,57088,43903
2022-08-16,90001,57132,43939
2022-08-23,90001,57168,43975
2022-08-30,90001,57210,44007
2022-09-06,90001,57235,44025
2022-09-13,90001,57274,44046
2022-09-20,90001,57307,44065
2022-09-27,90001,57332,44083
2022-07-01,90002,39561,34782
2022-07-05,90002,39599,34814
2022-07-12,90002,39647,34844
2022-07-19,90002,39727,34871
2022-07-26,90002,39796,34924
2022-08-02,90002,39851,34953
2022-08-09,90002,39914,34994
2022-08-16,90002,39979,35031
2022-08-23,90002,40024,35063
2022-08-30,90002,40059,35103
2022-09-06,90002,40078,35125
2022-09-13,90002,40107,35147
2022-09-20,90002,40129,35170
2022-09-27,90002,40153,35183
2022-07-01,90003,55736,48085
2022-07-05,90003,55795,48123
2022-07-12,90003,55871,48164
2022-07-19,90003,55957,48217
2022-07-26,90003,56026,48281
2022-08-02,90003,56105,48344
2022-08-09,90003,56196,48403
2022-08-16,90003,56255,48454
2022-08-23,90003,56317,48499
2022-08-30,90003,56359,48542
2022-09-06,90003,56387,48574
2022-09-13,90003,56433,48598
2022-09-20,90003,56478,48628
2022-09-27,90003,56528,48650
2022-07-01,90004,51649,46543
2022-07-05,90004,51722,46562
2022-07-12,90004,51786,46599
2022-07-19,90004,51861,46637
2022-07-26,90004,51943,46663
2022-08-02,90004,52020,46713
2022-08-09,90004,52083,46762
2022-08-16,90004,52123,46793
2022-08-23,90004,52158,46830
2022-08-30,90004,52192,46871
2022-09-06,90004,52215,46895
2022-09-13,90004,52256,46909
2022-09-20,90004,52302,46946
2022-09-27,90004,52360,46972
2022-07-01,90005,33015,29105
2022-07-05,90005,33036,29119
2022-07-12,90005,33066,29132
2022-07-19,90005,33099,29150
2022-07-26,90005,33135,29172
2022-08-02,90005,33172,29196
2022-08-09,90005,33200,29214
2022-08-16,90005,33225,29237
2022-08-23,90005,33250,29253
2022-08-30,90005,33270,29269
2022-09-06,90005,33280,29278
2022-09-13,90005,33303,29292
2022-09-20,90005,33340,29305
2022-09-27,90005,33375,29312
2022-07-01,90006,49500,43280
2022-07-05,90006,49549,43309
2022-07-12,90006,49604,43330
2022-07-19,90006,49654,43368
2022-07-26,90006,49728,43431
2022-08-02,90006,49793,43464
2022-08-09,90006,49829,43501
2022-08-16,90006,49865,43540
2022-08-23,90006,49897,43576
2022-08-30,90006,49927,43601
2022-09-06,90006,49959,43613
2022-09-13,90006,49993,43631
2022-09-20,90006,50018,43644
2022-09-27,90006,50058,43663
2022-07-01,90007,39687,34374
2022-07-05,90007,39725,34390
2022-07-12,90007,39770,34404
2022-07-19,90007,39806,34435
2022-07-26,90007,39861,34460
2022-08-02,90007,39897,34489
2022-08-09,90007,39933,34511
2022-08-16,90007,40016,34529
2022-08-23,90007,40178,34543
2022-08-30,90007,40244,34565
2022-09-06,90007,40260,34580
2022-09-13,90007,40288,34604
2022-09-20,90007,40334,34618
2022-09-27,90007,40372,34633
2022-07-01,90008,23580,21458
2022-07-05,90008,23637,21472
2022-07-12,90008,23681,21482
2022-07-19,90008,23716,21501
2022-07-26,90008,23743,21531
2022-08-02,90008,23760,21566
2022-08-09,90008,23794,21588
2022-08-16,90008,23831,21614
2022-08-23,90008,23847,21627
2022-08-30,90008,23874,21638
2022-09-06,90008,23883,21646
2022-09-13,90008,23900,21662
2022-09-20,90008,23945,21675
2022-09-27,90008,23970,21685
2022-07-01,90010,4957,4208
2022-07-05,90010,4965,4208
2022-07-12,90010,4973,4209
2022-07-19,90010,4977,4213
2022-07-26,90010,4987,4217
2022-08-02,90010,4989,4221
2022-08-09,90010,4991,4226
2022-08-16,90010,4994,4229
2022-08-23,90010,4996,4231
2022-08-30,90010,4997,4231
2022-09-06,90010,4999,4231
2022-09-13,90010,5004,4233
2022-09-20,90010,5012,4234
2022-09-27,90010,5024,4236
2022-07-01,90011,83054,68811
2022-07-05,90011,83133,68862
2022-07-12,90011,83234,68926
2022-07-19,90011,83362,69009
2022-07-26,90011,83481,69096
2022-08-02,90011,83589,69175
2022-08-09,90011,83712,69248
2022-08-16,90011,83826,69316
2022-08-23,90011,83912,69396
2022-08-30,90011,83994,69458
2022-09-06,90011,84031,69511
2022-09-13,90011,84100,69554
2022-09-20,90011,84170,69574
2022-09-27,90011,84240,69603
2022-07-01,90012,36406,31726
2022-07-05,90012,36450,31763
2022-07-12,90012,36494,31807
2022-07-19,90012,36540,31832
2022-07-26,90012,36610,31872
2022-08-02,90012,36674,31903
2022-08-09,90012,36725,31929
2022-08-16,90012,36772,31954
2022-08-23,90012,36810,31982
2022-08-30,90012,36861,32027
2022-09-06,90012,36894,32057
2022-09-13,90012,36958,32094
2022-09-20,90012,37023,32127
2022-09-27,90012,37081,32154
2022-07-01,90013,12229,9862
2022-07-05,90013,12238,9870
2022-07-12,90013,12248,9876
2022-07-19,90013,12258,9879
2022-07-26,90013,12267,9889
2022-08-02,90013,12277,9897
2022-08-09,90013,12287,9905
2022-08-16,90013,12295,9910
2022-08-23,90013,12306,9916
2022-08-30,90013,12312,9924
2022-09-06,90013,12321,9927
2022-09-13,90013,12334,9931
2022-09-20,90013,12343,9936
2022-09-27,90013,12362,9940
2022-07-01,90014,8902,7506
2022-07-05,90014,8909,7509
2022-07-12,90014,8918,7514
2022-07-19,90014,8924,7519
2022-07-26,90014,8930,7525
2022-08-02,90014,8942,7531
2022-08-09,90014,8949,7538
2022-08-16,90014,8953,7539
2022-08-23,90014,8961,7541
2022-08-30,90014,8966,7542
