date,zcta,at_least_one_dose,fully_vaccinated
2021-04-01,90001,18887,7030
2021-04-06,90001,22436,9074
2021-04-13,90001,26057,11418
2021-04-20,90001,28871,13464
2021-04-27,90001,31913,15753
2021-05-04,90001,34269,18093
2021-05-11,90001,35463,20236
2021-05-18,90001,37344,22428
2021-05-25,90001,38572,23934
2021-06-01,90001,39370,24912
2021-06-08,90001,40253,26228
2021-06-15,90001,40935,27297
2021-06-22,90001,41559,28077
2021-06-29,90001,42137,28795
2021-04-01,90002,9409,4328
2021-04-06,90002,11299,5797
2021-04-13,90002,13380,7686
2021-04-20,90002,15024,8872
2021-04-27,90002,16500,10197
2021-05-04,90002,17812,11563
2021-05-11,90002,18647,13075
2021-05-18,90002,19601,14419
2021-05-25,90002,20610,15705
2021-06-01,90002,21262,16461
2021-06-08,90002,21947,17365
2021-06-15,90002,22525,18240
2021-06-22,90002,23087,18892
2021-06-29,90002,23629,19490
2021-04-01,90003,12741,5887
2021-04-06,90003,15318,7755
2021-04-13,90003,18010,10034
2021-04-20,90003,20224,11819
2021-04-27,90003,22372,13671
2021-05-04,90003,24209,15479
2021-05-11,90003,25433,17456
2021-05-18,90003,26938,19369
2021-05-25,90003,28526,21065
2021-06-01,90003,29492,22277
2021-06-08,90003,30592,23608
2021-06-15,90003,31431,24980
2021-06-22,90003,32243,25956
2021-06-29,90003,33020,26824
2021-04-01,90004,19899,10958
2021-04-06,90004,23067,13280
2021-04-13,90004,26075,16040
2021-04-20,90004,28571,18525
2021-04-27,90004,30650,20874
2021-05-04,90004,32000,23161
2021-05-11,90004,33061,25651
2021-05-18,90004,34262,27693
2021-05-25,90004,35363,29274
2021-06-01,90004,36149,30305
2021-06-08,90004,36828,31453
2021-06-15,90004,37389,32568
2021-06-22,90004,37903,33352
2021-06-29,90004,38340,33938
2021-04-01,90005,11111,5663
2021-04-06,90005,13170,7028
2021-04-13,90005,15235,8764
2021-04-20,90005,16992,10152
2021-04-27,90005,18402,11705
2021-05-04,90005,19362,13224
2021-05-11,90005,20158,14830
2021-05-18,90005,20880,16226
2021-05-25,90005,21616,17333
2021-06-01,90005,22217,18106
2021-06-08,90005,22702,18850
2021-06-15,90005,23099,19599
2021-06-22,90005,23451,20065
2021-06-29,90005,23777,20468
2021-04-01,90006,15481,7982
2021-04-06,90006,18080,9885
2021-04-13,90006,20842,12432
2021-04-20,90006,23052,14277
2021-04-27,90006,25030,16078
2021-05-04,90006,26591,17998
2021-05-11,90006,27843,20006
2021-05-18,90006,28967,21818
2021-05-25,90006,30151,23450
2021-06-01,90006,31046,24587
2021-06-08,90006,31877,25725
2021-06-15,90006,32629,26818
2021-06-22,90006,33267,27536
2021-06-29,90006,33838,28248
2021-04-01,90007,12000,5693
2021-04-06,90007,14108,7238
2021-04-13,90007,16326,9438
2021-04-20,90007,18800,11036
2021-04-27,90007,20575,12983
2021-05-04,90007,21742,14605
2021-05-11,90007,22520,16906
2021-05-18,90007,23411,18887
2021-05-25,90007,24244,20129
2021-06-01,90007,24832,20852
2021-06-08,90007,25345,21614
2021-06-15,90007,25815,22354
2021-06-22,90007,26202,22870
2021-06-29,90007,26553,23351
2021-04-01,90008,9462,5752
2021-04-06,90008,10664,6868
2021-04-13,90008,11803,8001
2021-04-20,90008,12565,8872
2021-04-27,90008,13194,9732
2021-05-04,90008,13778,10542
2021-05-11,90008,14175,11367
2021-05-18,90008,14629,11986
2021-05-25,90008,15095,12572
2021-06-01,90008,15395,12948
2021-06-08,90008,15664,13348
2021-06-15,90008,15860,13792
2021-06-22,90008,16102,14090
2021-06-29,90008,16318,14328
2021-04-01,90010,1793,1007
2021-04-06,90010,2101,1198
2021-04-13,90010,2421,1445
2021-04-20,90010,2721,1675
2021-04-27,90010,2949,1918
2021-05-04,90010,3078,2177
2021-05-11,90010,3188,2461
2021-05-18,90010,3272,2693
2021-05-25,90010,3355,2855
2021-06-01,90010,3445,2963
2021-06-08,90010,3526,3054
2021-06-15,90010,3593,3135
2021-06-22,90010,3634,3204
2021-06-29,90010,3684,3258
2021-04-01,90011,20763,8974
2021-04-06,90011,25190,11899
2021-04-13,90011,29928,15563
2021-04-20,90011,33895,18505
2021-04-27,90011,37402,21615
2021-05-04,90011,40439,24743
2021-05-11,90011,43323,28042
2021-05-18,90011,45713,30872
2021-05-25,90011,48136,33459
2021-06-01,90011,49852,35577
2021-06-08,90011,51540,37845
2021-06-15,90011,52888,39701
2021-06-22,90011,53933,41025
2021-06-29,90011,54891,42126
2021-04-01,90012,14419,7421
2021-04-06,90012,16687,8935
2021-04-13,90012,18813,11380
2021-04-20,90012,20508,13388
2021-04-27,90012,21982,15052
2021-05-04,90012,22898,16775
2021-05-11,90012,23688,18245
2021-05-18,90012,24452,19857
2021-05-25,90012,25075,21121
2021-06-01,90012,25540,21638
2021-06-08,90012,26123,22573
2021-06-15,90012,26530,23105
2021-06-22,90012,26838,23510
2021-06-29,90012,27158,23917
2021-04-01,90013,5411,2643
2021-04-06,90013,6146,3152
2021-04-13,90013,6835,3776
2021-04-20,90013,7361,4218
