date,zcta,at_least_one_dose,fully_vaccinated
2022-04-01,90001,56008,42959
2022-04-05,90001,56095,43040
2022-04-12,90001,56159,43102
2022-04-19,90001,56214,43180
2022-04-26,90001,56277,43246
2022-05-03,90001,56333,43311
2022-05-10,90001,56393,43368
2022-05-17,90001,56454,43411
2022-05-24,90001,56508,43473
2022-05-31,90001,56552,43509
2022-06-07,90001,56593,43551
2022-06-14,90001,56630,43584
2022-06-21,90001,56683,43628
2022-06-28,90001,56732,43661
2022-04-01,90002,38956,34140
2022-04-05,90002,39015,34233
2022-04-12,90002,39082,34298
2022-04-19,90002,39137,34361
2022-04-26,90002,39191,34419
2022-05-03,90002,39238,34482
2022-05-10,90002,39291,34533
2022-05-17,90002,39342,34579
2022-05-24,90002,39386,34628
2022-05-31,90002,39420,34663
2022-06-07,90002,39454,34704
2022-06-14,90002,39484,34729
2022-06-21,90002,39520,34749
2022-06-28,90002,39561,34782
2022-04-01,90003,54769,47163
2022-04-05,90003,54869,47266
2022-04-12,90003,54945,47329
2022-04-19,90003,55046,47431
2022-04-26,90003,55138,47533
2022-05-03,90003,55228,47596
2022-05-10,90003,55295,47682
2022-05-17,90003,55366,47732
2022-05-24,90003,55443,47820
2022-05-31,90003,55498,47882
2022-06-07,90003,55545,47936
2022-06-14,90003,55610,47982
2022-06-21,90003,55660,48029
2022-06-28,90003,55736,48085
2022-04-01,90004,50998,45978
2022-04-05,90004,51051,46032
2022-04-12,90004,51093,46083
2022-04-19,90004,51152,46149
2022-04-26,90004,51225,46206
2022-05-03,90004,51277,46244
2022-05-10,90004,51312,46282
2022-05-17,90004,51365,46324
2022-05-24,90004,51404,46380
2022-05-31,90004,51447,46414
2022-06-07,90004,51491,46452
2022-06-14,90004,51529,46483
2022-06-21,90004,51562,46508
2022-06-28,90004,51649,46543
2022-04-01,90005,32615,28733
2022-04-05,90005,32645,28771
2022-04-12,90005,32688,28808
2022-04-19,90005,32716,28849
2022-04-26,90005,32741,28886
2022-05-03,90005,32764,28926
2022-05-10,90005,32809,28961
2022-05-17,90005,32838,28981
2022-05-24,90005,32867,29000
2022-05-31,90005,32896,29020
2022-06-07,90005,32913,29046
2022-06-14,90005,32941,29071
2022-06-21,90005,32967,29087
2022-06-28,90005,33015,29105
2022-04-01,90006,48819,42581
2022-04-05,90006,48896,42658
2022-04-12,90006,48973,42710
2022-04-19,90006,49031,42779
2022-04-26,90006,49083,42833
2022-05-03,90006,49137,42892
2022-05-10,90006,49183,42966
2022-05-17,90006,49253,43027
2022-05-24,90006,49296,43079
2022-05-31,90006,49344,43137
2022-06-07,90006,49379,43182
2022-06-14,90006,49409,43219
2022-06-21,90006,49445,43251
2022-06-28,90006,49500,43280
2022-04-01,90007,39231,34030
2022-04-05,90007,39285,34081
2022-04-12,90007,39332,34122
2022-04-19,90007,39366,34141
2022-04-26,90007,39396,34171
2022-05-03,90007,39423,34194
2022-05-10,90007,39450,34220
2022-05-17,90007,39499,34248
2022-05-24,90007,39538,34267
2022-05-31,90007,39566,34286
2022-06-07,90007,39596,34316
2022-06-14,90007,39624,34329
2022-06-21,90007,39648,34354
2022-06-28,90007,39687,34374
2022-04-01,90008,23269,21139
2022-04-05,90008,23302,21178
2022-04-12,90008,23327,21204
2022-04-19,90008,23353,21228
2022-04-26,90008,23383,21249
2022-05-03,90008,23412,21282
2022-05-10,90008,23433,21314
2022-05-17,90008,23453,21333
2022-05-24,90008,23471,21352
2022-05-31,90008,23487,21375
2022-06-07,90008,23506,21398
2022-06-14,90008,23534,21416
2022-06-21,90008,23543,21442
2022-06-28,90008,23580,21458
2022-04-01,90010,4897,4168
2022-04-05,90010,4904,4171
2022-04-12,90010,4907,4175
2022-04-19,90010,4914,4179
2022-04-26,90010,4919,4186
2022-05-03,90010,4925,4189
2022-05-10,90010,4930,4191
2022-05-17,90010,4935,4192
2022-05-24,90010,4943,4194
2022-05-31,90010,4946,4200
2022-06-07,90010,4949,4203
2022-06-14,90010,4952,4203
2022-06-21,90010,4954,4204
2022-06-28,90010,4957,4208
2022-04-01,90011,81744,67533
2022-04-05,90011,81874,67679
2022-04-12,90011,81969,67818
2022-04-19,90011,82091,67954
2022-04-26,90011,82193,68060
2022-05-03,90011,82308,68172
2022-05-10,90011,82430,68271
2022-05-17,90011,82535,68348
2022-05-24,90011,82623,68448
2022-05-31,90011,82712,68519
2022-06-07,90011,82796,68603
2022-06-14,90011,82870,68658
2022-06-21,90011,82946,68732
2022-06-28,90011,83054,68811
2022-04-01,90012,35646,31124
2022-04-05,90012,35702,31217
2022-04-12,90012,35769,31268
2022-04-19,90012,35848,31336
2022-04-26,90012,35901,31375
2022-05-03,90012,35963,31398
2022-05-10,90012,36020,31446
2022-05-17,90012,36084,31513
2022-05-24,90012,36138,31557
2022-05-31,90012,36193,31586
2022-06-07,90012,36252,31630
2022-06-14,90012,36294,31661
2022-06-21,90012,36337,31690
2022-06-28,90012,36406,31726
2022-04-01,90013,11935,9654
2022-04-05,90013,11961,9673
2022-04-12,90013,11999,9701
2022-04-19,90013,12032,9722
2022-04-26,90013,12061,9740
2022-05-03,90013,12083,9759
2022-05-10,90013,12110,9775
2022-05-17,90013,12137,9794
2022-05-24,90013,12163,9815
2022-05-31,90013,12179,9827
2022-06-07,90013,12195,9840
2022-06-14,90013,12203,9844
2022-06-21,90013,12215,9850
2022-06-28,90013,12229,9862
2022-04-01,90014,8688,7358
2022-04-05,90014,8701,7375
2022-04-12,90014,8719,7390
2022-04-19,90014,8738,7408
2022-04-26,90014,8761,7421
2022-05-03,90014,8785,7426
2022-05-10,90014,8808,7439
2022-05-17,90014,8823,7446
2022-05-24,90014,8841,7465
2022-05-31,90014,8855,7470
2022-06-07,90014,8867,7478
2022-06-14,90014,8879,7487
2022-06-21,90014,8890,7495
2022-06-28,90014,8902,7506
2022-04-01,90015,21628,18387
2022-04-05,90015,21674,18411
2022-04-12,90015,21708,18433
2022-04-19,90015,21735,18451
2022-04-26,90015,21761,18478
2022-05-03,90015,21785,18499
2022-05-10,90015,21811,18516
2022-05-17,90015,21834,18536
2022-05-24,90015,21854,18552
2022-05-31,90015,21871,18571
2022-06-07,90015,21887,18588
2022-06-14,90015,21908,18611
2022-06-21,90015,21921,18619
2022-06-28,90015,21945,18642
2022-04-01,90016,38267,34644
2022-04-05,90016,38317,34695
2022-04-12,90016,38360,34759
2022-04-19,90016,38401,34819
2022-04-26,90016,38444,34861
2022-05-03,90016,38483,34899
2022-05-10,90016,38533,34934
2022-05-17,90016,38585,34976
2022-05-24,90016,38622,35010
2022-05-31,90016,38649,35041
2022-06-07,90016,38682,35080
2022-06-14,90016,38707,35123
2022-06-21,90016,38736,35142
2022-06-28,90016,38812,35183
2022-04-01,90017,24232,19728
2022-04-05,90017,24288,19771
2022-04-12,90017,24342,19800
2022-04-19,90017,24396,19825
2022-04-26,90017,24427,19859
2022-05-03,90017,24471,19883
2022-05-10,90017,24500,19904
2022-05-17,90017,24527,19935
2022-05-24,90017,24562,19967
2022-05-31,90017,24591,19978
2022-06-07,90017,24627,20001
2022-06-14,90017,24652,20010
2022-06-21,90017,24680,20026
2022-06-28,90017,24709,20046
2022-04-01,90018,40714,35873
2022-04-05,90018,40767,35921
2022-04-12,90018,40812,35968
2022-04-19,90018,40862,36050
2022-04-26,90018,40908,36094
2022-05-03,90018,40955,36137
2022-05-10,90018,40980,36187
2022-05-17,90018,41021,36225
2022-05-24,90018,41062,36276
2022-05-31,90018,41083,36307
2022-06-07,90018,41126,36353
2022-06-14,90018,41146,36377
2022-06-21,90018,41184,36404
2022-06-28,90018,41237,36435
2022-04-01,90019,51589,46632
2022-04-05,90019,51630,46703
2022-04-12,90019,51671,46755
2022-04-19,90019,51722,46807
2022-04-26,90019,51755,46838
2022-05-03,90019,51799,46885
2022-05-10,90019,51836,46923
2022-05-17,90019,51875,46964
2022-05-24,90019,51918,47012
2022-05-31,90019,51947,47038
2022-06-07,90019,51981,47069
2022-06-14,90019,52011,47103
2022-06-21,90019,52058,47130
2022-06-28,90019,52159,47164
2022-04-01,90020,33801,30225
2022-04-05,90020,33833,30265
2022-04-12,90020,33864,30311
2022-04-19,90020,33904,30342
2022-04-26,90020,33935,30375
2022-05-03,90020,33965,30397
2022-05-10,90020,33997,30422
2022-05-17,90020,34025,30460
2022-05-24,90020,34065,30500
2022-05-31,90020,34079,30519
2022-06-07,90020,34103,30531
2022-06-14,90020,34128,30560
2022-06-21,90020,34160,30577
2022-06-28,90020,34203,30592
2022-04-01,90021,3683,3065
2022-04-05,90021,3689,3069
2022-04-12,90021,3693,3074
2022-04-19,90021,3702,3077
2022-04-26,90021,3711,3082
2022-05-03,90021,3715,3090
2022-05-10,90021,3722,3099
2022-05-17,90021,3730,3105
2022-05-24,90021,3733,3108
2022-05-31,90021,3738,3109
2022-06-07,90021,3744,3115
2022-06-14,90021,3750,3118
2022-06-21,90021,3752,3120
2022-06-28,90021,3764,3123
2022-04-01,90022,53352,48199
2022-04-05,90022,53430,48266
2022-04-12,90022,53494,48333
2022-04-19,90022,53540,48380
2022-04-26,90022,53591,48441
2022-05-03,90022,53646,48507
2022-05-10,90022,53717,48550
2022-05-17,90022,53759,48599
2022-05-24,90022,53817,48636
2022-05-31,90022,53856,48693
2022-06-07,90022,53893,48738
2022-06-14,90022,53949,48777
2022-06-21,90022,53991,48815
2022-06-28,90022,54045,48847
2022-04-01,90023,38187,33762
2022-04-05,90023,38261,33815
2022-04-12,90023,38324,33865
2022-04-19,90023,38372,33899
2022-04-26,90023,38415,33961
2022-05-03,90023,38479,34014
2022-05-10,90023,38514,34053
2022-05-17,90023,38563,34099
2022-05-24,90023,38602,34144
2022-05-31,90023,38637,34176
2022-06-07,90023,38671,34210
2022-06-14,90023,38705,34230
2022-06-21,90023,38732,34247
2022-06-28,90023,38771,34275
2022-04-01,90024,32006,27420
2022-04-05,90024,32042,27457
2022-04-12,90024,32081,27492
2022-04-19,90024,32110,27516
2022-04-26,90024,32149,27547
2022-05-03,90024,32179,27569
2022-05-10,90024,32201,27592
2022-05-17,90024,32225,27611
2022-05-24,90024,32254,27638
2022-05-31,90024,32275,27661
2022-06-07,90024,32293,27680
2022-06-14,90024,32320,27695
2022-06-21,90024,32338,27707
2022-06-28,90024,32393,27717
2022-04-01,90025,38870,35311
2022-04-05,90025,38909,35344
2022-04-12,90025,38941,35384
2022-04-19,90025,38976,35404
2022-04-26,90025,39009,35426
2022-05-03,90025,39040,35447
2022-05-10,90025,39066,35466
2022-05-17,90025,39090,35491
2022-05-24,90025,39128,35503
2022-05-31,90025,39155,35528
2022-06-07,90025,39181,35548
2022-06-14,90025,39211,35565
2022-06-21,90025,39241,35584
2022-06-28,90025,39344,35602
2022-04-01,90026,52672,47491
2022-04-05,90026,52713,47541
2022-04-12,90026,52759,47599
2022-04-19,90026,52819,47658
2022-04-26,90026,52867,47679
2022-05-03,90026,52890,47723
2022-05-10,90026,52938,47771
2022-05-17,90026,52983,47807
2022-05-24,90026,53026,47851
2022-05-31,90026,53065,47883
2022-06-07,90026,53097,47934
2022-06-14,90026,53126,47973
2022-06-21,90026,53162,48000
2022-06-28,90026,53283,48027
2022-04-01,90027,37879,34476
2022-04-05,90027,37921,34522
2022-04-12,90027,37967,34548
2022-04-19,90027,38000,34584
2022-04-26,90027,38022,34612
2022-05-03,90027,38048,34648
2022-05-10,90027,38074,34671
2022-05-17,90027,38103,34691
2022-05-24,90027,38119,34724
2022-05-31,90027,38137,34747
2022-06-07,90027,38167,34786
2022-06-14,90027,38199,34803
2022-06-21,90027,38226,34819
2022-06-28,90027,38342,34835
2022-04-01,90028,28195,24127
2022-04-05,90028,28243,24152
2022-04-12,90028,28301,24180
2022-04-19,90028,28347,24206
2022-04-26,90028,28381,24230
2022-05-03,90028,28412,24251
2022-05-10,90028,28456,24274
2022-05-17,90028,28487,24304
2022-05-24,90028,28519,24321
2022-05-31,90028,28539,24335
2022-06-07,90028,28569,24355
2022-06-14,90028,28586,24371
2022-06-21,90028,28600,24385
2022-06-28,90028,28634,24407
2022-04-01,90029,29125,26176
2022-04-05,90029,29158,26217
2022-04-12,90029,29188,26242
2022-04-19,90029,29217,26295
2022-04-26,90029,29251,26313
2022-05-03,90029,29283,26337
2022-05-10,90029,29302,26381
2022-05-17,90029,29321,26412
2022-05-24,90029,29356,26440
2022-05-31,90029,29377,26460
2022-06-07,90029,29392,26481
2022-06-14,90029,29408,26502
