date,county,at_least_one_dose,fully_vaccinated,new_doses_administered,weekly_new_doses
2022-07-01,Alameda,1477064,1377347,3326,17358
2022-07-02,Alameda,1477419,1377418,1194,16558
2022-07-03,Alameda,1477495,1377461,449,16354
2022-07-04,Alameda,1477524,1377463,63,13761
2022-07-05,Alameda,1478311,1377626,2608,13350
2022-07-06,Alameda,1479031,1377792,2658,13159
2022-07-07,Alameda,1479789,1377928,2610,12908
2022-07-08,Alameda,1480719,1378118,3203,12785
2022-07-09,Alameda,1481124,1378213,1377,12968
2022-07-10,Alameda,1481194,1378256,485,13004
2022-07-11,Alameda,1481778,1378388,2128,15069
2022-07-12,Alameda,1482398,1378531,2547,15008
2022-07-13,Alameda,1482933,1378656,2736,15086
2022-07-14,Alameda,1483503,1378785,2692,15168
2022-07-15,Alameda,1484288,1378972,3562,15527
2022-07-16,Alameda,1484661,1379054,1697,15847
2022-07-17,Alameda,1484712,1379104,629,15991
2022-07-18,Alameda,1485123,1379251,2380,16243
2022-07-19,Alameda,1485762,1379506,2943,16639
2022-07-20,Alameda,1486263,1379815,2764,16667
2022-07-21,Alameda,1486778,1380282,3025,17000
2022-07-22,Alameda,1487370,1380855,3749,17187
2022-07-23,Alameda,1487682,1381334,1956,17446
2022-07-24,Alameda,1487758,1381455,662,17479
2022-07-25,Alameda,1488164,1381880,2282,17381
2022-07-26,Alameda,1488678,1382386,2825,17263
2022-07-27,Alameda,1489078,1382903,2727,17226
2022-07-28,Alameda,1489537,1383614,2835,17036
2022-07-29,Alameda,1490178,1384369,3532,16819
2022-07-30,Alameda,1490398,1384597,1351,16214
2022-07-31,Alameda,1490462,1384650,425,15977
2022-08-01,Alameda,1490822,1384861,1980,15675
2022-08-02,Alameda,1491346,1385235,2450,15300
2022-08-03,Alameda,1491744,1385599,2268,14841
2022-08-04,Alameda,1492195,1386030,2275,14281
2022-08-05,Alameda,1492713,1386557,2724,13473
2022-08-06,Alameda,1492905,1386738,1101,13223
2022-08-07,Alameda,1492960,1386783,337,13135
2022-08-08,Alameda,1493294,1387165,1974,13129
2022-08-09,Alameda,1493695,1387495,2109,12788
2022-08-10,Alameda,1493984,1387787,1586,12106
2022-08-11,Alameda,1494347,1388102,1647,11478
2022-08-12,Alameda,1494801,1388681,2500,11254
2022-08-13,Alameda,1494978,1388899,1061,11214
2022-08-14,Alameda,1495041,1388936,343,11220
2022-08-15,Alameda,1495330,1389187,1532,10778
2022-08-16,Alameda,1495645,1389418,1707,10376
2022-08-17,Alameda,1495937,1389708,1562,10352
2022-08-18,Alameda,1496269,1390014,1551,10256
2022-08-19,Alameda,1496696,1390401,2086,9842
2022-08-20,Alameda,1496869,1390537,751,9532
2022-08-21,Alameda,1496934,1390576,264,9453
2022-08-22,Alameda,1497200,1390778,1238,9159
2022-08-23,Alameda,1497473,1391023,1431,8883
2022-08-24,Alameda,1497701,1391219,1277,8598
2022-08-25,Alameda,1498009,1391518,1336,8383
2022-08-26,Alameda,1498410,1391945,1751,8048
2022-08-27,Alameda,1498531,1392067,612,7909
2022-08-28,Alameda,1498583,1392089,185,7830
2022-08-29,Alameda,1498808,1392273,1046,7638
2022-08-30,Alameda,1499045,1392463,1092,7299
2022-08-31,Alameda,1499239,1392639,971,6993
