date,county,at_least_one_dose,fully_vaccinated,new_doses_administered,weekly_new_doses
2023-01-01,Alameda,1526272,1407904,32,14503
2023-01-02,Alameda,1526372,1407921,767,14329
2023-01-03,Alameda,1526607,1408062,2970,13716
2023-01-04,Alameda,1526777,1408158,2171,12755
2023-01-05,Alameda,1526942,1408230,1981,11538
2023-01-06,Alameda,1527156,1408361,3122,11528
2023-01-07,Alameda,1527270,1408404,1068,12111
2023-01-08,Alameda,1527319,1408412,489,12568
2023-01-09,Alameda,1527513,1408499,2025,13826
2023-01-10,Alameda,1527677,1408608,1813,12669
2023-01-11,Alameda,1527847,1408696,1841,12339
2023-01-12,Alameda,1528008,1408807,1883,12241
2023-01-13,Alameda,1528194,1408955,2442,11561
2023-01-14,Alameda,1528268,1408989,852,11345
2023-01-15,Alameda,1528319,1409004,410,11266
2023-01-16,Alameda,1528381,1409020,615,9856
2023-01-17,Alameda,1528544,1409112,1500,9543
2023-01-18,Alameda,1528663,1409209,1409,9111
2023-01-19,Alameda,1528793,1409289,1342,8570
2023-01-20,Alameda,1528934,1409359,1768,7896
2023-01-21,Alameda,1528989,1409391,547,7591
2023-01-22,Alameda,1529022,1409398,229,7410
2023-01-23,Alameda,1529113,1409462,1123,7918
2023-01-24,Alameda,1529224,1409548,1137,7555
2023-01-25,Alameda,1529341,1409626,1134,7280
2023-01-26,Alameda,1529435,1409686,1037,6975
2023-01-27,Alameda,1529584,1409784,1424,6631
2023-01-28,Alameda,1529632,1409813,448,6532
2023-01-29,Alameda,1529651,1409814,236,6539
2023-01-30,Alameda,1529759,1409875,1036,6452
2023-01-31,Alameda,1529871,1409937,1103,6418
2023-02-01,Alameda,1529968,1410021,1063,6347
2023-02-02,Alameda,1530083,1410081,983,6293
2023-02-03,Alameda,1530218,1410178,1334,6203
2023-02-04,Alameda,1530251,1410192,431,6186
2023-02-05,Alameda,1530273,1410197,177,6127
2023-02-06,Alameda,1530353,1410242,863,5954
2023-02-07,Alameda,1530445,1410322,928,5779
2023-02-08,Alameda,1530535,1410388,925,5641
2023-02-09,Alameda,1530623,1410438,876,5534
2023-02-10,Alameda,1530719,1410507,1163,5363
2023-02-11,Alameda,1530761,1410522,381,5313
2023-02-12,Alameda,1530791,1410528,167,5303
2023-02-13,Alameda,1530892,1410568,865,5305
2023-02-14,Alameda,1530977,1410635,698,5075
2023-02-15,Alameda,1531075,1410720,847,4997
2023-02-16,Alameda,1531150,1410768,735,4856
2023-02-17,Alameda,1531255,1410855,1012,4705
2023-02-18,Alameda,1531278,1410872,345,4669
2023-02-19,Alameda,1531291,1410875,107,4609
2023-02-20,Alameda,1531324,1410887,215,3959
2023-02-21,Alameda,1531421,1410974,793,4054
2023-02-22,Alameda,1531503,1411049,738,3945
2023-02-23,Alameda,1531589,1411098,718,3928
2023-02-24,Alameda,1531685,1411179,881,3797
2023-02-25,Alameda,1531708,1411193,286,3738
2023-02-26,Alameda,1531725,1411198,139,3770
2023-02-27,Alameda,1531794,1411244,602,4157
2023-02-28,Alameda,1531878,1411313,681,4045
2023-03-01,Alameda,1531973,1411368,672,3979
2023-03-02,Alameda,1532039,1411417,631,3892
2023-03-03,Alameda,1532121,1411479,878,3889
2023-03-04,Alameda,1532158,1411492,331,3934
2023-03-05,Alameda,1532168,1411496,104,3899
2023-03-06,Alameda,1532236,1411536,642,3939
2023-03-07,Alameda,1532299,1411591,627,3885
2023-03-08,Alameda,1532388,1411652,680,3893
2023-03-09,Alameda,1532468,1411690,585,3847
2023-03-10,Alameda,1532577,1411764,961,3930
2023-03-11,Alameda,1532592,1411771,218,3817
2023-03-12,Alameda,1532610,1411774,100,3813
2023-03-13,Alameda,1532693,1411806,583,3754
2023-03-14,Alameda,1532770,1411866,576,3703
2023-03-15,Alameda,1532847,1411926,673,3696
2023-03-16,Alameda,1532922,1411976,571,3682
