date,county,at_least_one_dose,fully_vaccinated,new_doses_administered,weekly_new_doses
2020-07-27,Alameda,0,0,0,N
2020-07-28,Alameda,0,0,0,N
2020-07-29,Alameda,0,0,0,N
2020-07-30,Alameda,0,0,0,N
2020-07-31,Alameda,0,0,0,N
2020-08-01,Alameda,0,0,0,N
2020-08-02,Alameda,0,0,0,0
2020-08-03,Alameda,0,0,0,0
2020-08-04,Alameda,0,0,0,0
2020-08-05,Alameda,0,0,0,0
2020-08-06,Alameda,0,0,0,0
2020-08-07,Alameda,0,0,0,0
2020-08-08,Alameda,0,0,0,0
2020-08-09,Alameda,0,0,0,0
2020-08-10,Alameda,4,0,4,4
2020-08-11,Alameda,4,0,0,4
2020-08-12,Alameda,5,0,1,5
2020-08-13,Alameda,7,0,2,7
2020-08-14,Alameda,8,0,1,8
2020-08-15,Alameda,9,0,1,9
2020-08-16,Alameda,9,0,0,9
2020-08-17,Alameda,10,0,1,6
2020-08-18,Alameda,11,0,1,7
2020-08-19,Alameda,15,0,4,10
2020-08-20,Alameda,17,0,2,10
2020-08-21,Alameda,18,0,1,10
2020-08-22,Alameda,18,0,0,9
2020-08-23,Alameda,18,0,0,9
2020-08-24,Alameda,18,0,0,8
2020-08-25,Alameda,22,0,4,11
2020-08-26,Alameda,23,0,1,8
2020-08-27,Alameda,26,0,3,9
2020-08-28,Alameda,27,0,1,9
2020-08-29,Alameda,27,0,0,9
2020-08-30,Alameda,27,0,0,9
2020-08-31,Alameda,28,2,3,12
2020-09-01,Alameda,28,5,3,11
2020-09-02,Alameda,28,8,3,13
2020-09-03,Alameda,30,8,2,12
2020-09-04,Alameda,32,9,3,14
2020-09-05,Alameda,32,9,0,14
2020-09-06,Alameda,32,9,0,14
2020-09-07,Alameda,32,9,0,11
2020-09-08,Alameda,32,10,1,9
2020-09-09,Alameda,33,17,8,14
2020-09-10,Alameda,35,18,3,15
2020-09-11,Alameda,38,18,3,15
2020-09-12,Alameda,38,18,0,15
2020-09-13,Alameda,38,18,0,15
2020-09-14,Alameda,38,18,0,15
2020-09-15,Alameda,39,20,3,17
2020-09-16,Alameda,41,22,4,13
2020-09-17,Alameda,41,24,2,12
2020-09-18,Alameda,41,25,1,10
2020-09-19,Alameda,41,25,0,10
2020-09-20,Alameda,41,25,0,10
2020-09-21,Alameda,41,27,2,12
2020-09-22,Alameda,41,27,0,9
2020-09-23,Alameda,41,29,2,7
2020-09-24,Alameda,41,30,1,6
2020-09-25,Alameda,41,31,1,6
2020-09-26,Alameda,41,31,0,6
2020-09-27,Alameda,41,31,0,6
2020-09-28,Alameda,42,33,2,6
2020-09-29,Alameda,42,33,0,6
2020-09-30,Alameda,42,37,4,8
2020-07-27,Alpine,0,0,0,N
2020-07-28,Alpine,0,0,0,N
2020-07-29,Alpine,0,0,0,N
2020-07-30,Alpine,0,0,0,N
2020-07-31,Alpine,0,0,0,N
2020-08-01,Alpine,0,0,0,N
2020-08-02,Alpine,0,0,0,0
2020-08-03,Alpine,0,0,0,0
2020-08-04,Alpine,0,0,0,0
2020-08-05,Alpine,0,0,0,0
2020-08-06,Alpine,0,0,0,0
2020-08-07,Alpine,0,0,0,0
2020-08-08,Alpine,0,0,0,0
2020-08-09,Alpine,0,0,0,0
2020-08-10,Alpine,0,0,0,0
2020-08-11,Alpine,0,0,0,0
2020-08-12,Alpine,0,0,0,0
2020-08-13,Alpine,0,0,0,0
2020-08-14,Alpine,0,0,0,0
2020-08-15,Alpine,0,0,0,0
2020-08-16,Alpine,0,0,0,0
2020-08-17,Alpine,0,0,0,0
2020-08-18,Alpine,0,0,0,0
2020-08-19,Alpine,0,0,0,0
2020-08-20,Alpine,0,0,0,0
2020-08-21,Alpine,0,0,0,0
2020-08-22,Alpine,0,0,0,0
2020-08-23,Alpine,0,0,0,0
2020-08-24,Alpine,0,0,0,0
2020-08-25,Alpine,0,0,0,0
2020-08-26,Alpine,0,0,0,0
2020-08-27,Alpine,0,0,0,0
2020-08-28,Alpine,0,0,0,0
2020-08-29,Alpine,0,0,0,0
2020-08-30,Alpine,0,0,0,0
2020-08-31,Alpine,0,0,0,0
2020-09-01,Alpine,0,0,0,0
2020-09-02,Alpine,0,0,0,0
2020-09-03,Alpine,0,0,0,0
2020-09-04,Alpine,0,0,0,0
2020-09-05,Alpine,0,0,0,0
2020-09-06,Alpine,0,0,0,0
2020-09-07,Alpine,0,0,0,0
2020-09-08,Alpine,0,0,0,0
2020-09-09,Alpine,0,0,0,0
