date,county,at_least_one_dose,fully_vaccinated,new_doses_administered
2021-03-10,Riverside,438982,240612,16671
2021-03-10,Sacramento,307383,157100,12091
2021-03-10,San Benito,11233,4972,446
2021-03-10,San Bernardino,329173,190780,14526
2021-03-10,San Diego,798574,475578,25623
2021-03-10,San Francisco,244727,124729,12058
2021-03-10,San Joaquin,127753,59181,5085
2021-03-10,San Luis Obispo,62948,35068,3254
2021-03-10,San Mateo,214318,102974,7409
2021-03-10,Santa Barbara,86490,47423,2868
2021-03-10,Santa Clara,429412,227626,16481
2021-03-10,Santa Cruz,73069,40243,4233
2021-03-10,Shasta,32533,21121,800
2021-03-10,Sierra,959,508,6
2021-03-10,Siskiyou,9428,5637,296
2021-03-10,Solano,104084,48165,2524
2021-03-10,Sonoma,145264,74975,6246
2021-03-10,Stanislaus,93848,44504,5160
2021-03-10,Sutter,19232,9690,1617
2021-03-10,Tehama,8555,6124,387
2021-03-10,Trinity,2321,944,123
2021-03-10,Tulare,79366,31017,3042
2021-03-10,Tuolumne,13473,7266,106
2021-03-10,Ventura,205183,91322,7149
2021-03-10,Yolo,54822,27619,2297
2021-03-10,Yuba,9765,4854,757
2021-03-09,Alameda,414170,181083,15022
2021-03-09,Alpine,403,245,0
2021-03-09,Amador,9683,4111,388
2021-03-09,Butte,44290,30370,1965
2021-03-09,Calaveras,10018,5024,391
2021-03-09,Colusa,3671,1777,300
2021-03-09,Contra Costa,297292,157212,11649
2021-03-09,Del Norte,4097,2019,197
2021-03-09,El Dorado,44273,23787,1044
2021-03-09,Fresno,191931,75005,8798
2021-03-09,Glenn,4750,2702,89
2021-03-09,Humboldt,29550,18138,525
2021-03-09,Imperial,30337,13129,846
2021-03-09,Inyo,4655,2339,193
2021-03-09,Kern,126305,60956,3898
2021-03-09,Kings,19462,7473,726
2021-03-09,Lake,13648,7587,926
2021-03-09,Lassen,2872,1880,131
2021-03-09,Los Angeles,2039687,1093981,84119
2021-03-09,Madera,26018,10771,651
2021-03-09,Marin,85856,39403,2343
2021-03-09,Mariposa,3458,1018,48
2021-03-09,Mendocino,29839,12837,929
2021-03-09,Merced,41309,17074,1921
2021-03-09,Modoc,1985,1352,126
2021-03-09,Mono,5331,3610,8
2021-03-09,Monterey,77398,35230,2140
2021-03-09,Napa,43412,22904,1727
2021-03-09,Nevada,24601,12245,857
2021-03-09,Orange,652066,394120,22663
2021-03-09,Placer,97146,57114,3237
2021-03-09,Plumas,4021,1507,133
2021-03-09,Riverside,431564,230400,15292
2021-03-09,Sacramento,299968,152103,10042
2021-03-09,San Benito,10877,4782,460
2021-03-09,San Bernardino,322175,182735,13340
2021-03-09,San Diego,785661,460171,25945
2021-03-09,San Francisco,236783,120023,9135
2021-03-09,San Joaquin,124154,57596,4451
2021-03-09,San Luis Obispo,60818,33644,3105
2021-03-09,San Mateo,209150,100459,5615
2021-03-09,Santa Barbara,84337,45642,2932
2021-03-09,Santa Clara,420604,217822,15775
2021-03-09,Santa Cruz,70941,37993,1838
2021-03-09,Shasta,32183,20468,1263
2021-03-09,Sierra,955,506,56
2021-03-09,Siskiyou,9374,5367,248
2021-03-09,Solano,102698,46951,3337
2021-03-09,Sonoma,142465,71199,5797
2021-03-09,Stanislaus,90304,42699,2718
2021-03-09,Sutter,18636,8611,409
2021-03-09,Tehama,8456,5815,414
2021-03-09,Trinity,2280,859,101
2021-03-09,Tulare,76575,30593,3368
2021-03-09,Tuolumne,13410,7214,878
2021-03-09,Ventura,200342,88791,6999
2021-03-09,Yolo,53533,26328,1611
2021-03-09,Yuba,9486,4348,189
2021-03-08,Alameda,405625,174194,12274
2021-03-08,Alpine,403,245,31
2021-03-08,Amador,9400,4016,161
2021-03-08,Butte,42750,29847,1305
2021-03-08,Calaveras,9973,4691,196
2021-03-08,Colusa,3554,1571,134
2021-03-08,Contra Costa,290872,151673,8707
2021-03-08,Del Norte,3908,2008,29
2021-03-08,El Dorado,43589,23373,1408
2021-03-08,Fresno,186896,70967,5453
2021-03-08,Glenn,4691,2668,21
2021-03-08,Humboldt,29147,17864,299
2021-03-08,Imperial,29573,12789,544
2021-03-08,Inyo,4580,2221,174
2021-03-08,Kern,123457,59454,3006
2021-03-08,Kings,18796,7348,390
2021-03-08,Lake,13221,7070,351
2021-03-08,Lassen,2772,1830,87
2021-03-08,Los Angeles,1983182,1063158,56283
2021-03-08,Madera,25545,10543,622
2021-03-08,Marin,84142,38653,1941
2021-03-08,Mariposa,3433,987,44
2021-03-08,Mendocino,28982,12726,146
2021-03-08,Merced,40105,16274,1636
2021-03-08,Modoc,1915,1287,8
2021-03-08,Mono,5325,3605,531
2021-03-08,Monterey,75513,34674,1781
2021-03-08,Napa,42099,22444,749
2021-03-08,Nevada,24068,11868,937
2021-03-08,Orange,636177,384705,19309
2021-03-08,Placer,95200,55739,2981
2021-03-08,Plumas,3989,1392,34
2021-03-08,Riverside,425009,221134,12407
2021-03-08,Sacramento,293984,147769,9467
2021-03-08,San Benito,10638,4476,308
2021-03-08,San Bernardino,316590,174744,8336
2021-03-08,San Diego,773306,444521,23214
2021-03-08,San Francisco,229809,117415,8938
2021-03-08,San Joaquin,121245,55994,3466
2021-03-08,San Luis Obispo,58930,32105,2810
2021-03-08,San Mateo,204961,98744,4719
2021-03-08,Santa Barbara,82745,43482,1673
2021-03-08,Santa Clara,412256,209040,13430
2021-03-08,Santa Cruz,70061,36875,1102
2021-03-08,Shasta,31330,19870,591
2021-03-08,Sierra,945,460,1
2021-03-08,Siskiyou,9278,5160,431
2021-03-08,Solano,100246,46012,2242
2021-03-08,Sonoma,139487,68128,4217
2021-03-08,Stanislaus,88571,41650,2045
2021-03-08,Sutter,18427,8399,237
2021-03-08,Tehama,8084,5751,70
2021-03-08,Trinity,2184,852,5
2021-03-08,Tulare,73508,30115,1783
2021-03-08,Tuolumne,13331,6417,211
2021-03-08,Ventura,196200,85729,6930
2021-03-08,Yolo,52491,25700,1371
2021-03-08,Yuba,9376,4248,175
2021-03-07,Alameda,396201,170988,10111
2021-03-07,Alpine,374,243,0
2021-03-07,Amador,9304,3952,109
2021-03-07,Butte,41540,29671,78
2021-03-07,Calaveras,9822,4641,148
2021-03-07,Colusa,3465,1489,9
2021-03-07,Contra Costa,284688,148818,4316
2021-03-07,Del Norte,3900,1986,0
2021-03-07,El Dorado,42609,22871,908
2021-03-07,Fresno,182623,69631,1600
2021-03-07,Glenn,4671,2665,5
2021-03-07,Humboldt,28869,17750,415
2021-03-07,Imperial,29105,12669,194
2021-03-07,Inyo,4499,2128,6
2021-03-07,Kern,121623,58025,2136
2021-03-07,Kings,18474,7226,470
2021-03-07,Lake,12902,7021,8
2021-03-07,Lassen,2689,1744,57
2021-03-07,Los Angeles,1938892,1049152,29697
2021-03-07,Madera,25169,10229,171
2021-03-07,Marin,82594,38132,1487
2021-03-07,Mariposa,3408,957,2
2021-03-07,Mendocino,28864,12650,537
2021-03-07,Merced,38660,16018,360
2021-03-07,Modoc,1909,1281,8
2021-03-07,Mono,4801,3596,1
2021-03-07,Monterey,73922,34052,663
2021-03-07,Napa,41490,22252,563
2021-03-07,Nevada,23609,11338,247
2021-03-07,Orange,622550,377531,17165
2021-03-07,Placer,93409,54436,1438
2021-03-07,Plumas,3959,1363,16
2021-03-07,Riverside,419039,214267,4603
2021-03-07,Sacramento,287654,144392,8478
2021-03-07,San Benito,10413,4341,648
2021-03-07,San Bernardino,312727,170088,1881
2021-03-07,San Diego,760520,432823,18390
2021-03-07,San Francisco,222708,115334,6144
2021-03-07,San Joaquin,118904,54766,1604
2021-03-07,San Luis Obispo,57027,30868,284
2021-03-07,San Mateo,201339,97419,3777
2021-03-07,Santa Barbara,81542,42649,756
2021-03-07,Santa Clara,403157,204120,7344
2021-03-07,Santa Cruz,69276,36422,1415
2021-03-07,Shasta,31028,19441,109
2021-03-07,Sierra,944,460,0
2021-03-07,Siskiyou,9175,4800,13
2021-03-07,Solano,98331,45418,3712
2021-03-07,Sonoma,136849,66358,1871
2021-03-07,Stanislaus,87170,40938,1073
2021-03-07,Sutter,18246,8330,66
2021-03-07,Tehama,8040,5709,9
2021-03-07,Trinity,2181,849,5
2021-03-07,Tulare,71895,29772,1184
2021-03-07,Tuolumne,13175,6354,65
2021-03-07,Ventura,191360,83475,1793
2021-03-07,Yolo,51552,25222,969
2021-03-07,Yuba,9252,4182,62
2021-03-06,Alameda,388832,168044,15078
2021-03-06,Alpine,374,243,0
2021-03-06,Amador,9263,3885,104
2021-03-06,Butte,41468,29641,262
2021-03-06,Calaveras,9741,4568,165
2021-03-06,Colusa,3458,1487,269
2021-03-06,Contra Costa,281082,147916,7846
2021-03-06,Del Norte,3900,1986,468
2021-03-06,El Dorado,42303,22235,767
2021-03-06,Fresno,181220,69350,7230
2021-03-06,Glenn,4668,2664,32
2021-03-06,Humboldt,28679,17491,1832
2021-03-06,Imperial,28965,12608,887
2021-03-06,Inyo,4495,2126,22
2021-03-06,Kern,119638,57802,4847
2021-03-06,Kings,18008,7215,535
2021-03-06,Lake,12896,7018,34
2021-03-06,Lassen,2632,1688,56
2021-03-06,Los Angeles,1915133,1041586,69810
2021-03-06,Madera,25028,10172,848
2021-03-06,Marin,81507,37678,3311
2021-03-06,Mariposa,3408,955,20
2021-03-06,Mendocino,28704,12253,253
2021-03-06,Merced,38311,15973,1228
2021-03-06,Modoc,1901,1275,11
2021-03-06,Mono,4801,3595,503
2021-03-06,Monterey,73322,33669,5361
2021-03-06,Napa,41052,22087,692
2021-03-06,Nevada,23501,11171,412
2021-03-06,Orange,611762,370267,26163
2021-03-06,Placer,92779,53574,2540
2021-03-06,Plumas,3946,1351,25
2021-03-06,Riverside,416462,211789,10063
2021-03-06,Sacramento,283738,139701,8585
2021-03-06,San Benito,9776,4299,215
2021-03-06,San Bernardino,311459,169330,9912
2021-03-06,San Diego,752538,421478,23405
2021-03-06,San Francisco,219088,112626,7646
2021-03-06,San Joaquin,117600,54395,3459
2021-03-06,San Luis Obispo,56794,30701,880
2021-03-06,San Mateo,199004,95822,8201
2021-03-06,Santa Barbara,80856,42331,2562
2021-03-06,Santa Clara,397046,202515,9763
2021-03-06,Santa Cruz,68606,35582,3734
2021-03-06,Shasta,30949,19372,2779
2021-03-06,Sierra,944,460,0
2021-03-06,Siskiyou,9164,4789,46
2021-03-06,Solano,96327,43699,3962
2021-03-06,Sonoma,136332,64917,2849
2021-03-06,Stanislaus,86272,40684,3365
2021-03-06,Sutter,18201,8309,1042
2021-03-06,Tehama,8036,5704,359
2021-03-06,Trinity,2177,847,197
2021-03-06,Tulare,70746,29706,3128
2021-03-06,Tuolumne,13122,6327,1074
2021-03-06,Ventura,189903,82995,7841
2021-03-06,Yolo,50725,25053,1537
2021-03-06,Yuba,9207,4163,479
2021-03-05,Alameda,378691,162900,16735
2021-03-05,Alpine,374,243,24
2021-03-05,Amador,9207,3839,533
2021-03-05,Butte,41249,29575,1422
2021-03-05,Calaveras,9620,4521,482
2021-03-05,Colusa,3420,1256,117
2021-03-05,Contra Costa,275647,145207,12097
2021-03-05,Del Norte,3740,1689,131
2021-03-05,El Dorado,41874,21865,1667
2021-03-05,Fresno,174925,68310,9760
2021-03-05,Glenn,4658,2641,361
2021-03-05,Humboldt,27833,16457,983
2021-03-05,Imperial,28183,12502,3595
2021-03-05,Inyo,4474,2125,146
2021-03-05,Kern,116004,56486,6907
2021-03-05,Kings,17495,7180,1235
2021-03-05,Lake,12873,7006,1052
2021-03-05,Lassen,2604,1637,41
2021-03-05,Los Angeles,1868765,1016459,94262
2021-03-05,Madera,24483,9836,1398
2021-03-05,Marin,78750,37062,3231
2021-03-05,Mariposa,3398,944,91
2021-03-05,Mendocino,28470,12202,494
2021-03-05,Merced,37350,15687,2449
2021-03-05,Modoc,1890,1265,2
2021-03-05,Mono,4304,3588,45
2021-03-05,Monterey,68623,32680,3894
2021-03-05,Napa,40464,21953,1968
2021-03-05,Nevada,23316,10917,1313
2021-03-05,Orange,597051,357965,24942
2021-03-05,Placer,91728,51989,3072
2021-03-05,Plumas,3933,1330,400
2021-03-05,Riverside,411054,206644,19698
2021-03-05,Sacramento,279420,135333,11222
2021-03-05,San Benito,9605,4242,623
2021-03-05,San Bernardino,306657,164002,15090
2021-03-05,San Diego,741003,408450,29283
2021-03-05,San Francisco,214207,109635,10295
2021-03-05,San Joaquin,114682,53754,4993
2021-03-05,San Luis Obispo,56055,30459,2436
2021-03-05,San Mateo,192842,93625,9810
2021-03-05,Santa Barbara,78890,41505,4129
2021-03-05,Santa Clara,389327,200025,18705
2021-03-05,Santa Cruz,66579,33772,2702
2021-03-05,Shasta,30153,17349,1938
2021-03-05,Sierra,944,460,12
2021-03-05,Siskiyou,9129,4771,366
2021-03-05,Solano,93627,42407,5182
2021-03-05,Sonoma,134260,64012,6741
2021-03-05,Stanislaus,83707,39805,4074
2021-03-05,Sutter,17321,8143,359
2021-03-05,Tehama,7944,5436,458
2021-03-05,Trinity,2152,674,388
2021-03-05,Tulare,67827,29442,3641
2021-03-05,Tuolumne,12913,5472,100
2021-03-05,Ventura,184384,80522,10253
2021-03-05,Yolo,49824,24387,2578
2021-03-05,Yuba,8834,4053,340
2021-03-04,Alameda,367503,157380,17997
2021-03-04,Alpine,357,236,9
2021-03-04,Amador,8969,3549,514
2021-03-04,Butte,40488,28916,3275
2021-03-04,Calaveras,9469,4197,779
2021-03-04,Colusa,3363,1187,152
2021-03-04,Contra Costa,268689,140059,12630
2021-03-04,Del Norte,3659,1639,124
2021-03-04,El Dorado,40772,21301,2584
2021-03-04,Fresno,166545,67054,10723
2021-03-04,Glenn,4623,2315,548
2021-03-04,Humboldt,27421,15877,965
2021-03-04,Imperial,26043,11042,904
2021-03-04,Inyo,4434,2019,128
2021-03-04,Kern,111733,53872,5895
2021-03-04,Kings,16484,6942,859
2021-03-04,Lake,12692,6139,586
2021-03-04,Lassen,2573,1603,144
2021-03-04,Los Angeles,1806743,984439,95617
2021-03-04,Madera,23365,9543,1230
2021-03-04,Marin,76863,35706,3525
2021-03-04,Mariposa,3344,904,54
2021-03-04,Mendocino,28082,12088,1892
2021-03-04,Merced,35501,15106,3251
2021-03-04,Modoc,1889,1264,173
2021-03-04,Mono,4289,3558,7
2021-03-04,Monterey,65174,31928,4865
2021-03-04,Napa,38934,21513,1776
2021-03-04,Nevada,22883,10022,1205
2021-03-04,Orange,582113,347951,25470
2021-03-04,Placer,89883,50748,3764
2021-03-04,Plumas,3542,1316,252
2021-03-04,Riverside,401333,196633,19556
2021-03-04,Sacramento,272122,131408,14247
2021-03-04,San Benito,9197,4017,640
2021-03-04,San Bernardino,299499,156089,14454
2021-03-04,San Diego,726549,392911,28669
2021-03-04,San Francisco,207931,105633,9960
2021-03-04,San Joaquin,111337,52194,6163
2021-03-04,San Luis Obispo,54567,29382,2312
2021-03-04,San Mateo,186073,90605,9183
2021-03-04,Santa Barbara,75492,40690,3634
2021-03-04,Santa Clara,379116,191419,20490
2021-03-04,Santa Cruz,65459,32176,2986
2021-03-04,Shasta,29369,16169,3110
2021-03-04,Sierra,934,458,106
2021-03-04,Siskiyou,9001,4524,842
2021-03-04,Solano,89531,41320,4562
2021-03-04,Sonoma,131457,60083,6206
2021-03-04,Stanislaus,80818,38651,5354
2021-03-04,Sutter,17099,8006,1267
2021-03-04,Tehama,7722,5203,789
2021-03-04,Trinity,2030,411,24
2021-03-04,Tulare,64722,28893,3094
2021-03-04,Tuolumne,12853,5432,1196
2021-03-04,Ventura,177250,77409,8480
2021-03-04,Yolo,48295,23327,3123
2021-03-04,Yuba,8567,3979,501
2021-03-03,Alameda,356263,150656,16339
2021-03-03,Alpine,348,236,27
2021-03-03,Amador,8574,3435,265
2021-03-03,Butte,39848,26287,2942
2021-03-03,Calaveras,9108,3796,591
2021-03-03,Colusa,3283,1115,263
2021-03-03,Contra Costa,262140,134005,11993
2021-03-03,Del Norte,3566,1609,183
2021-03-03,El Dorado,39578,19915,1822
2021-03-03,Fresno,157646,65257,7246
2021-03-03,Glenn,4258,2132,219
2021-03-03,Humboldt,27113,15219,1809
2021-03-03,Imperial,25445,10732,1065
2021-03-03,Inyo,4388,1938,86
2021-03-03,Kern,107938,51786,6177
2021-03-03,Kings,15770,6799,790
2021-03-03,Lake,12123,6123,375
2021-03-03,Lassen,2480,1553,132
2021-03-03,Los Angeles,1747109,948703,90251
2021-03-03,Madera,22406,9274,1381
2021-03-03,Marin,74479,34569,4555
2021-03-03,Mariposa,3322,872,74
2021-03-03,Mendocino,26421,11857,2058
2021-03-03,Merced,33637,13748,2553
2021-03-03,Modoc,1744,1236,14
2021-03-03,Mono,4286,3554,114
2021-03-03,Monterey,62021,30223,3419
2021-03-03,Napa,37411,21262,1620
2021-03-03,Nevada,22390,9316,1096
2021-03-03,Orange,569156,335487,22649
2021-03-03,Placer,87952,48931,3556
2021-03-03,Plumas,3312,1294,186
2021-03-03,Riverside,392038,186402,17909
2021-03-03,Sacramento,264323,124988,11679
2021-03-03,San Benito,8753,3812,436
2021-03-03,San Bernardino,293274,147885,13780
2021-03-03,San Diego,712751,377118,34410
2021-03-03,San Francisco,202360,101261,12225
2021-03-03,San Joaquin,107358,50071,6273
2021-03-03,San Luis Obispo,53314,28327,2449
2021-03-03,San Mateo,182080,85440,9051
2021-03-03,Santa Barbara,72473,40082,4855
2021-03-03,Santa Clara,367390,182753,20728
2021-03-03,Santa Cruz,63529,31128,2308
2021-03-03,Shasta,28000,14433,706
2021-03-03,Sierra,877,409,0
2021-03-03,Siskiyou,8361,4322,358
2021-03-03,Solano,86280,40007,2375
2021-03-03,Sonoma,128790,56568,5285
2021-03-03,Stanislaus,76920,37247,3682
2021-03-03,Sutter,16163,7682,1468
2021-03-03,Tehama,7480,4660,208
2021-03-03,Trinity,2025,392,6
2021-03-03,Tulare,62013,28512,4173
2021-03-03,Tuolumne,11733,5358,110
2021-03-03,Ventura,171578,74613,9007
2021-03-03,Yolo,46674,21827,1950
2021-03-03,Yuba,8223,3822,667
2021-03-02,Alameda,345173,145429,15682
2021-03-02,Alpine,332,225,0
2021-03-02,Amador,8400,3346,414
2021-03-02,Butte,39326,23870,1841
2021-03-02,Calaveras,8881,3451,301
2021-03-02,Colusa,3091,1043,58
2021-03-02,Contra Costa,255361,128816,11395
2021-03-02,Del Norte,3426,1566,233
2021-03-02,El Dorado,38353,19323,1001
2021-03-02,Fresno,151468,64201,10108
2021-03-02,Glenn,4139,2034,40
2021-03-02,Humboldt,25871,14657,320
2021-03-02,Imperial,24807,10305,865
2021-03-02,Inyo,4347,1893,199
2021-03-02,Kern,103945,49618,4651
2021-03-02,Kings,15225,6554,607
2021-03-02,Lake,11977,5894,770
2021-03-02,Lassen,2397,1504,99
2021-03-02,Los Angeles,1690774,915002,82750
2021-03-02,Madera,21446,8857,783
2021-03-02,Marin,71530,32967,2752
2021-03-02,Mariposa,3259,861,20
2021-03-02,Mendocino,25035,11189,87
2021-03-02,Merced,32182,12680,1925
2021-03-02,Modoc,1742,1224,200
2021-03-02,Mono,4178,3549,10
2021-03-02,Monterey,60626,28201,3082
2021-03-02,Napa,35994,21061,1578
2021-03-02,Nevada,21831,8783,832
2021-03-02,Orange,556998,325059,22839
2021-03-02,Placer,86043,47298,3084
2021-03-02,Plumas,3149,1271,20
2021-03-02,Riverside,384247,176323,16430
2021-03-02,Sacramento,257369,120279,9957
2021-03-02,San Benito,8504,3627,315
2021-03-02,San Bernardino,286815,140582,14569
2021-03-02,San Diego,697623,357091,26821
2021-03-02,San Francisco,195762,95653,11958
2021-03-02,San Joaquin,102905,48341,4788
2021-03-02,San Luis Obispo,52408,26787,3145
2021-03-02,San Mateo,178307,80173,6705
2021-03-02,Santa Barbara,68261,39445,2809
2021-03-02,Santa Clara,354598,174864,18855
2021-03-02,Santa Cruz,62333,30016,1574
2021-03-02,Shasta,27751,13976,1029
2021-03-02,Sierra,877,409,58
2021-03-02,Siskiyou,8203,4123,208
2021-03-02,Solano,84842,39082,2665
2021-03-02,Sonoma,126414,53672,4756
2021-03-02,Stanislaus,74091,36428,2500
2021-03-02,Sutter,15498,6887,366
2021-03-02,Tehama,7418,4514,191
2021-03-02,Trinity,2020,391,10
2021-03-02,Tulare,59833,26529,2936
2021-03-02,Tuolumne,11669,5315,727
2021-03-02,Ventura,165266,71924,8043
2021-03-02,Yolo,45796,20756,1621
2021-03-02,Yuba,8018,3361,186
2021-03-01,Alameda,335002,139937,14585
2021-03-01,Alpine,332,225,36
2021-03-01,Amador,8056,3278,219
2021-03-01,Butte,39009,22349,1745
2021-03-01,Calaveras,8647,3389,280
2021-03-01,Colusa,3064,1013,48
2021-03-01,Contra Costa,249278,123517,9267
2021-03-01,Del Norte,3226,1532,31
2021-03-01,El Dorado,37833,18845,1222
2021-03-01,Fresno,142821,62772,5330
2021-03-01,Glenn,4117,2016,30
2021-03-01,Humboldt,25702,14506,288
2021-03-01,Imperial,24319,9925,675
2021-03-01,Inyo,4234,1807,17
2021-03-01,Kern,100922,48008,4141
2021-03-01,Kings,14698,6475,314
2021-03-01,Lake,11691,5410,620
2021-03-01,Lassen,2317,1485,31
2021-03-01,Los Angeles,1639634,883625,61700
2021-03-01,Madera,20785,8738,392
2021-03-01,Marin,69716,32034,2788
2021-03-01,Mariposa,3249,852,88
2021-03-01,Mendocino,24992,11145,613
2021-03-01,Merced,30779,12165,1205
2021-03-01,Modoc,1717,1050,8
2021-03-01,Mono,4170,3547,5
2021-03-01,Monterey,58532,27220,1458
2021-03-01,Napa,34787,20690,1219
2021-03-01,Nevada,21287,8495,913
2021-03-01,Orange,546809,312453,20479
2021-03-01,Placer,84071,46192,3348
2021-03-01,Plumas,3136,1264,33
2021-03-01,Riverside,374716,169434,15179
2021-03-01,Sacramento,251448,116255,9074
2021-03-01,San Benito,8271,3544,249
2021-03-01,San Bernardino,280093,132764,8972
2021-03-01,San Diego,683858,343337,25404
2021-03-01,San Francisco,189099,90376,12309
2021-03-01,San Joaquin,99930,46587,4724
2021-03-01,San Luis Obispo,50464,25589,3097
2021-03-01,San Mateo,174567,77233,6318
2021-03-01,Santa Barbara,65983,38925,1810
2021-03-01,Santa Clara,342588,168069,15655
2021-03-01,Santa Cruz,61476,29294,1914
2021-03-01,Shasta,27425,13275,643
2021-03-01,Sierra,839,389,0
2021-03-01,Siskiyou,8131,3987,305
2021-03-01,Solano,83465,37799,2903
2021-03-01,Sonoma,123727,51614,4383
2021-03-01,Stanislaus,72387,35663,3242
2021-03-01,Sutter,15322,6697,279
2021-03-01,Tehama,7379,4362,76
2021-03-01,Trinity,2018,383,11
2021-03-01,Tulare,57114,26315,1880
2021-03-01,Tuolumne,11551,4717,133
2021-03-01,Ventura,159654,69510,7514
2021-03-01,Yolo,44771,20162,1192
2021-03-01,Yuba,7926,3267,173
2021-02-28,Alameda,326101,134261,10521
2021-02-28,Alpine,307,216,1
2021-02-28,Amador,7921,3195,124
2021-02-28,Butte,38625,20987,157
2021-02-28,Calaveras,8479,3292,101
2021-02-28,Colusa,3035,994,30
2021-02-28,Contra Costa,243520,120011,4604
2021-02-28,Del Norte,3220,1508,4
2021-02-28,El Dorado,37145,18311,1006
2021-02-28,Fresno,138968,61316,1726
2021-02-28,Glenn,4104,1999,6
2021-02-28,Humboldt,25499,14423,138
2021-02-28,Imperial,23752,9817,133
2021-02-28,Inyo,4219,1805,3
2021-02-28,Kern,98142,46656,977
2021-02-28,Kings,14464,6395,1253
2021-02-28,Lake,11237,5244,17
2021-02-28,Lassen,2306,1466,3
2021-02-28,Los Angeles,1602981,858729,29062
2021-02-28,Madera,20582,8551,197
2021-02-28,Marin,67850,31121,1717
2021-02-28,Mariposa,3232,782,3
2021-02-28,Mendocino,24428,11098,41
2021-02-28,Merced,29956,11792,339
2021-02-28,Modoc,1715,1044,0
2021-02-28,Mono,4166,3546,1
2021-02-28,Monterey,57680,26618,1658
2021-02-28,Napa,33860,20398,742
2021-02-28,Nevada,20879,7995,378
2021-02-28,Orange,538693,300152,20513
2021-02-28,Placer,82372,44550,1670
2021-02-28,Plumas,3117,1251,8
2021-02-28,Riverside,365768,163244,5288
2021-02-28,Sacramento,246522,112134,7113
2021-02-28,San Benito,8100,3465,268
2021-02-28,San Bernardino,276036,127855,1963
2021-02-28,San Diego,668287,333299,15320
2021-02-28,San Francisco,183155,84017,8571
2021-02-28,San Joaquin,97395,44490,3252
2021-02-28,San Luis Obispo,48337,24624,611
2021-02-28,San Mateo,171449,74035,4643
2021-02-28,Santa Barbara,64755,38349,1183
2021-02-28,Santa Clara,332889,162138,5742
2021-02-28,Santa Cruz,60790,28068,1340
2021-02-28,Shasta,27113,12947,164
2021-02-28,Sierra,839,389,0
2021-02-28,Siskiyou,8076,3736,4
2021-02-28,Solano,81275,37092,1983
2021-02-28,Sonoma,121472,49502,2620
2021-02-28,Stanislaus,70670,34203,857
2021-02-28,Sutter,15154,6586,99
2021-02-28,Tehama,7346,4319,20
2021-02-28,Trinity,2013,377,1
2021-02-28,Tulare,55462,26092,1376
2021-02-28,Tuolumne,11464,4672,59
2021-02-28,Ventura,154671,66981,2673
2021-02-28,Yolo,44064,19681,1903
2021-02-28,Yuba,7837,3184,79
2021-02-27,Alameda,319424,130431,15716
2021-02-27,Alpine,307,215,0
2021-02-27,Amador,7861,3131,328
2021-02-27,Butte,38480,20977,250
2021-02-27,Calaveras,8385,3285,218
2021-02-27,Colusa,3015,984,59
2021-02-27,Contra Costa,239679,119251,7357
2021-02-27,Del Norte,3216,1508,154
2021-02-27,El Dorado,36621,17828,1803
2021-02-27,Fresno,137361,61208,7566
2021-02-27,Glenn,4101,1997,15
2021-02-27,Humboldt,25377,14410,1837
2021-02-27,Imperial,23648,9788,1150
2021-02-27,Inyo,4218,1803,16
2021-02-27,Kern,97423,46401,4148
2021-02-27,Kings,13745,5863,1584
2021-02-27,Lake,11227,5237,410
2021-02-27,Lassen,2306,1463,7
2021-02-27,Los Angeles,1583166,849584,65176
2021-02-27,Madera,20392,8546,1025
2021-02-27,Marin,66516,30744,2779
2021-02-27,Mariposa,3231,781,180
2021-02-27,Mendocino,24402,11083,203
2021-02-27,Merced,29687,11727,2719
2021-02-27,Modoc,1715,1044,2
2021-02-27,Mono,4165,3545,135
2021-02-27,Monterey,56537,26104,1146
2021-02-27,Napa,33237,20280,1200
2021-02-27,Nevada,20724,7772,496
2021-02-27,Orange,533449,284976,26980
2021-02-27,Placer,81592,43664,3010
2021-02-27,Plumas,3113,1247,44
2021-02-27,Riverside,363175,160550,12909
2021-02-27,Sacramento,243259,108288,11625
2021-02-27,San Benito,7853,3447,115
2021-02-27,San Bernardino,274811,127131,7025
2021-02-27,San Diego,658710,327439,21213
2021-02-27,San Francisco,179020,79584,10155
2021-02-27,San Joaquin,95286,43415,5753
2021-02-27,San Luis Obispo,48159,24195,630
2021-02-27,San Mateo,168681,72170,7274
2021-02-27,Santa Barbara,63781,38141,1764
2021-02-27,Santa Clara,330107,159190,8836
2021-02-27,Santa Cruz,60283,27238,2687
2021-02-27,Shasta,26974,12922,856
2021-02-27,Sierra,839,389,0
2021-02-27,Siskiyou,8074,3734,32
2021-02-27,Solano,79640,36745,4090
2021-02-27,Sonoma,120720,47646,4449
2021-02-27,Stanislaus,69892,34144,2180
2021-02-27,Sutter,15076,6565,926
2021-02-27,Tehama,7329,4316,335
2021-02-27,Trinity,2012,377,13
2021-02-27,Tulare,54112,26071,3183
2021-02-27,Tuolumne,11410,4668,979
2021-02-27,Ventura,152495,66487,11047
2021-02-27,Yolo,43330,18514,1795
2021-02-27,Yuba,7780,3163,477
2021-02-26,Alameda,309775,124388,19253
2021-02-26,Alpine,307,215,29
2021-02-26,Amador,7753,2917,653
2021-02-26,Butte,38284,20928,984
2021-02-26,Calaveras,8195,3258,812
