date,county,at_least_one_dose,fully_vaccinated,new_doses_administered
2021-01-24,Colusa,664,54,0
2021-01-24,Contra Costa,82648,15935,1662
2021-01-24,Del Norte,1038,224,1
2021-01-24,El Dorado,13422,2250,136
2021-01-24,Fresno,52954,9015,569
2021-01-24,Glenn,1389,333,1
2021-01-24,Humboldt,9695,1712,229
2021-01-24,Imperial,7688,857,31
2021-01-24,Inyo,1503,597,0
2021-01-24,Kern,31719,4286,149
2021-01-24,Kings,4469,848,5
2021-01-24,Lake,3561,614,5
2021-01-24,Lassen,1320,159,1
2021-01-24,Los Angeles,598619,117118,15864
2021-01-24,Madera,6479,685,97
2021-01-24,Marin,21776,4118,623
2021-01-24,Mariposa,806,190,2
2021-01-24,Mendocino,9377,976,5
2021-01-24,Merced,8293,1316,40
2021-01-24,Modoc,758,111,0
2021-01-24,Mono,1961,311,1
2021-01-24,Monterey,16827,3805,67
2021-01-24,Napa,16146,3185,266
2021-01-24,Nevada,5400,779,124
2021-01-24,Orange,194495,38041,10085
2021-01-24,Placer,29741,6015,539
2021-01-24,Plumas,1176,209,2
2021-01-24,Riverside,103924,18560,3106
2021-01-24,Sacramento,75977,17600,1776
2021-01-24,San Benito,2885,580,28
2021-01-24,San Bernardino,92057,20987,1219
2021-01-24,San Diego,236453,46631,11878
2021-01-24,San Francisco,53473,11361,2465
2021-01-24,San Joaquin,29547,7236,410
2021-01-24,San Luis Obispo,19199,4104,448
2021-01-24,San Mateo,51150,11362,1502
2021-01-24,Santa Barbara,28533,4537,852
2021-01-24,Santa Clara,122649,26244,2872
2021-01-24,Santa Cruz,17541,3227,248
2021-01-24,Shasta,9606,1683,26
2021-01-24,Sierra,325,23,0
2021-01-24,Siskiyou,3058,460,0
2021-01-24,Solano,30111,6154,463
2021-01-24,Sonoma,30817,7224,859
2021-01-24,Stanislaus,25974,4494,345
2021-01-24,Sutter,5017,701,18
2021-01-24,Tehama,2985,357,2
2021-01-24,Trinity,303,98,0
2021-01-24,Tulare,20277,3042,32
2021-01-24,Tuolumne,3869,866,523
2021-01-24,Ventura,46078,11131,460
2021-01-24,Yolo,12607,2922,221
2021-01-24,Yuba,2483,349,9
2021-01-23,Alameda,90933,18319,3331
2021-01-23,Alpine,206,9,1
2021-01-23,Amador,2084,494,62
2021-01-23,Butte,14951,3210,127
2021-01-23,Calaveras,2632,549,23
2021-01-23,Colusa,664,54,36
2021-01-23,Contra Costa,81139,15777,2165
2021-01-23,Del Norte,1037,224,2
2021-01-23,El Dorado,13306,2230,872
2021-01-23,Fresno,52603,8800,3069
2021-01-23,Glenn,1388,333,17
2021-01-23,Humboldt,9467,1711,926
2021-01-23,Imperial,7658,856,1072
2021-01-23,Inyo,1503,597,54
2021-01-23,Kern,31577,4280,1267
2021-01-23,Kings,4467,845,29
2021-01-23,Lake,3556,614,122
2021-01-23,Lassen,1319,159,0
2021-01-23,Los Angeles,583356,116534,34950
2021-01-23,Madera,6403,665,119
2021-01-23,Marin,21184,4086,1853
2021-01-23,Mariposa,804,190,118
2021-01-23,Mendocino,9372,976,160
2021-01-23,Merced,8264,1309,354
2021-01-23,Modoc,758,111,0
2021-01-23,Mono,1961,310,528
2021-01-23,Monterey,16796,3771,275
2021-01-23,Napa,15937,3128,398
2021-01-23,Nevada,5319,736,199
2021-01-23,Orange,184781,37681,13454
2021-01-23,Placer,29287,5933,1214
2021-01-23,Plumas,1174,209,97
2021-01-23,Riverside,101056,18324,6187
2021-01-23,Sacramento,74454,17352,3931
2021-01-23,San Benito,2861,576,34
2021-01-23,San Bernardino,90944,20882,3157
2021-01-23,San Diego,225703,45529,14441
2021-01-23,San Francisco,51254,11121,3188
2021-01-23,San Joaquin,29174,7216,935
2021-01-23,San Luis Obispo,18757,4097,316
2021-01-23,San Mateo,49948,11067,2868
2021-01-23,Santa Barbara,27691,4527,1764
2021-01-23,Santa Clara,120279,25750,3893
2021-01-23,Santa Cruz,17313,3208,559
2021-01-23,Shasta,9581,1682,62
2021-01-23,Sierra,325,23,1
2021-01-23,Siskiyou,3058,460,6
2021-01-23,Solano,29720,6083,765
2021-01-23,Sonoma,29977,7207,784
2021-01-23,Stanislaus,25717,4427,413
2021-01-23,Sutter,5001,699,393
2021-01-23,Tehama,2983,357,269
2021-01-23,Trinity,303,98,10
2021-01-23,Tulare,20247,3040,453
2021-01-23,Tuolumne,3350,863,659
2021-01-23,Ventura,45634,11115,1179
2021-01-23,Yolo,12429,2879,631
2021-01-23,Yuba,2475,348,202
2021-01-22,Alameda,88162,17764,6910
2021-01-22,Alpine,206,8,32
2021-01-22,Amador,2026,491,150
2021-01-22,Butte,14849,3185,1164
2021-01-22,Calaveras,2610,548,419
2021-01-22,Colusa,629,54,48
2021-01-22,Contra Costa,79263,15493,6606
2021-01-22,Del Norte,1035,224,19
2021-01-22,El Dorado,12553,2111,1273
2021-01-22,Fresno,50263,8076,3352
2021-01-22,Glenn,1377,327,336
2021-01-22,Humboldt,8548,1703,707
2021-01-22,Imperial,6592,849,489
2021-01-22,Inyo,1449,597,60
2021-01-22,Kern,30362,4230,2750
2021-01-22,Kings,4443,839,115
2021-01-22,Lake,3435,613,313
2021-01-22,Lassen,1319,159,28
2021-01-22,Los Angeles,550591,114400,49474
2021-01-22,Madera,6317,632,272
2021-01-22,Marin,19417,4002,1712
2021-01-22,Mariposa,689,188,60
2021-01-22,Mendocino,9217,971,159
2021-01-22,Merced,8042,1183,1365
2021-01-22,Modoc,758,111,6
2021-01-22,Mono,1434,310,7
2021-01-22,Monterey,16645,3645,1134
2021-01-22,Napa,15597,3070,1558
2021-01-22,Nevada,5121,735,381
2021-01-22,Orange,172272,36737,13931
2021-01-22,Placer,28237,5770,2355
2021-01-22,Plumas,1078,208,5
2021-01-22,Riverside,95713,17488,9085
2021-01-22,Sacramento,71005,16881,5191
2021-01-22,San Benito,2844,559,244
2021-01-22,San Bernardino,88193,20478,6658
2021-01-22,San Diego,213618,43222,17771
2021-01-22,San Francisco,48462,10730,3369
2021-01-22,San Joaquin,28560,6916,2242
2021-01-22,San Luis Obispo,18458,4078,1542
2021-01-22,San Mateo,47448,10702,2872
2021-01-22,Santa Barbara,26447,4007,2972
2021-01-22,Santa Clara,117382,24761,8825
2021-01-22,Santa Cruz,16810,3153,1790
2021-01-22,Shasta,9521,1680,437
2021-01-22,Sierra,324,23,2
2021-01-22,Siskiyou,3054,458,1320
2021-01-22,Solano,29172,5867,1836
2021-01-22,Sonoma,29309,7093,2787
2021-01-22,Stanislaus,25394,4363,1161
2021-01-22,Sutter,4634,673,244
2021-01-22,Tehama,2715,356,250
2021-01-22,Trinity,293,98,5
2021-01-22,Tulare,19817,3017,1107
2021-01-22,Tuolumne,2793,766,180
2021-01-22,Ventura,44550,11021,3644
2021-01-22,Yolo,11846,2832,746
2021-01-22,Yuba,2277,346,109
2021-01-21,Alameda,82442,16603,8215
2021-01-21,Alpine,175,7,2
2021-01-21,Amador,1888,480,268
2021-01-21,Butte,13742,3128,1499
2021-01-21,Calaveras,2199,542,477
2021-01-21,Colusa,587,48,78
2021-01-21,Contra Costa,73564,14593,7232
2021-01-21,Del Norte,1023,217,43
2021-01-21,El Dorado,11352,2040,1295
2021-01-21,Fresno,47312,7695,4502
2021-01-21,Glenn,1048,320,120
2021-01-21,Humboldt,7852,1690,974
2021-01-21,Imperial,6115,837,476
2021-01-21,Inyo,1389,597,118
2021-01-21,Kern,27899,3947,2155
2021-01-21,Kings,4331,833,220
2021-01-21,Lake,3159,576,438
2021-01-21,Lassen,1301,149,131
2021-01-21,Los Angeles,504765,110837,50274
2021-01-21,Madera,6067,610,305
2021-01-21,Marin,17880,3827,1704
2021-01-21,Mariposa,632,187,70
2021-01-21,Mendocino,9097,932,551
2021-01-21,Merced,6729,1160,1090
2021-01-21,Modoc,752,111,160
2021-01-21,Mono,1428,309,10
2021-01-21,Monterey,15555,3606,955
2021-01-21,Napa,14370,2740,1489
2021-01-21,Nevada,4774,702,356
2021-01-21,Orange,159293,35797,11653
2021-01-21,Placer,26077,5576,2618
2021-01-21,Plumas,1073,208,112
2021-01-21,Riverside,87164,16963,8763
2021-01-21,Sacramento,66221,16488,5328
2021-01-21,San Benito,2611,548,147
2021-01-21,San Bernardino,82286,19733,6176
2021-01-21,San Diego,198126,40974,17711
2021-01-21,San Francisco,45597,10234,3496
2021-01-21,San Joaquin,26591,6743,2232
2021-01-21,San Luis Obispo,17240,3760,1607
2021-01-21,San Mateo,44895,10388,2967
2021-01-21,Santa Barbara,23673,3811,3240
2021-01-21,Santa Clara,109154,24169,9006
2021-01-21,Santa Cruz,15118,3060,1725
2021-01-21,Shasta,9090,1673,672
2021-01-21,Sierra,322,23,52
2021-01-21,Siskiyou,1735,458,68
2021-01-21,Solano,27556,5648,3359
2021-01-21,Sonoma,26683,6933,2389
2021-01-21,Stanislaus,24319,4315,3800
2021-01-21,Sutter,4404,662,530
2021-01-21,Tehama,2470,351,251
2021-01-21,Trinity,288,98,18
2021-01-21,Tulare,18741,2989,1665
2021-01-21,Tuolumne,2625,755,66
2021-01-21,Ventura,41086,10844,3891
2021-01-21,Yolo,11232,2704,675
2021-01-21,Yuba,2178,336,238
2021-01-20,Alameda,75109,15739,6963
2021-01-20,Alpine,173,7,22
2021-01-20,Amador,1793,313,186
2021-01-20,Butte,12352,3021,1412
2021-01-20,Calaveras,1762,511,391
2021-01-20,Colusa,510,47,114
2021-01-20,Contra Costa,67107,13820,6991
2021-01-20,Del Norte,991,206,161
2021-01-20,El Dorado,10285,1856,1022
2021-01-20,Fresno,43207,7325,3094
2021-01-20,Glenn,1019,230,161
2021-01-20,Humboldt,6925,1643,963
2021-01-20,Imperial,5666,811,314
2021-01-20,Inyo,1273,596,157
2021-01-20,Kern,25947,3747,2761
2021-01-20,Kings,4130,812,261
2021-01-20,Lake,2755,542,424
2021-01-20,Lassen,1194,127,151
2021-01-20,Los Angeles,459051,106380,47943
2021-01-20,Madera,5828,547,352
2021-01-20,Marin,16543,3461,1834
2021-01-20,Mariposa,569,182,25
2021-01-20,Mendocino,8742,737,565
2021-01-20,Merced,5806,1047,601
2021-01-20,Modoc,592,111,17
2021-01-20,Mono,1419,308,223
2021-01-20,Monterey,14713,3490,569
2021-01-20,Napa,13289,2333,832
2021-01-20,Nevada,4436,684,283
2021-01-20,Orange,148559,34873,9031
2021-01-20,Placer,23892,5150,2381
2021-01-20,Plumas,961,208,141
2021-01-20,Riverside,79143,16219,8642
2021-01-20,Sacramento,61971,15436,5048
2021-01-20,San Benito,2490,522,349
2021-01-20,San Bernardino,77255,18597,6969
2021-01-20,San Diego,182081,39318,18574
2021-01-20,San Francisco,43012,9329,2916
2021-01-20,San Joaquin,24891,6317,2353
2021-01-20,San Luis Obispo,16011,3387,1917
2021-01-20,San Mateo,42566,9754,3010
2021-01-20,Santa Barbara,20617,3628,2274
2021-01-20,Santa Clara,101465,22860,8525
2021-01-20,Santa Cruz,13494,2959,1268
2021-01-20,Shasta,8442,1649,751
2021-01-20,Sierra,270,22,2
2021-01-20,Siskiyou,1669,456,73
2021-01-20,Solano,24612,5232,2108
2021-01-20,Sonoma,24542,6687,2224
2021-01-20,Stanislaus,20864,4075,1102
2021-01-20,Sutter,3894,645,280
2021-01-20,Tehama,2237,333,345
2021-01-20,Trinity,270,98,20
2021-01-20,Tulare,17109,2963,2492
2021-01-20,Tuolumne,2578,739,75
2021-01-20,Ventura,37883,10159,4224
2021-01-20,Yolo,10762,2502,666
2021-01-20,Yuba,1950,326,138
2021-01-19,Alameda,69474,14423,5598
2021-01-19,Alpine,151,7,0
2021-01-19,Amador,1623,298,134
2021-01-19,Butte,11246,2715,498
2021-01-19,Calaveras,1460,429,212
2021-01-19,Colusa,410,33,11
2021-01-19,Contra Costa,61382,12559,7176
2021-01-19,Del Norte,895,141,121
2021-01-19,El Dorado,9392,1730,764
2021-01-19,Fresno,40444,6997,4411
2021-01-19,Glenn,937,151,30
2021-01-19,Humboldt,6135,1470,691
2021-01-19,Imperial,5393,770,185
2021-01-19,Inyo,1181,532,112
2021-01-19,Kern,23972,2966,1891
2021-01-19,Kings,3990,694,385
2021-01-19,Lake,2397,477,317
2021-01-19,Lassen,1113,71,184
2021-01-19,Los Angeles,419032,98524,39843
2021-01-19,Madera,5574,451,560
2021-01-19,Marin,15457,2723,1145
2021-01-19,Mariposa,547,181,10
2021-01-19,Mendocino,8286,629,337
2021-01-19,Merced,5280,992,781
2021-01-19,Modoc,578,108,5
2021-01-19,Mono,1260,245,200
2021-01-19,Monterey,14365,3269,625
2021-01-19,Napa,12641,2149,997
2021-01-19,Nevada,4171,667,277
2021-01-19,Orange,142786,31633,8067
2021-01-19,Placer,21896,4772,2646
2021-01-19,Plumas,826,203,40
2021-01-19,Riverside,72263,14472,7718
2021-01-19,Sacramento,58349,14021,5059
2021-01-19,San Benito,2188,476,199
2021-01-19,San Bernardino,72318,16582,6539
2021-01-19,San Diego,167017,35863,15132
2021-01-19,San Francisco,40899,8532,2650
2021-01-19,San Joaquin,23314,5622,2111
2021-01-19,San Luis Obispo,14676,2805,1589
2021-01-19,San Mateo,40435,8884,2861
2021-01-19,Santa Barbara,18797,3179,1675
2021-01-19,Santa Clara,94549,21262,8645
2021-01-19,Santa Cruz,12418,2769,1581
2021-01-19,Shasta,7890,1453,1055
2021-01-19,Sierra,269,21,32
2021-01-19,Siskiyou,1602,450,38
2021-01-19,Solano,23018,4723,1701
2021-01-19,Sonoma,23002,6014,2115
2021-01-19,Stanislaus,20099,3766,1305
2021-01-19,Sutter,3641,618,104
2021-01-19,Tehama,1948,278,317
2021-01-19,Trinity,252,95,35
2021-01-19,Tulare,15056,2566,1051
2021-01-19,Tuolumne,2554,689,487
2021-01-19,Ventura,34776,9048,3126
2021-01-19,Yolo,10298,2304,573
2021-01-19,Yuba,1835,302,87
2021-01-18,Alameda,65126,13184,3184
2021-01-18,Alpine,151,7,1
2021-01-18,Amador,1564,226,32
2021-01-18,Butte,11022,2444,354
2021-01-18,Calaveras,1390,293,141
2021-01-18,Colusa,403,29,5
2021-01-18,Contra Costa,55308,11470,3337
2021-01-18,Del Norte,817,98,2
2021-01-18,El Dorado,8789,1569,443
2021-01-18,Fresno,36726,6307,3088
2021-01-18,Glenn,924,134,17
2021-01-18,Humboldt,5610,1305,330
2021-01-18,Imperial,5259,719,1076
2021-01-18,Inyo,1085,516,61
2021-01-18,Kern,22556,2495,1656
2021-01-18,Kings,3733,566,174
2021-01-18,Lake,2129,427,246
2021-01-18,Lassen,955,45,4
2021-01-18,Los Angeles,387410,90419,16122
2021-01-18,Madera,5038,426,83
2021-01-18,Marin,14501,2536,373
2021-01-18,Mariposa,541,178,3
2021-01-18,Mendocino,8135,443,486
2021-01-18,Merced,4734,812,279
2021-01-18,Modoc,575,106,3
2021-01-18,Mono,1098,208,63
2021-01-18,Monterey,13922,3090,417
2021-01-18,Napa,11885,1909,1080
2021-01-18,Nevada,3922,640,165
2021-01-18,Orange,137443,28921,9866
2021-01-18,Placer,19753,4267,989
2021-01-18,Plumas,791,198,2
2021-01-18,Riverside,65810,13221,3981
2021-01-18,Sacramento,54677,12652,2907
2021-01-18,San Benito,2033,433,37
2021-01-18,San Bernardino,66889,15480,4260
2021-01-18,San Diego,155427,32387,13054
2021-01-18,San Francisco,39125,7655,1412
2021-01-18,San Joaquin,22004,4928,806
2021-01-18,San Luis Obispo,13497,2394,1387
2021-01-18,San Mateo,38498,7972,1418
2021-01-18,Santa Barbara,17423,2880,1160
2021-01-18,Santa Clara,87675,19500,5139
2021-01-18,Santa Cruz,11182,2427,956
2021-01-18,Shasta,6979,1309,597
2021-01-18,Sierra,237,21,3
2021-01-18,Siskiyou,1565,449,85
2021-01-18,Solano,21613,4430,1445
2021-01-18,Sonoma,21603,5303,1095
2021-01-18,Stanislaus,19296,3306,2236
2021-01-18,Sutter,3563,593,124
2021-01-18,Tehama,1698,211,18
2021-01-18,Trinity,231,81,30
2021-01-18,Tulare,14442,2132,710
2021-01-18,Tuolumne,2123,641,47
2021-01-18,Ventura,32600,8103,2247
2021-01-18,Yolo,9911,2118,489
2021-01-18,Yuba,1767,283,61
2021-01-17,Alameda,62542,12596,1872
2021-01-17,Alpine,150,7,0
2021-01-17,Amador,1553,205,32
2021-01-17,Butte,10737,2376,240
2021-01-17,Calaveras,1261,280,10
2021-01-17,Colusa,398,29,2
2021-01-17,Contra Costa,52631,10823,1698
2021-01-17,Del Norte,815,98,1
2021-01-17,El Dorado,8423,1495,109
2021-01-17,Fresno,34291,5652,984
2021-01-17,Glenn,916,125,6
2021-01-17,Humboldt,5451,1133,7
2021-01-17,Imperial,4282,620,21
2021-01-17,Inyo,1067,474,0
2021-01-17,Kern,21074,2321,84
2021-01-17,Kings,3585,540,14
2021-01-17,Lake,2003,307,14
2021-01-17,Lassen,952,44,1
2021-01-17,Los Angeles,376146,85576,5411
2021-01-17,Madera,4976,407,330
2021-01-17,Marin,14186,2479,1234
2021-01-17,Mariposa,540,176,9
2021-01-17,Mendocino,7663,429,557
2021-01-17,Merced,4477,789,52
2021-01-17,Modoc,572,106,0
2021-01-17,Mono,1096,147,1
2021-01-17,Monterey,13533,3062,319
2021-01-17,Napa,10903,1811,338
2021-01-17,Nevada,3778,620,48
2021-01-17,Orange,129946,26565,8300
2021-01-17,Placer,19014,4016,584
2021-01-17,Plumas,789,198,1
2021-01-17,Riverside,62931,12125,3662
2021-01-17,Sacramento,52433,12001,1703
2021-01-17,San Benito,2013,416,13
2021-01-17,San Bernardino,63263,14845,1207
2021-01-17,San Diego,145394,29452,8502
2021-01-17,San Francisco,37984,7385,1959
2021-01-17,San Joaquin,21408,4804,1654
2021-01-17,San Luis Obispo,12375,2129,70
2021-01-17,San Mateo,37485,7577,1343
2021-01-17,Santa Barbara,16478,2667,129
2021-01-17,Santa Clara,83125,18920,3259
2021-01-17,Santa Cruz,10280,2374,295
2021-01-17,Shasta,6390,1301,30
2021-01-17,Sierra,234,21,0
2021-01-17,Siskiyou,1482,447,1
2021-01-17,Solano,20302,4300,1070
2021-01-17,Sonoma,20983,4828,686
2021-01-17,Stanislaus,17423,2992,248
2021-01-17,Sutter,3490,542,30
2021-01-17,Tehama,1685,206,7
2021-01-17,Trinity,230,52,0
2021-01-17,Tulare,14138,1727,145
2021-01-17,Tuolumne,2113,606,7
2021-01-17,Ventura,30913,7543,285
2021-01-17,Yolo,9580,1960,190
2021-01-17,Yuba,1730,259,14
2021-01-16,Alameda,60888,12380,2982
2021-01-16,Alpine,150,7,0
2021-01-16,Amador,1522,204,23
2021-01-16,Butte,10537,2337,591
2021-01-16,Calaveras,1252,279,16
2021-01-16,Colusa,396,29,14
2021-01-16,Contra Costa,51067,10688,1804
2021-01-16,Del Norte,814,98,0
2021-01-16,El Dorado,8334,1476,231
2021-01-16,Fresno,33506,5453,3142
2021-01-16,Glenn,913,122,36
2021-01-16,Humboldt,5444,1133,167
2021-01-16,Imperial,4262,619,94
2021-01-16,Inyo,1067,474,69
2021-01-16,Kern,20992,2319,685
2021-01-16,Kings,3573,538,31
2021-01-16,Lake,1995,301,137
2021-01-16,Lassen,951,44,34
2021-01-16,Los Angeles,371021,85295,18304
2021-01-16,Madera,4653,400,382
2021-01-16,Marin,12990,2438,1100
2021-01-16,Mariposa,532,174,14
2021-01-16,Mendocino,7108,428,787
2021-01-16,Merced,4428,787,218
2021-01-16,Modoc,572,106,1
2021-01-16,Mono,1095,147,6
2021-01-16,Monterey,13227,3049,376
2021-01-16,Napa,10575,1802,377
2021-01-16,Nevada,3733,617,343
2021-01-16,Orange,121809,26403,9049
2021-01-16,Placer,18568,3878,1483
2021-01-16,Plumas,788,198,57
2021-01-16,Riverside,59487,11908,3773
2021-01-16,Sacramento,50913,11819,2498
2021-01-16,San Benito,2003,413,27
2021-01-16,San Bernardino,62148,14753,2273
2021-01-16,San Diego,137845,28555,11008
2021-01-16,San Francisco,36337,7075,2276
2021-01-16,San Joaquin,19818,4746,1166
2021-01-16,San Luis Obispo,12305,2129,122
2021-01-16,San Mateo,36402,7318,3132
2021-01-16,Santa Barbara,16352,2664,1283
2021-01-16,Santa Clara,80371,18424,4377
2021-01-16,Santa Cruz,10012,2347,406
2021-01-16,Shasta,6364,1297,882
2021-01-16,Sierra,234,21,0
2021-01-16,Siskiyou,1482,446,5
2021-01-16,Solano,19255,4276,1302
2021-01-16,Sonoma,20382,4744,1139
2021-01-16,Stanislaus,17185,2983,481
2021-01-16,Sutter,3476,526,390
2021-01-16,Tehama,1680,204,275
2021-01-16,Trinity,230,52,2
2021-01-16,Tulare,14003,1717,1942
2021-01-16,Tuolumne,2106,606,8
2021-01-16,Ventura,30639,7533,505
2021-01-16,Yolo,9400,1950,763
2021-01-16,Yuba,1722,253,183
2021-01-15,Alameda,58165,12122,5859
2021-01-15,Alpine,150,7,1
2021-01-15,Amador,1506,197,63
2021-01-15,Butte,9990,2293,1055
2021-01-15,Calaveras,1237,278,99
2021-01-15,Colusa,383,28,47
2021-01-15,Contra Costa,49352,10596,5485
2021-01-15,Del Norte,814,98,105
2021-01-15,El Dorado,8128,1452,820
2021-01-15,Fresno,30836,4979,3743
2021-01-15,Glenn,887,112,42
2021-01-15,Humboldt,5278,1132,367
2021-01-15,Imperial,4166,619,250
2021-01-15,Inyo,1067,405,157
2021-01-15,Kern,20341,2285,2762
2021-01-15,Kings,3543,537,431
2021-01-15,Lake,1860,299,216
2021-01-15,Lassen,917,44,16
2021-01-15,Los Angeles,354588,83451,34987
2021-01-15,Madera,4299,372,602
2021-01-15,Marin,11966,2363,1152
2021-01-15,Mariposa,519,173,72
2021-01-15,Mendocino,6323,426,1882
2021-01-15,Merced,4231,769,607
2021-01-15,Modoc,571,106,6
2021-01-15,Mono,1093,143,70
2021-01-15,Monterey,12856,3045,1095
2021-01-15,Napa,10217,1783,1486
2021-01-15,Nevada,3396,610,426
2021-01-15,Orange,113181,25991,10686
2021-01-15,Placer,17212,3751,1949
2021-01-15,Plumas,731,198,62
2021-01-15,Riverside,56000,11625,6538
2021-01-15,Sacramento,48642,11594,4573
2021-01-15,San Benito,1981,408,223
2021-01-15,San Bernardino,60030,14600,6098
2021-01-15,San Diego,128567,26882,15258
2021-01-15,San Francisco,34226,6908,2804
2021-01-15,San Joaquin,18696,4705,1755
2021-01-15,San Luis Obispo,12195,2117,750
2021-01-15,San Mateo,33620,6972,4334
2021-01-15,Santa Barbara,15123,2611,1853
2021-01-15,Santa Clara,76842,17579,9570
2021-01-15,Santa Cruz,9621,2332,1408
2021-01-15,Shasta,5485,1294,687
2021-01-15,Sierra,234,21,3
2021-01-15,Siskiyou,1477,446,57
2021-01-15,Solano,18119,4110,1739
2021-01-15,Sonoma,19491,4502,1579
2021-01-15,Stanislaus,16724,2960,2931
2021-01-15,Sutter,3118,495,438
2021-01-15,Tehama,1408,201,286
2021-01-15,Trinity,228,52,7
2021-01-15,Tulare,12078,1702,1705
2021-01-15,Tuolumne,2100,604,489
2021-01-15,Ventura,30217,7449,2965
2021-01-15,Yolo,8672,1916,663
2021-01-15,Yuba,1550,242,208
2021-01-14,Alameda,53101,11340,5739
2021-01-14,Alpine,149,7,1
2021-01-14,Amador,1454,187,153
2021-01-14,Butte,9046,2184,1648
2021-01-14,Calaveras,1162,257,147
2021-01-14,Colusa,338,26,46
2021-01-14,Contra Costa,44208,10237,4509
2021-01-14,Del Norte,720,87,53
2021-01-14,El Dorado,7384,1377,811
2021-01-14,Fresno,27453,4618,4221
2021-01-14,Glenn,851,106,135
2021-01-14,Humboldt,4913,1130,582
2021-01-14,Imperial,3926,610,306
2021-01-14,Inyo,911,405,62
2021-01-14,Kern,17678,2188,2231
2021-01-14,Kings,3127,523,218
2021-01-14,Lake,1674,270,154
2021-01-14,Lassen,901,44,155
2021-01-14,Los Angeles,323479,79619,30152
2021-01-14,Madera,3721,349,552
2021-01-14,Marin,10941,2237,1073
2021-01-14,Mariposa,460,164,78
2021-01-14,Mendocino,4449,420,773
2021-01-14,Merced,3683,727,395
2021-01-14,Modoc,565,106,126
2021-01-14,Mono,1024,143,73
2021-01-14,Monterey,11777,3033,1214
2021-01-14,Napa,8872,1636,1046
2021-01-14,Nevada,3071,509,249
2021-01-14,Orange,103458,25028,10463
2021-01-14,Placer,15626,3392,1851
2021-01-14,Plumas,671,196,100
2021-01-14,Riverside,49847,11256,5930
2021-01-14,Sacramento,44799,10873,4805
2021-01-14,San Benito,1773,393,136
2021-01-14,San Bernardino,54330,14208,4907
2021-01-14,San Diego,116103,24174,12400
2021-01-14,San Francisco,31831,6507,2512
2021-01-14,San Joaquin,17251,4482,2052
2021-01-14,San Luis Obispo,11621,1944,737
2021-01-14,San Mateo,29849,6415,3817
2021-01-14,Santa Barbara,13386,2496,1308
2021-01-14,Santa Clara,68680,16187,8367
2021-01-14,Santa Cruz,8273,2270,519
2021-01-14,Shasta,4800,1292,489
2021-01-14,Sierra,231,21,33
2021-01-14,Siskiyou,1420,446,35
2021-01-14,Solano,16694,3799,1959
2021-01-14,Sonoma,18130,4293,1569
2021-01-14,Stanislaus,13940,2873,2312
2021-01-14,Sutter,2696,480,152
2021-01-14,Tehama,1126,197,246
2021-01-14,Trinity,221,52,4
2021-01-14,Tulare,10384,1691,505
2021-01-14,Tuolumne,1681,538,155
2021-01-14,Ventura,27489,7210,2762
2021-01-14,Yolo,8097,1829,390
2021-01-14,Yuba,1355,232,115
2021-01-13,Alameda,48274,10440,5137
2021-01-13,Alpine,148,7,36
2021-01-13,Amador,1320,175,41
2021-01-13,Butte,7596,1988,1565
2021-01-13,Calaveras,1047,225,107
2021-01-13,Colusa,295,23,21
2021-01-13,Contra Costa,40136,9804,4887
2021-01-13,Del Norte,673,81,88
2021-01-13,El Dorado,6669,1282,769
2021-01-13,Fresno,23722,4138,3606
2021-01-13,Glenn,727,95,199
2021-01-13,Humboldt,4392,1067,530
2021-01-13,Imperial,3625,606,387
2021-01-13,Inyo,859,395,87
2021-01-13,Kern,15497,2136,1868
2021-01-13,Kings,2919,502,418
2021-01-13,Lake,1543,247,180
2021-01-13,Lassen,753,37,157
2021-01-13,Los Angeles,299141,73838,30324
2021-01-13,Madera,3206,315,184
2021-01-13,Marin,10027,2080,1166
2021-01-13,Mariposa,392,158,22
2021-01-13,Mendocino,3696,401,510
2021-01-13,Merced,3526,548,406
2021-01-13,Modoc,443,102,23
2021-01-13,Mono,952,142,235
2021-01-13,Monterey,10582,3012,1223
2021-01-13,Napa,7937,1527,1318
2021-01-13,Nevada,2842,491,282
2021-01-13,Orange,94669,23361,10592
2021-01-13,Placer,14168,3003,1661
2021-01-13,Plumas,577,190,57
2021-01-13,Riverside,44569,10614,4808
2021-01-13,Sacramento,40922,9957,3946
2021-01-13,San Benito,1657,373,244
2021-01-13,San Bernardino,50044,13597,4686
2021-01-13,San Diego,105949,22106,11943
2021-01-13,San Francisco,29890,5938,2887
2021-01-13,San Joaquin,15629,4141,1699
2021-01-13,San Luis Obispo,11005,1827,912
2021-01-13,San Mateo,26739,5711,3433
2021-01-13,Santa Barbara,12162,2412,1260
2021-01-13,Santa Clara,62146,14363,7560
2021-01-13,Santa Cruz,7826,2203,496
2021-01-13,Shasta,4333,1270,606
2021-01-13,Sierra,198,21,3
2021-01-13,Siskiyou,1386,445,156
2021-01-13,Solano,15057,3481,1507
2021-01-13,Sonoma,16792,4063,2053
2021-01-13,Stanislaus,11790,2759,1487
2021-01-13,Sutter,2564,461,165
2021-01-13,Tehama,882,195,92
2021-01-13,Trinity,217,52,7
2021-01-13,Tulare,9909,1673,455
2021-01-13,Tuolumne,1634,434,236
2021-01-13,Ventura,25189,6748,2938
2021-01-13,Yolo,7810,1726,770
2021-01-13,Yuba,1251,221,124
2021-01-12,Alameda,44382,9205,4898
