date,county,confirmed_cases,reported_deaths
2021-09-13,San Joaquin,91791,1581
2021-09-13,San Luis Obispo,27035,300
2021-09-13,San Mateo,50854,564
2021-09-13,Santa Barbara,41186,494
2021-09-13,Santa Clara,138947,1820
2021-09-13,Santa Cruz,19051,210
2021-09-13,Shasta,17679,243
2021-09-13,Sierra,126,0
2021-09-13,Siskiyou,2872,35
2021-09-13,Solano,42914,306
2021-09-13,Sonoma,38811,368
2021-09-13,Stanislaus,71412,1091
2021-09-13,Sutter,12766,145
2021-09-13,Tehama,6974,79
2021-09-13,Trinity,565,7
2021-09-13,Tulare,59798,887
2021-09-13,Tuolumne,6067,89
2021-09-13,Ventura,93131,1107
2021-09-13,Yolo,18157,239
2021-09-13,Yuba,8983,61
2021-09-12,Alameda,112860,1309
2021-09-12,Alpine,99,0
2021-09-12,Amador,4845,56
2021-09-12,Butte,17754,221
2021-09-12,Calaveras,3283,65
2021-09-12,Colusa,2362,16
2021-09-12,Contra Costa,93096,908
2021-09-12,Del Norte,3284,28
2021-09-12,El Dorado,14363,119
2021-09-12,Fresno,123531,1853
2021-09-12,Glenn,3068,20
2021-09-12,Humboldt,7792,52
2021-09-12,Imperial,30939,751
2021-09-12,Inyo,1625,39
2021-09-12,Kern,114049,1424
2021-09-12,Kings,28159,274
2021-09-12,Lake,5908,82
2021-09-12,Lassen,6060,25
2021-09-12,Los Angeles,1375593,25630
2021-09-12,Madera,20032,252
2021-09-12,Marin,16630,242
2021-09-12,Mariposa,859,5
2021-09-12,Mendocino,6472,61
2021-09-12,Merced,37537,521
2021-09-12,Modoc,454,5
2021-09-12,Mono,1450,3
2021-09-12,Monterey,46317,558
2021-09-12,Napa,12129,91
2021-09-12,Nevada,8134,83
2021-09-12,Orange,292778,5312
2021-09-12,Placer,32978,343
2021-09-12,Plumas,1154,5
2021-09-12,Riverside,339598,4731
2021-09-12,Sacramento,144459,1959
2021-09-12,San Benito,6892,64
2021-09-12,San Bernardino,335408,5439
2021-09-12,San Diego,348313,3942
2021-09-12,San Francisco,49102,603
2021-09-12,San Joaquin,91464,1581
2021-09-12,San Luis Obispo,26920,299
2021-09-12,San Mateo,50764,564
2021-09-12,Santa Barbara,41079,494
2021-09-12,Santa Clara,138700,1820
2021-09-12,Santa Cruz,19022,210
2021-09-12,Shasta,17517,243
2021-09-12,Sierra,126,0
2021-09-12,Siskiyou,2849,35
2021-09-12,Solano,42815,306
2021-09-12,Sonoma,38741,368
2021-09-12,Stanislaus,71127,1091
2021-09-12,Sutter,12723,145
2021-09-12,Tehama,6906,79
2021-09-12,Trinity,562,7
2021-09-12,Tulare,59456,887
2021-09-12,Tuolumne,6035,89
2021-09-12,Ventura,93004,1107
2021-09-12,Yolo,18093,239
2021-09-12,Yuba,8946,61
2021-09-11,Alameda,112740,1309
2021-09-11,Alpine,99,0
2021-09-11,Amador,4832,56
2021-09-11,Butte,17680,221
2021-09-11,Calaveras,3281,65
2021-09-11,Colusa,2361,16
2021-09-11,Contra Costa,92980,908
2021-09-11,Del Norte,3269,28
2021-09-11,El Dorado,14344,119
2021-09-11,Fresno,123367,1853
2021-09-11,Glenn,3064,20
2021-09-11,Humboldt,7771,52
2021-09-11,Imperial,30918,751
2021-09-11,Inyo,1622,39
2021-09-11,Kern,113818,1424
2021-09-11,Kings,28115,275
2021-09-11,Lake,5891,82
2021-09-11,Lassen,6046,25
2021-09-11,Los Angeles,1374699,25630
2021-09-11,Madera,19979,252
2021-09-11,Marin,16601,242
2021-09-11,Mariposa,855,5
2021-09-11,Mendocino,6447,61
2021-09-11,Merced,37498,521
2021-09-11,Modoc,454,5
2021-09-11,Mono,1449,3
2021-09-11,Monterey,46288,558
2021-09-11,Napa,12109,91
2021-09-11,Nevada,8120,83
2021-09-11,Orange,292501,5306
2021-09-11,Placer,32898,344
2021-09-11,Plumas,1152,5
2021-09-11,Riverside,339175,4731
2021-09-11,Sacramento,144178,1955
2021-09-11,San Benito,6879,64
2021-09-11,San Bernardino,335076,5430
2021-09-11,San Diego,347838,3942
2021-09-11,San Francisco,49048,603
2021-09-11,San Joaquin,91324,1581
2021-09-11,San Luis Obispo,26883,299
2021-09-11,San Mateo,50702,564
2021-09-11,Santa Barbara,41004,494
2021-09-11,Santa Clara,138553,1820
2021-09-11,Santa Cruz,18999,210
2021-09-11,Shasta,17425,243
2021-09-11,Sierra,126,0
2021-09-11,Siskiyou,2832,35
2021-09-11,Solano,42764,306
2021-09-11,Sonoma,38695,368
2021-09-11,Stanislaus,71004,1091
2021-09-11,Sutter,12699,145
2021-09-11,Tehama,6889,79
2021-09-11,Trinity,555,7
2021-09-11,Tulare,59350,889
2021-09-11,Tuolumne,6017,89
2021-09-11,Ventura,92928,1107
2021-09-11,Yolo,18070,239
2021-09-11,Yuba,8921,61
2021-09-10,Alameda,112555,1306
2021-09-10,Alpine,98,0
2021-09-10,Amador,4820,56
2021-09-10,Butte,17611,222
2021-09-10,Calaveras,3275,65
2021-09-10,Colusa,2357,16
2021-09-10,Contra Costa,92868,908
2021-09-10,Del Norte,3254,28
2021-09-10,El Dorado,14315,119
2021-09-10,Fresno,123056,1846
2021-09-10,Glenn,3060,20
2021-09-10,Humboldt,7743,52
2021-09-10,Imperial,30896,751
2021-09-10,Inyo,1619,39
2021-09-10,Kern,113565,1419
2021-09-10,Kings,28047,274
2021-09-10,Lake,5875,79
2021-09-10,Lassen,6039,25
2021-09-10,Los Angeles,1373557,25630
2021-09-10,Madera,19934,252
2021-09-10,Marin,16585,242
2021-09-10,Mariposa,852,5
2021-09-10,Mendocino,6416,61
2021-09-10,Merced,37453,521
2021-09-10,Modoc,454,5
2021-09-10,Mono,1448,3
2021-09-10,Monterey,46262,557
2021-09-10,Napa,12085,90
2021-09-10,Nevada,8103,83
2021-09-10,Orange,292209,5302
2021-09-10,Placer,32800,343
2021-09-10,Plumas,1151,5
2021-09-10,Riverside,338712,4720
2021-09-10,Sacramento,143827,1950
2021-09-10,San Benito,6875,64
2021-09-10,San Bernardino,334662,5422
2021-09-10,San Diego,347303,3941
2021-09-10,San Francisco,48968,602
2021-09-10,San Joaquin,91153,1573
2021-09-10,San Luis Obispo,26855,299
2021-09-10,San Mateo,50648,564
2021-09-10,Santa Barbara,40951,492
2021-09-10,Santa Clara,138377,1817
2021-09-10,Santa Cruz,18982,210
2021-09-10,Shasta,17337,242
2021-09-10,Sierra,126,0
2021-09-10,Siskiyou,2821,35
2021-09-10,Solano,42694,305
2021-09-10,Sonoma,38641,368
2021-09-10,Stanislaus,70846,1091
2021-09-10,Sutter,12663,145
2021-09-10,Tehama,6858,77
2021-09-10,Trinity,551,7
2021-09-10,Tulare,59207,883
2021-09-10,Tuolumne,6000,89
2021-09-10,Ventura,92840,1104
2021-09-10,Yolo,18046,239
2021-09-10,Yuba,8904,62
2021-09-09,Alameda,112339,1306
2021-09-09,Alpine,98,0
2021-09-09,Amador,4799,56
2021-09-09,Butte,17470,221
2021-09-09,Calaveras,3241,65
2021-09-09,Colusa,2350,16
2021-09-09,Contra Costa,92664,904
2021-09-09,Del Norte,3231,28
2021-09-09,El Dorado,14258,119
2021-09-09,Fresno,122593,1838
2021-09-09,Glenn,3045,20
2021-09-09,Humboldt,7695,52
2021-09-09,Imperial,30860,751
2021-09-09,Inyo,1612,39
2021-09-09,Kern,113221,1414
2021-09-09,Kings,27954,273
2021-09-09,Lake,5850,79
2021-09-09,Lassen,5993,25
2021-09-09,Los Angeles,1371787,25583
2021-09-09,Madera,19863,252
2021-09-09,Marin,16562,242
2021-09-09,Mariposa,837,5
2021-09-09,Mendocino,6385,61
2021-09-09,Merced,37298,516
2021-09-09,Modoc,454,5
2021-09-09,Mono,1443,3
2021-09-09,Monterey,46220,556
2021-09-09,Napa,12055,90
2021-09-09,Nevada,8066,82
2021-09-09,Orange,291819,5299
2021-09-09,Placer,32684,342
2021-09-09,Plumas,1139,5
2021-09-09,Riverside,338087,4701
2021-09-09,Sacramento,143333,1929
2021-09-09,San Benito,6865,64
2021-09-09,San Bernardino,334106,5417
2021-09-09,San Diego,346593,3929
2021-09-09,San Francisco,48858,597
2021-09-09,San Joaquin,90879,1570
2021-09-09,San Luis Obispo,26773,296
2021-09-09,San Mateo,50538,561
2021-09-09,Santa Barbara,40845,490
2021-09-09,Santa Clara,138162,1816
2021-09-09,Santa Cruz,18938,210
2021-09-09,Shasta,17190,238
2021-09-09,Sierra,126,0
2021-09-09,Siskiyou,2799,35
2021-09-09,Solano,42587,303
2021-09-09,Sonoma,38574,360
2021-09-09,Stanislaus,70559,1074
2021-09-09,Sutter,12609,144
2021-09-09,Tehama,6795,75
2021-09-09,Trinity,545,6
2021-09-09,Tulare,58959,879
2021-09-09,Tuolumne,5973,89
2021-09-09,Ventura,92693,1098
2021-09-09,Yolo,17993,239
2021-09-09,Yuba,8858,55
2021-09-08,Alameda,112089,1305
2021-09-08,Alpine,98,0
2021-09-08,Amador,4787,56
2021-09-08,Butte,17340,220
2021-09-08,Calaveras,3222,63
2021-09-08,Colusa,2348,16
2021-09-08,Contra Costa,92397,900
2021-09-08,Del Norte,3207,25
2021-09-08,El Dorado,14180,119
2021-09-08,Fresno,122090,1831
2021-09-08,Glenn,3025,20
2021-09-08,Humboldt,7652,52
2021-09-08,Imperial,30828,751
2021-09-08,Inyo,1601,39
2021-09-08,Kern,112832,1409
2021-09-08,Kings,27827,267
2021-09-08,Lake,5819,79
2021-09-08,Lassen,5975,25
2021-09-08,Los Angeles,1369823,25533
2021-09-08,Madera,19803,252
2021-09-08,Marin,16533,242
2021-09-08,Mariposa,823,5
2021-09-08,Mendocino,6342,61
2021-09-08,Merced,37134,516
2021-09-08,Modoc,454,5
2021-09-08,Mono,1441,3
2021-09-08,Monterey,46182,554
2021-09-08,Napa,12018,90
2021-09-08,Nevada,8030,82
2021-09-08,Orange,291433,5290
2021-09-08,Placer,32551,337
2021-09-08,Plumas,1133,5
2021-09-08,Riverside,337338,4683
2021-09-08,Sacramento,142855,1921
2021-09-08,San Benito,6848,64
2021-09-08,San Bernardino,333513,5411
2021-09-08,San Diego,345674,3926
2021-09-08,San Francisco,48721,589
2021-09-08,San Joaquin,90612,1561
2021-09-08,San Luis Obispo,26684,294
2021-09-08,San Mateo,50443,561
2021-09-08,Santa Barbara,40734,490
2021-09-08,Santa Clara,137941,1810
2021-09-08,Santa Cruz,18901,210
2021-09-08,Shasta,17040,234
2021-09-08,Sierra,126,0
2021-09-08,Siskiyou,2767,35
2021-09-08,Solano,42500,302
2021-09-08,Sonoma,38494,360
2021-09-08,Stanislaus,70315,1074
2021-09-08,Sutter,12545,144
2021-09-08,Tehama,6724,75
2021-09-08,Trinity,542,6
2021-09-08,Tulare,58634,876
2021-09-08,Tuolumne,5941,89
2021-09-08,Ventura,92528,1096
2021-09-08,Yolo,17914,239
2021-09-08,Yuba,8815,55
2021-09-07,Alameda,111788,1301
2021-09-07,Alpine,97,0
2021-09-07,Amador,4761,53
2021-09-07,Butte,17191,220
2021-09-07,Calaveras,3182,63
2021-09-07,Colusa,2337,16
2021-09-07,Contra Costa,92139,891
2021-09-07,Del Norte,3194,24
2021-09-07,El Dorado,14112,119
2021-09-07,Fresno,121528,1828
2021-09-07,Glenn,3006,20
2021-09-07,Humboldt,7595,52
2021-09-07,Imperial,30793,751
2021-09-07,Inyo,1594,39
2021-09-07,Kern,112395,1408
2021-09-07,Kings,27705,267
2021-09-07,Lake,5779,78
2021-09-07,Lassen,5959,21
2021-09-07,Los Angeles,1367700,25486
2021-09-07,Madera,19717,249
2021-09-07,Marin,16495,242
2021-09-07,Mariposa,808,5
2021-09-07,Mendocino,6292,61
2021-09-07,Merced,36943,513
2021-09-07,Modoc,452,5
2021-09-07,Mono,1432,3
2021-09-07,Monterey,46115,543
2021-09-07,Napa,11977,90
2021-09-07,Nevada,8001,82
2021-09-07,Orange,291006,5274
2021-09-07,Placer,32407,337
2021-09-07,Plumas,1114,5
2021-09-07,Riverside,336553,4666
2021-09-07,Sacramento,142294,1905
2021-09-07,San Benito,6831,64
2021-09-07,San Bernardino,332767,5407
2021-09-07,San Diego,344682,3922
2021-09-07,San Francisco,48584,589
2021-09-07,San Joaquin,90283,1548
2021-09-07,San Luis Obispo,26568,287
2021-09-07,San Mateo,50353,561
2021-09-07,Santa Barbara,40609,489
2021-09-07,Santa Clara,137659,1807
2021-09-07,Santa Cruz,18852,210
2021-09-07,Shasta,16888,226
2021-09-07,Sierra,126,0
2021-09-07,Siskiyou,2742,34
2021-09-07,Solano,42379,300
2021-09-07,Sonoma,38413,358
2021-09-07,Stanislaus,70029,1074
2021-09-07,Sutter,12471,138
2021-09-07,Tehama,6663,74
2021-09-07,Trinity,538,6
2021-09-07,Tulare,58281,874
2021-09-07,Tuolumne,5905,88
2021-09-07,Ventura,92307,1093
2021-09-07,Yolo,17845,235
2021-09-07,Yuba,8771,55
2021-09-06,Alameda,111488,1301
2021-09-06,Alpine,95,0
2021-09-06,Amador,4745,53
2021-09-06,Butte,17004,218
2021-09-06,Calaveras,3164,63
2021-09-06,Colusa,2332,16
2021-09-06,Contra Costa,91853,891
2021-09-06,Del Norte,3154,24
2021-09-06,El Dorado,14046,119
2021-09-06,Fresno,120936,1828
2021-09-06,Glenn,2971,20
2021-09-06,Humboldt,7521,52
2021-09-06,Imperial,30733,751
2021-09-06,Inyo,1588,39
2021-09-06,Kern,111908,1408
2021-09-06,Kings,27564,264
2021-09-06,Lake,5717,78
2021-09-06,Lassen,5933,21
2021-09-06,Los Angeles,1365441,25477
2021-09-06,Madera,19613,249
2021-09-06,Marin,16455,242
2021-09-06,Mariposa,797,5
2021-09-06,Mendocino,6224,61
2021-09-06,Merced,36728,513
2021-09-06,Modoc,449,5
2021-09-06,Mono,1429,3
2021-09-06,Monterey,46049,541
2021-09-06,Napa,11935,90
2021-09-06,Nevada,7953,82
2021-09-06,Orange,290524,5274
2021-09-06,Placer,32233,337
2021-09-06,Plumas,1086,5
2021-09-06,Riverside,335739,4666
2021-09-06,Sacramento,141629,1905
2021-09-06,San Benito,6808,64
2021-09-06,San Bernardino,331887,5398
2021-09-06,San Diego,343679,3922
2021-09-06,San Francisco,48449,589
2021-09-06,San Joaquin,89953,1548
2021-09-06,San Luis Obispo,26441,286
2021-09-06,San Mateo,50242,561
2021-09-06,Santa Barbara,40480,489
2021-09-06,Santa Clara,137367,1807
2021-09-06,Santa Cruz,18799,210
2021-09-06,Shasta,16711,226
2021-09-06,Sierra,126,0
2021-09-06,Siskiyou,2699,34
2021-09-06,Solano,42243,300
2021-09-06,Sonoma,38300,358
2021-09-06,Stanislaus,69652,1074
2021-09-06,Sutter,12408,138
2021-09-06,Tehama,6589,74
2021-09-06,Trinity,535,6
2021-09-06,Tulare,57930,874
2021-09-06,Tuolumne,5870,88
2021-09-06,Ventura,92126,1093
2021-09-06,Yolo,17762,235
2021-09-06,Yuba,8721,55
2021-09-05,Alameda,111300,1301
2021-09-05,Alpine,95,0
2021-09-05,Amador,4733,53
2021-09-05,Butte,16918,218
2021-09-05,Calaveras,3158,63
2021-09-05,Colusa,2324,16
2021-09-05,Contra Costa,91670,891
2021-09-05,Del Norte,3134,24
2021-09-05,El Dorado,14016,119
2021-09-05,Fresno,120681,1828
2021-09-05,Glenn,2966,20
2021-09-05,Humboldt,7489,52
2021-09-05,Imperial,30706,751
2021-09-05,Inyo,1585,39
2021-09-05,Kern,111637,1408
2021-09-05,Kings,27489,264
2021-09-05,Lake,5700,78
2021-09-05,Lassen,5913,21
2021-09-05,Los Angeles,1364182,25465
2021-09-05,Madera,19573,249
2021-09-05,Marin,16436,242
2021-09-05,Mariposa,795,5
2021-09-05,Mendocino,6191,61
2021-09-05,Merced,36679,513
2021-09-05,Modoc,449,5
2021-09-05,Mono,1429,3
2021-09-05,Monterey,46026,540
2021-09-05,Napa,11911,90
2021-09-05,Nevada,7931,82
2021-09-05,Orange,290244,5274
2021-09-05,Placer,32102,337
2021-09-05,Plumas,1082,5
2021-09-05,Riverside,335297,4654
2021-09-05,Sacramento,141181,1905
2021-09-05,San Benito,6807,64
2021-09-05,San Bernardino,331511,5392
2021-09-05,San Diego,343126,3914
2021-09-05,San Francisco,48373,589
2021-09-05,San Joaquin,89794,1548
2021-09-05,San Luis Obispo,26396,285
2021-09-05,San Mateo,50182,561
2021-09-05,Santa Barbara,40414,489
2021-09-05,Santa Clara,137164,1807
2021-09-05,Santa Cruz,18780,210
2021-09-05,Shasta,16633,226
2021-09-05,Sierra,125,0
2021-09-05,Siskiyou,2683,34
2021-09-05,Solano,42150,300
2021-09-05,Sonoma,38224,358
2021-09-05,Stanislaus,69503,1074
2021-09-05,Sutter,12378,138
2021-09-05,Tehama,6572,74
2021-09-05,Trinity,528,6
2021-09-05,Tulare,57763,874
2021-09-05,Tuolumne,5858,88
2021-09-05,Ventura,92002,1093
2021-09-05,Yolo,17728,235
2021-09-05,Yuba,8696,55
2021-09-04,Alameda,111173,1301
2021-09-04,Alpine,95,0
2021-09-04,Amador,4715,53
2021-09-04,Butte,16868,218
2021-09-04,Calaveras,3147,63
2021-09-04,Colusa,2322,16
2021-09-04,Contra Costa,91558,891
2021-09-04,Del Norte,3123,24
2021-09-04,El Dorado,13990,119
2021-09-04,Fresno,120514,1828
2021-09-04,Glenn,2962,20
2021-09-04,Humboldt,7458,52
2021-09-04,Imperial,30685,751
2021-09-04,Inyo,1583,39
2021-09-04,Kern,111406,1408
2021-09-04,Kings,27402,263
2021-09-04,Lake,5683,78
2021-09-04,Lassen,5898,21
2021-09-04,Los Angeles,1363304,25454
2021-09-04,Madera,19539,249
2021-09-04,Marin,16420,242
2021-09-04,Mariposa,791,5
2021-09-04,Mendocino,6155,61
2021-09-04,Merced,36643,513
2021-09-04,Modoc,449,5
2021-09-04,Mono,1429,3
2021-09-04,Monterey,46006,540
2021-09-04,Napa,11887,90
2021-09-04,Nevada,7916,82
2021-09-04,Orange,289986,5274
2021-09-04,Placer,32002,337
2021-09-04,Plumas,1079,5
2021-09-04,Riverside,334829,4654
2021-09-04,Sacramento,140886,1896
2021-09-04,San Benito,6798,64
2021-09-04,San Bernardino,331192,5393
2021-09-04,San Diego,342702,3914
2021-09-04,San Francisco,48303,589
2021-09-04,San Joaquin,89679,1548
2021-09-04,San Luis Obispo,26366,285
2021-09-04,San Mateo,50137,560
2021-09-04,Santa Barbara,40347,489
2021-09-04,Santa Clara,136978,1806
2021-09-04,Santa Cruz,18762,210
2021-09-04,Shasta,16558,226
2021-09-04,Sierra,123,0
2021-09-04,Siskiyou,2658,34
2021-09-04,Solano,42080,300
2021-09-04,Sonoma,38189,358
2021-09-04,Stanislaus,69346,1074
2021-09-04,Sutter,12337,138
2021-09-04,Tehama,6558,74
2021-09-04,Trinity,526,6
2021-09-04,Tulare,57657,874
2021-09-04,Tuolumne,5840,88
2021-09-04,Ventura,91881,1090
2021-09-04,Yolo,17695,235
2021-09-04,Yuba,8668,55
2021-09-03,Alameda,111032,1301
2021-09-03,Alpine,95,0
2021-09-03,Amador,4693,53
2021-09-03,Butte,16786,215
2021-09-03,Calaveras,3137,63
2021-09-03,Colusa,2317,16
2021-09-03,Contra Costa,91407,886
2021-09-03,Del Norte,3095,24
2021-09-03,El Dorado,13957,119
2021-09-03,Fresno,120186,1822
2021-09-03,Glenn,2955,20
2021-09-03,Humboldt,7434,52
2021-09-03,Imperial,30664,751
2021-09-03,Inyo,1578,39
2021-09-03,Kern,111197,1407
2021-09-03,Kings,27318,263
2021-09-03,Lake,5663,78
2021-09-03,Lassen,5881,21
2021-09-03,Los Angeles,1362033,25384
2021-09-03,Madera,19457,247
2021-09-03,Marin,16399,242
2021-09-03,Mariposa,784,5
2021-09-03,Mendocino,6120,61
2021-09-03,Merced,36593,512
2021-09-03,Modoc,449,5
2021-09-03,Mono,1428,3
2021-09-03,Monterey,45978,540
2021-09-03,Napa,11866,89
2021-09-03,Nevada,7885,82
2021-09-03,Orange,289673,5253
2021-09-03,Placer,31891,335
2021-09-03,Plumas,1075,5
2021-09-03,Riverside,334302,4653
2021-09-03,Sacramento,140533,1886
2021-09-03,San Benito,6792,64
2021-09-03,San Bernardino,330784,5381
2021-09-03,San Diego,342080,3911
2021-09-03,San Francisco,48232,589
2021-09-03,San Joaquin,89537,1540
2021-09-03,San Luis Obispo,26292,283
2021-09-03,San Mateo,50056,560
2021-09-03,Santa Barbara,40280,489
2021-09-03,Santa Clara,136771,1801
2021-09-03,Santa Cruz,18738,210
2021-09-03,Shasta,16485,226
2021-09-03,Sierra,121,0
2021-09-03,Siskiyou,2646,34
2021-09-03,Solano,42004,300
2021-09-03,Sonoma,38127,358
2021-09-03,Stanislaus,69168,1074
2021-09-03,Sutter,12298,139
2021-09-03,Tehama,6526,72
2021-09-03,Trinity,525,6
2021-09-03,Tulare,57531,872
2021-09-03,Tuolumne,5800,88
2021-09-03,Ventura,91742,1088
2021-09-03,Yolo,17672,235
2021-09-03,Yuba,8637,55
2021-09-02,Alameda,110780,1301
2021-09-02,Alpine,94,0
2021-09-02,Amador,4677,53
2021-09-02,Butte,16666,215
2021-09-02,Calaveras,3126,62
2021-09-02,Colusa,2314,16
2021-09-02,Contra Costa,91228,886
2021-09-02,Del Norte,3065,24
2021-09-02,El Dorado,13900,119
2021-09-02,Fresno,119698,1804
2021-09-02,Glenn,2933,20
2021-09-02,Humboldt,7388,52
2021-09-02,Imperial,30621,751
2021-09-02,Inyo,1574,39
2021-09-02,Kern,110792,1404
2021-09-02,Kings,27225,263
2021-09-02,Lake,5633,78
2021-09-02,Lassen,5868,21
2021-09-02,Los Angeles,1360259,25382
2021-09-02,Madera,19371,247
2021-09-02,Marin,16386,242
2021-09-02,Mariposa,779,5
2021-09-02,Mendocino,6080,61
2021-09-02,Merced,36429,508
2021-09-02,Modoc,449,5
2021-09-02,Mono,1428,3
2021-09-02,Monterey,45927,539
2021-09-02,Napa,11838,88
2021-09-02,Nevada,7833,82
2021-09-02,Orange,289216,5240
2021-09-02,Placer,31755,330
2021-09-02,Plumas,1066,5
2021-09-02,Riverside,333591,4644
2021-09-02,Sacramento,139967,1882
2021-09-02,San Benito,6787,64
2021-09-02,San Bernardino,330173,5369
2021-09-02,San Diego,341133,3909
2021-09-02,San Francisco,48126,587
2021-09-02,San Joaquin,89268,1540
2021-09-02,San Luis Obispo,26209,283
2021-09-02,San Mateo,49969,558
2021-09-02,Santa Barbara,40190,486
2021-09-02,Santa Clara,136469,1799
2021-09-02,Santa Cruz,18705,210
2021-09-02,Shasta,16346,224
2021-09-02,Sierra,121,0
2021-09-02,Siskiyou,2627,34
2021-09-02,Solano,41898,294
2021-09-02,Sonoma,38051,352
2021-09-02,Stanislaus,68919,1074
2021-09-02,Sutter,12227,138
2021-09-02,Tehama,6466,72
2021-09-02,Trinity,521,6
2021-09-02,Tulare,57306,872
2021-09-02,Tuolumne,5745,88
2021-09-02,Ventura,91554,1084
2021-09-02,Yolo,17604,235
2021-09-02,Yuba,8579,55
2021-09-01,Alameda,110511,1299
2021-09-01,Alpine,94,0
2021-09-01,Amador,4661,53
2021-09-01,Butte,16559,215
2021-09-01,Calaveras,3111,59
2021-09-01,Colusa,2310,16
2021-09-01,Contra Costa,91002,877
2021-09-01,Del Norte,3032,24
2021-09-01,El Dorado,13846,119
2021-09-01,Fresno,119178,1800
2021-09-01,Glenn,2906,20
2021-09-01,Humboldt,7339,52
2021-09-01,Imperial,30585,750
2021-09-01,Inyo,1571,39
2021-09-01,Kern,110386,1400
2021-09-01,Kings,27113,263
2021-09-01,Lake,5592,77
2021-09-01,Lassen,5846,21
2021-09-01,Los Angeles,1358128,25341
2021-09-01,Madera,19298,247
2021-09-01,Marin,16366,240
2021-09-01,Mariposa,771,5
2021-09-01,Mendocino,6040,59
2021-09-01,Merced,36277,500
2021-09-01,Modoc,444,5
2021-09-01,Mono,1428,3
2021-09-01,Monterey,45858,539
2021-09-01,Napa,11806,88
2021-09-01,Nevada,7781,82
2021-09-01,Orange,288756,5233
2021-09-01,Placer,31601,330
2021-09-01,Plumas,1059,5
2021-09-01,Riverside,332775,4634
2021-09-01,Sacramento,139364,1875
2021-09-01,San Benito,6770,64
2021-09-01,San Bernardino,329525,5364
2021-09-01,San Diego,340098,3908
2021-09-01,San Francisco,48024,584
2021-09-01,San Joaquin,88948,1540
2021-09-01,San Luis Obispo,26113,283
2021-09-01,San Mateo,49866,558
2021-09-01,Santa Barbara,40073,483
2021-09-01,Santa Clara,136201,1796
2021-09-01,Santa Cruz,18658,210
2021-09-01,Shasta,16214,221
2021-09-01,Sierra,120,0
2021-09-01,Siskiyou,2599,34
2021-09-01,Solano,41756,293
2021-09-01,Sonoma,37957,352
2021-09-01,Stanislaus,68628,1075
2021-09-01,Sutter,12164,136
2021-09-01,Tehama,6432,72
2021-09-01,Trinity,520,5
2021-09-01,Tulare,57022,870
2021-09-01,Tuolumne,5705,88
2021-09-01,Ventura,91332,1089
2021-09-01,Yolo,17552,235
2021-09-01,Yuba,8515,55
2021-08-31,Alameda,110203,1297
2021-08-31,Alpine,92,0
2021-08-31,Amador,4640,53
2021-08-31,Butte,16425,216
2021-08-31,Calaveras,3073,59
2021-08-31,Colusa,2308,16
2021-08-31,Contra Costa,90712,871
2021-08-31,Del Norte,2994,19
2021-08-31,El Dorado,13776,119
2021-08-31,Fresno,118641,1801
2021-08-31,Glenn,2890,20
2021-08-31,Humboldt,7263,52
2021-08-31,Imperial,30548,750
2021-08-31,Inyo,1567,39
2021-08-31,Kern,109896,1393
2021-08-31,Kings,26978,260
2021-08-31,Lake,5549,74
2021-08-31,Lassen,5820,21
2021-08-31,Los Angeles,1355711,25303
2021-08-31,Madera,19209,247
2021-08-31,Marin,16337,240
2021-08-31,Mariposa,762,5
2021-08-31,Mendocino,6000,59
2021-08-31,Merced,36107,498
2021-08-31,Modoc,443,5
2021-08-31,Mono,1412,3
2021-08-31,Monterey,45794,539
2021-08-31,Napa,11759,88
2021-08-31,Nevada,7715,82
2021-08-31,Orange,288165,5229
2021-08-31,Placer,31415,325
2021-08-31,Plumas,1054,5
2021-08-31,Riverside,331810,4627
2021-08-31,Sacramento,138712,1863
2021-08-31,San Benito,6758,64
2021-08-31,San Bernardino,328792,5350
2021-08-31,San Diego,338842,3888
2021-08-31,San Francisco,47889,581
2021-08-31,San Joaquin,88512,1540
2021-08-31,San Luis Obispo,25989,282
2021-08-31,San Mateo,49760,556
2021-08-31,Santa Barbara,39923,481
2021-08-31,Santa Clara,135852,1793
2021-08-31,Santa Cruz,18617,210
2021-08-31,Shasta,16065,220
2021-08-31,Sierra,117,0
2021-08-31,Siskiyou,2583,33
2021-08-31,Solano,41626,289
2021-08-31,Sonoma,37867,352
2021-08-31,Stanislaus,68265,1075
2021-08-31,Sutter,12098,136
2021-08-31,Tehama,6384,72
2021-08-31,Trinity,514,3
2021-08-31,Tulare,56685,870
2021-08-31,Tuolumne,5669,88
2021-08-31,Ventura,91122,1081
2021-08-31,Yolo,17475,234
2021-08-31,Yuba,8463,54
2021-08-30,Alameda,109871,1296
2021-08-30,Alpine,92,0
2021-08-30,Amador,4629,53
2021-08-30,Butte,16279,214
2021-08-30,Calaveras,3054,59
2021-08-30,Colusa,2300,16
2021-08-30,Contra Costa,90455,872
2021-08-30,Del Norte,2951,11
2021-08-30,El Dorado,13708,119
2021-08-30,Fresno,118059,1790
2021-08-30,Glenn,2880,20
2021-08-30,Humboldt,7209,52
2021-08-30,Imperial,30509,750
2021-08-30,Inyo,1563,39
2021-08-30,Kern,109428,1389
2021-08-30,Kings,26860,259
2021-08-30,Lake,5516,74
2021-08-30,Lassen,5798,21
2021-08-30,Los Angeles,1353254,25269
2021-08-30,Madera,19129,247
2021-08-30,Marin,16305,240
2021-08-30,Mariposa,756,5
