date,county,cases,deaths,new_cases,new_deaths
2022-10-01,Alameda,348530,2000,1154,3
2022-10-02,Alameda,348649,2000,1159,2
2022-10-03,Alameda,348858,2001,1145,3
2022-10-04,Alameda,349047,2001,1141,3
2022-10-05,Alameda,349193,2001,1113,2
2022-10-06,Alameda,349357,2001,1113,1
2022-10-07,Alameda,349495,2002,1084,2
2022-10-08,Alameda,349612,2002,1082,2
2022-10-09,Alameda,349701,2003,1052,3
2022-10-10,Alameda,349860,2003,1002,2
2022-10-11,Alameda,350013,2003,966,2
2022-10-12,Alameda,350181,2003,988,2
2022-10-13,Alameda,350308,2004,951,3
2022-10-14,Alameda,350452,2005,957,3
2022-10-15,Alameda,350533,2005,921,3
2022-10-16,Alameda,350636,2006,935,3
2022-10-17,Alameda,350804,2006,944,3
2022-10-18,Alameda,350956,2007,943,4
2022-10-19,Alameda,351085,2009,904,6
2022-10-20,Alameda,351225,2010,917,6
2022-10-21,Alameda,351370,2010,918,5
2022-10-22,Alameda,351452,2010,919,5
2022-10-23,Alameda,351562,2010,926,4
2022-10-24,Alameda,351759,2011,955,5
2022-10-25,Alameda,351921,2012,965,5
2022-10-26,Alameda,352075,2012,990,3
2022-10-27,Alameda,352249,2013,1024,3
2022-10-28,Alameda,352391,2013,1021,3
2022-10-29,Alameda,352482,2013,1030,3
2022-10-30,Alameda,352599,2014,1037,4
2022-10-31,Alameda,352818,2015,1059,4
2022-11-01,Alameda,353042,2015,1121,3
2022-11-02,Alameda,353244,2015,1169,3
2022-11-03,Alameda,353433,2017,1184,4
2022-11-04,Alameda,353621,2019,1230,6
2022-11-05,Alameda,353773,2019,1291,6
2022-11-06,Alameda,353923,2019,1324,5
2022-11-07,Alameda,354160,2019,1342,4
2022-11-08,Alameda,354403,2019,1361,4
2022-11-09,Alameda,354614,2019,1370,4
2022-11-10,Alameda,354849,2020,1416,3
2022-11-11,Alameda,355045,2021,1424,2
2022-11-12,Alameda,355192,2021,1419,2
2022-11-13,Alameda,355345,2021,1422,2
2022-11-14,Alameda,355671,2022,1511,3
2022-11-15,Alameda,355950,2024,1547,5
2022-11-16,Alameda,356187,2024,1573,5
2022-11-17,Alameda,356421,2025,1572,5
2022-11-18,Alameda,356683,2026,1638,5
2022-11-19,Alameda,356879,2027,1687,6
2022-11-20,Alameda,357063,2030,1718,9
2022-11-21,Alameda,357414,2030,1743,8
2022-11-22,Alameda,357698,2030,1748,6
2022-11-23,Alameda,358071,2033,1884,9
2022-11-24,Alameda,358226,2034,1805,9
2022-11-25,Alameda,358540,2034,1857,8
2022-11-26,Alameda,358815,2034,1936,7
2022-11-27,Alameda,359094,2034,2031,4
2022-11-28,Alameda,359692,2035,2278,5
2022-11-29,Alameda,360149,2035,2451,5
2022-11-30,Alameda,360582,2036,2511,3
2022-12-01,Alameda,361016,2037,2790,3
2022-12-02,Alameda,361432,2037,2892,3
2022-12-03,Alameda,361710,2038,2895,4
