date,cases,deaths,new_cases,new_deaths
2020-03-10,2130,3,1401.0,3.0
2020-03-11,2558,3,1734.0,2.0
2020-03-12,3075,4,2140.0,3.0
2020-03-13,3659,3,2565.0,2.0
2020-03-14,4174,4,2916.0,3.0
2020-03-15,4776,5,3337.0,4.0
2020-03-16,5657,5,3886.0,3.0
2020-03-17,6496,7,4366.0,4.0
2020-03-18,7275,15,4717.0,12.0
2020-03-19,8062,18,4987.0,14.0
2020-03-20,9026,24,5367.0,21.0
2020-03-21,9720,26,5546.0,22.0
2020-03-22,10486,34,5710.0,29.0
2020-03-23,11527,37,5870.0,32.0
2020-03-24,12377,48,5881.0,41.0
2020-03-25,13422,63,6147.0,48.0
2020-03-26,14394,77,6332.0,59.0
2020-03-27,15397,100,6371.0,76.0
2020-03-28,16334,233,6614.0,207.0
2020-03-29,17157,134,6671.0,100.0
2020-03-30,18542,149,7015.0,112.0
2020-03-31,19803,170,7426.0,122.0
2020-04-01,21312,202,7890.0,139.0
2020-04-02,22679,236,8285.0,159.0
2020-04-03,24191,275,8794.0,175.0
2020-04-04,25317,318,8983.0,85.0
2020-04-05,26458,342,9301.0,208.0
2020-04-06,27815,372,9273.0,223.0
2020-04-07,29233,441,9430.0,271.0
2020-04-08,30698,490,9386.0,288.0
2020-04-09,32096,539,9417.0,303.0
2020-04-10,33569,581,9378.0,306.0
2020-04-11,34621,620,9304.0,302.0
2020-04-12,35622,658,9164.0,316.0
2020-04-13,37142,692,9327.0,320.0
2020-04-14,38640,788,9407.0,347.0
2020-04-15,40301,870,9603.0,380.0
2020-04-16,41976,950,9880.0,411.0
2020-04-17,43582,1024,10013.0,443.0
2020-04-18,44789,1117,10168.0,497.0
2020-04-19,45873,1147,10251.0,489.0
2020-04-20,47798,1188,10656.0,496.0
2020-04-21,49468,1293,10828.0,505.0
2020-04-22,51234,1396,10933.0,526.0
2020-04-23,53080,1489,11104.0,539.0
2020-04-24,55092,1573,11510.0,549.0
2020-04-25,56711,1647,11922.0,530.0
2020-04-26,57981,1676,12108.0,529.0
2020-04-27,60231,1721,12433.0,533.0
2020-04-28,62333,1809,12865.0,516.0
2020-04-29,64368,1890,13134.0,494.0
2020-04-30,66318,1988,13238.0,499.0
2020-05-01,68549,2083,13457.0,510.0
2020-05-02,69937,2138,13226.0,491.0
2020-05-03,71088,2178,13107.0,502.0
2020-05-04,73488,2221,13257.0,500.0
2020-05-05,76068,2325,13735.0,516.0
2020-05-06,78414,2412,14046.0,522.0
2020-05-07,80557,2493,14239.0,505.0
2020-05-08,82827,2576,14278.0,493.0
2020-05-09,84411,2657,14474.0,519.0
2020-05-10,85737,2691,14649.0,513.0
2020-05-11,88179,2752,14691.0,531.0
2020-05-12,90656,2656,14588.0,331.0
2020-05-13,92961,2926,14547.0,514.0
2020-05-14,95625,3029,15068.0,536.0
2020-05-15,98137,3119,15310.0,543.0
2020-05-16,99868,3180,15457.0,523.0
2020-05-17,101196,3216,15459.0,525.0
2020-05-18,103994,3250,15815.0,498.0
2020-05-19,106406,3374,15750.0,718.0
2020-05-20,109125,3451,16164.0,525.0
2020-05-21,111565,3544,15940.0,515.0
2020-05-22,114089,3589,15952.0,470.0
2020-05-23,115845,3646,15977.0,466.0
2020-05-24,117252,3666,16056.0,450.0
2020-05-25,119481,3679,15487.0,429.0
2020-05-26,123077,3707,16671.0,333.0
2020-05-27,126593,3816,17468.0,365.0
2020-05-28,129772,3904,18207.0,360.0
2020-05-29,133553,3985,19464.0,396.0
2020-05-30,135782,4043,19937.0,397.0
2020-05-31,137371,4080,20119.0,414.0
2020-06-01,141048,4127,21567.0,448.0
2020-06-02,144952,4231,21875.0,524.0
2020-06-03,148366,4298,21773.0,482.0
2020-06-04,151950,4368,22178.0,464.0
2020-06-05,155643,4435,22090.0,450.0
2020-06-06,158347,4501,22565.0,458.0
2020-06-07,160380,4528,23009.0,448.0
2020-06-08,164582,4559,23534.0,432.0
2020-06-09,168578,4663,23626.0,432.0
2020-06-10,172834,4769,24468.0,471.0
2020-06-11,176889,4832,24939.0,464.0
2020-06-12,181362,4879,25719.0,444.0
2020-06-13,185009,4961,26662.0,460.0
2020-06-14,188011,4980,27631.0,452.0
2020-06-15,194440,5002,29858.0,443.0
2020-06-16,200905,5064,32327.0,401.0
2020-06-17,207656,5142,34822.0,373.0
2020-06-18,214419,5250,37530.0,418.0
2020-06-19,221340,5318,39978.0,439.0
2020-06-20,226699,5402,41690.0,441.0
2020-06-21,231048,5425,43037.0,445.0
2020-06-22,240459,5445,46019.0,443.0
2020-06-23,250159,5499,49254.0,435.0
2020-06-24,260024,5603,52368.0,461.0
2020-06-25,269447,5717,55028.0,467.0
2020-06-26,278566,5786,57226.0,468.0
2020-06-27,284835,5811,58136.0,409.0
2020-06-28,290309,5850,59261.0,425.0
2020-06-29,300834,5877,60375.0,432.0
2020-06-30,311364,5978,61205.0,479.0
2020-07-01,322611,6059,62587.0,456.0
2020-07-02,333240,6184,63793.0,467.0
2020-07-03,341233,6247,62667.0,461.0
2020-07-04,346618,6265,61783.0,454.0
2020-07-05,352848,6301,62539.0,451.0
2020-07-06,364647,6362,63813.0,485.0
2020-07-07,377186,6475,65822.0,497.0
2020-07-08,389395,6621,66784.0,562.0
2020-07-09,400575,6787,67335.0,603.0
2020-07-10,412009,6892,70776.0,645.0
2020-07-11,419587,6989,72969.0,724.0
2020-07-12,425483,7014,72635.0,713.0
2020-07-13,437142,7039,72495.0,677.0
2020-07-14,448709,7164,71523.0,689.0
2020-07-15,460315,7283,70920.0,662.0
2020-07-16,471380,7409,70805.0,622.0
2020-07-17,482074,7530,70065.0,638.0
2020-07-18,489404,7620,69817.0,631.0
2020-07-19,494884,7651,69401.0,637.0
2020-07-20,505948,7677,68806.0,638.0
2020-07-21,516063,7793,67354.0,629.0
2020-07-22,525439,7949,65124.0,666.0
2020-07-23,533941,8096,62561.0,687.0
2020-07-24,542226,8241,60152.0,711.0
2020-07-25,548023,8382,58619.0,762.0
2020-07-26,552175,8412,57291.0,761.0
2020-07-27,561259,8436,55311.0,759.0
2020-07-28,570060,8516,53997.0,723.0
2020-07-29,577874,8751,52435.0,802.0
2020-07-30,585114,8939,51173.0,843.0
2020-07-31,592329,9095,50103.0,854.0
2020-08-01,597719,9252,49696.0,870.0
2020-08-02,601290,9326,49115.0,914.0
2020-08-03,608844,9349,47585.0,913.0
2020-08-04,616065,9520,46005.0,1004.0
2020-08-05,622770,9660,44896.0,909.0
2020-08-06,629028,9807,43914.0,868.0
2020-08-07,635471,9982,43142.0,887.0
2020-08-08,639768,10173,42049.0,921.0
2020-08-09,642946,10247,41656.0,921.0
2020-08-10,650042,10272,41198.0,923.0
2020-08-11,656260,10491,40195.0,971.0
2020-08-12,662212,10666,39442.0,1006.0
2020-08-13,667365,10831,38337.0,1024.0
2020-08-14,672563,10994,37092.0,1012.0
2020-08-15,676233,11104,36465.0,931.0
2020-08-16,678916,11114,35970.0,867.0
2020-08-17,684685,11145,34643.0,873.0
2020-08-18,689949,11301,33689.0,810.0
2020-08-19,694624,11466,32412.0,800.0
2020-08-20,699269,11590,31904.0,759.0
2020-08-21,703671,11741,31108.0,747.0
2020-08-22,706783,11945,30550.0,841.0
2020-08-23,709355,11955,30439.0,841.0
2020-08-24,714816,12003,30131.0,858.0
2020-08-25,719742,12158,29793.0,857.0
2020-08-26,724341,12296,29717.0,830.0
2020-08-27,728321,12461,29052.0,871.0
2020-08-28,732240,12569,28569.0,828.0
2020-08-29,734867,12745,28084.0,800.0
2020-08-30,737122,12757,27767.0,802.0
2020-08-31,741468,12795,26652.0,792.0
2020-09-01,746074,12953,26332.0,795.0
2020-09-02,750111,13120,25770.0,824.0
2020-09-03,753785,13292,25464.0,831.0
2020-09-04,757247,13469,25007.0,900.0
2020-09-05,759504,13592,24637.0,847.0
2020-09-06,761482,13596,24360.0,839.0
2020-09-07,763818,13647,22350.0,852.0
2020-09-08,768074,13727,22000.0,774.0
2020-09-09,771690,13847,21579.0,727.0
2020-09-10,774917,13963,21132.0,671.0
2020-09-11,778287,14082,21040.0,613.0
2020-09-12,780627,14210,21123.0,618.0
2020-09-13,782668,14211,21186.0,615.0
2020-09-14,786851,14260,23033.0,613.0
2020-09-15,790611,14411,22537.0,684.0
2020-09-16,794411,14517,22721.0,670.0
2020-09-17,797715,14627,22798.0,664.0
2020-09-18,801168,14762,22881.0,680.0
2020-09-19,803652,14848,23025.0,638.0
2020-09-20,805817,14873,23149.0,662.0
2020-09-21,809899,14900,23048.0,640.0
2020-09-22,813600,15038,22989.0,627.0
2020-09-23,817371,15154,22960.0,637.0
2020-09-24,820718,15256,23003.0,629.0
2020-09-25,824210,15361,23042.0,599.0
2020-09-26,826574,15432,22922.0,584.0
2020-09-27,828645,15451,22828.0,578.0
2020-09-28,832712,15462,22813.0,562.0
2020-09-29,836505,15657,22905.0,619.0
2020-09-30,840227,15757,22856.0,603.0
2020-10-01,843941,15918,23223.0,662.0
2020-10-02,847289,15932,23079.0,571.0
2020-10-03,849954,15999,23380.0,567.0
2020-10-04,852179,16020,23534.0,569.0
2020-10-05,856486,16046,23774.0,584.0
2020-10-06,860226,16131,23721.0,474.0
2020-10-07,863949,16225,23722.0,468.0
2020-10-08,867721,16298,23780.0,380.0
2020-10-09,871273,16380,23984.0,448.0
2020-10-10,874285,16460,24331.0,461.0
2020-10-11,876506,16470,24327.0,450.0
2020-10-12,880835,16480,24349.0,434.0
2020-10-13,884685,16522,24459.0,391.0
2020-10-14,888507,16621,24558.0,396.0
2020-10-15,892418,16712,24697.0,414.0
2020-10-16,896235,16790,24962.0,410.0
2020-10-17,899195,16883,24910.0,423.0
2020-10-18,901744,16894,25238.0,424.0
2020-10-19,906776,16908,25941.0,428.0
2020-10-20,911434,16987,26749.0,465.0
2020-10-21,915858,17123,27351.0,502.0
2020-10-22,920035,17185,27617.0,473.0
2020-10-23,924595,17231,28360.0,441.0
2020-10-24,927850,17285,28655.0,402.0
2020-10-25,930754,17298,29010.0,404.0
2020-10-26,936235,17313,29459.0,405.0
2020-10-27,941070,17429,29636.0,442.0
2020-10-28,945983,17502,30125.0,379.0
2020-10-29,950850,17547,30815.0,362.0
2020-10-30,956383,17605,31788.0,374.0
2020-10-31,960843,17662,32993.0,377.0
2020-11-01,965824,17683,35070.0,385.0
2020-11-02,974290,17692,38055.0,379.0
2020-11-03,982557,17771,41487.0,342.0
2020-11-04,991017,17833,45034.0,331.0
2020-11-05,999164,17898,48314.0,351.0
2020-11-06,1007690,17944,51307.0,339.0
2020-11-07,1014112,18022,53269.0,360.0
2020-11-08,1019647,18019,53823.0,336.0
2020-11-09,1030759,18027,56469.0,335.0
2020-11-10,1041678,18094,59121.0,323.0
2020-11-11,1052307,18137,61290.0,304.0
2020-11-12,1063874,18163,64710.0,265.0
2020-11-13,1076344,18237,68654.0,293.0
2020-11-14,1086251,18302,72139.0,280.0
2020-11-15,1095395,18323,75748.0,304.0
2020-11-16,1113054,18343,82295.0,316.0
2020-11-17,1130177,18395,88499.0,301.0
2020-11-18,1147415,18502,95108.0,365.0
2020-11-19,1164113,18593,100239.0,430.0
2020-11-20,1181553,18681,105209.0,444.0
2020-11-21,1193890,18754,107639.0,452.0
2020-11-22,1204144,18796,108749.0,473.0
2020-11-23,1225251,18817,112197.0,474.0
2020-11-24,1245897,18930,115720.0,535.0
2020-11-25,1266655,19031,119240.0,529.0
2020-11-26,1275897,19109,111784.0,516.0
2020-11-27,1294046,19154,112493.0,473.0
2020-11-28,1312240,19189,118350.0,435.0
2020-11-29,1328357,19220,124213.0,424.0
2020-11-30,1361069,19249,135818.0,432.0
2020-12-01,1395578,19368,149681.0,438.0
2020-12-02,1429184,19481,162529.0,450.0
2020-12-03,1461196,19682,185299.0,573.0
2020-12-04,1493238,19808,199192.0,654.0
2020-12-05,1517763,19930,205523.0,741.0
2020-12-06,1536241,20028,207884.0,808.0
2020-12-07,1577467,20087,216398.0,838.0
2020-12-08,1618965,20255,223387.0,887.0
2020-12-09,1660749,20458,231565.0,977.0
2020-12-10,1701703,20643,240507.0,961.0
2020-12-11,1741865,20812,248627.0,1004.0
2020-12-12,1772713,20995,254950.0,1065.0
2020-12-13,1793802,21088,257561.0,1060.0
2020-12-14,1843304,21178,265837.0,1091.0
2020-12-15,1891829,21410,272864.0,1155.0
2020-12-16,1937808,21817,277059.0,1359.0
2020-12-17,1982522,22080,280819.0,1437.0
2020-12-18,2024353,22346,282488.0,1534.0
2020-12-19,2054264,22571,281551.0,1576.0
2020-12-20,2075382,22715,281580.0,1627.0
2020-12-21,2123931,22826,280627.0,1648.0
2020-12-22,2172971,23097,281142.0,1687.0
2020-12-23,2218343,23384,280535.0,1567.0
2020-12-24,2245320,23724,262798.0,1644.0
2020-12-25,2258802,23902,234449.0,1556.0
2020-12-26,2293590,24121,239326.0,1550.0
2020-12-27,2320139,24195,244757.0,1480.0
2020-12-28,2378234,24311,254303.0,1485.0
2020-12-29,2436813,24738,263842.0,1641.0
2020-12-30,2490790,25374,272447.0,1990.0
2020-12-31,2526435,25802,281115.0,2078.0
2021-01-01,2546280,26236,287478.0,2334.0
2021-01-02,2583685,26494,290095.0,2373.0
2021-01-03,2610926,26480,290787.0,2285.0
2021-01-04,2671416,26807,293182.0,2496.0
2021-01-05,2726235,27222,289422.0,2484.0
2021-01-06,2776653,27811,285863.0,2437.0
2021-01-07,2821611,28366,295176.0,2564.0
2021-01-08,2862605,28996,316325.0,2760.0
2021-01-09,2891168,29496,307483.0,3002.0
2021-01-10,2910308,29911,299382.0,3431.0
2021-01-11,2952262,30105,280846.0,3298.0
2021-01-12,2990851,30685,264616.0,3463.0
2021-01-13,3025475,31222,248822.0,3411.0
2021-01-14,3057262,31647,235651.0,3281.0
2021-01-15,3086240,32250,223635.0,3254.0
2021-01-16,3106202,32813,215034.0,3317.0
2021-01-17,3119833,33139,209525.0,3228.0
2021-01-18,3143402,33364,191140.0,3259.0
2021-01-19,3170718,33690,179867.0,3005.0
2021-01-20,3195857,34345,170382.0,3123.0
2021-01-21,3217884,35029,160622.0,3382.0
2021-01-22,3237567,35544,151327.0,3294.0
2021-01-23,3251015,36208,144813.0,3395.0
2021-01-24,3261389,36448,141556.0,3309.0
2021-01-25,3281506,36660,138104.0,3296.0
2021-01-26,3299280,37326,128562.0,3636.0
2021-01-27,3315026,38070,119169.0,3725.0
2021-01-28,3329606,38667,111722.0,3638.0
2021-01-29,3342368,39323,104801.0,3779.0
2021-01-30,3352437,39913,101422.0,3705.0
2021-01-31,3360398,40263,99009.0,3815.0
2021-02-01,3375667,40457,94161.0,3797.0
2021-02-02,3388307,41018,89027.0,3692.0
2021-02-03,3399838,41634,84812.0,3564.0
2021-02-04,3409999,42413,80393.0,3746.0
2021-02-05,3419450,43018,77082.0,3695.0
2021-02-06,3426124,43456,73687.0,3543.0
2021-02-07,3431273,43735,70875.0,3472.0
2021-02-08,3440721,43905,65054.0,3448.0
2021-02-09,3448453,44425,60146.0,3407.0
2021-02-10,3455956,44990,56118.0,3356.0
2021-02-11,3462556,45520,52557.0,3107.0
2021-02-12,3468746,45986,49296.0,2968.0
2021-02-13,3473194,46457,47070.0,3001.0
2021-02-14,3476721,46719,45448.0,2984.0
2021-02-15,3481969,46795,41248.0,2890.0
2021-02-16,3487599,47086,39146.0,2661.0
2021-02-17,3492674,47537,36718.0,2547.0
2021-02-18,3497075,47973,34519.0,2453.0
2021-02-19,3501251,48414,32505.0,2428.0
2021-02-20,3504352,48807,31158.0,2350.0
2021-02-21,3506979,49039,30258.0,2320.0
2021-02-22,3511603,49129,29634.0,2334.0
2021-02-23,3515622,49470,28023.0,2384.0
2021-02-24,3519498,50648,26824.0,3111.0
2021-02-25,3522951,51121,25876.0,3148.0
2021-02-26,3526311,51505,25060.0,3091.0
2021-02-27,3528834,51794,24482.0,2987.0
2021-02-28,3531019,52032,24040.0,2993.0
2021-03-01,3534771,52129,23168.0,3000.0
2021-03-02,3538032,52429,22410.0,2959.0
2021-03-03,3541230,52823,21732.0,2175.0
2021-03-04,3544164,53194,21213.0,2073.0
2021-03-05,3547103,53464,20792.0,1959.0
2021-03-06,3549302,53722,20468.0,1928.0
2021-03-07,3551251,53828,20232.0,1796.0
2021-03-08,3554584,53878,19813.0,1749.0
2021-03-09,3557415,54320,19383.0,1891.0
2021-03-10,3560174,54590,18944.0,1767.0
2021-03-11,3562769,54878,18605.0,1684.0
2021-03-12,3565269,55095,18166.0,1631.0
2021-03-13,3567165,55235,17863.0,1513.0
2021-03-14,3568771,55330,17520.0,1502.0
2021-03-15,3571648,55372,17064.0,1494.0
2021-03-16,3574160,55577,16745.0,1257.0
2021-03-17,3576796,55795,16622.0,1205.0
2021-03-18,3579012,56027,16243.0,1149.0
2021-03-19,3581192,56072,15923.0,977.0
2021-03-20,3582905,56118,15740.0,883.0
2021-03-21,3584505,56545,15734.0,1215.0
2021-03-22,3587208,56596,15560.0,1224.0
2021-03-23,3589713,56850,15553.0,1273.0
2021-03-24,3592390,57091,15594.0,1296.0
2021-03-25,3594681,57336,15669.0,1309.0
2021-03-26,3596949,57551,15757.0,1479.0
2021-03-27,3598618,57746,15713.0,1628.0
2021-03-28,3600221,57778,15716.0,1233.0
2021-03-29,3602931,57788,15723.0,1192.0
2021-03-30,3605360,57936,15647.0,1086.0
2021-03-31,3607741,58090,15351.0,999.0
2021-04-01,3610078,58269,15397.0,933.0
2021-04-02,3612311,58404,15362.0,853.0
2021-04-03,3614013,58513,15395.0,767.0
2021-04-04,3615564,58534,15343.0,756.0
2021-04-05,3618442,58541,15511.0,753.0
2021-04-06,3620991,58659,15631.0,723.0
2021-04-07,3623608,58788,15867.0,698.0
2021-04-08,3625886,58942,15808.0,673.0
2021-04-09,3628159,59113,15848.0,709.0
2021-04-10,3629976,59218,15963.0,705.0
2021-04-11,3631541,59249,15977.0,715.0
2021-04-12,3634255,59258,15813.0,717.0
2021-04-13,3636672,59372,15681.0,713.0
2021-04-14,3639058,59508,15450.0,720.0
2021-04-15,3641171,59587,15285.0,645.0
2021-04-16,3643223,59690,15064.0,577.0
2021-04-17,3644777,59768,14801.0,550.0
2021-04-18,3646205,59772,14664.0,523.0
2021-04-19,3648641,59804,14386.0,546.0
2021-04-20,3650767,59890,14095.0,518.0
2021-04-21,3652761,59992,13703.0,484.0
2021-04-22,3654602,60086,13431.0,499.0
2021-04-23,3656421,60135,13198.0,445.0
2021-04-24,3657792,60188,13015.0,420.0
2021-04-25,3659008,60203,12803.0,431.0
2021-04-26,3661111,60208,12470.0,404.0
2021-04-27,3662985,60273,12218.0,383.0
2021-04-28,3664807,60362,12046.0,370.0
2021-04-29,3666467,60467,11865.0,381.0
2021-04-30,3668112,60625,11691.0,490.0
2021-05-01,3669387,60748,11595.0,560.0
2021-05-02,3670490,60763,11482.0,560.0
2021-05-03,3672456,60765,11345.0,557.0
2021-05-04,3674053,60862,11068.0,589.0
2021-05-05,3675749,60927,10942.0,565.0
2021-05-06,3677273,61027,10806.0,560.0
2021-05-07,3678713,61167,10601.0,542.0
2021-05-08,3679762,61228,10375.0,480.0
2021-05-09,3680702,61241,10212.0,478.0
2021-05-10,3682335,61246,9879.0,481.0
2021-05-11,3683800,61305,9747.0,443.0
2021-05-12,3685152,61351,9403.0,424.0
2021-05-13,3686350,61417,9077.0,390.0
2021-05-14,3687529,61444,8816.0,277.0
2021-05-15,3688430,61499,8668.0,271.0
2021-05-16,3689243,61510,8541.0,269.0
2021-05-17,3690584,61513,8249.0,267.0
2021-05-18,3691815,61555,8015.0,250.0
2021-05-19,3693006,61603,7854.0,252.0
2021-05-20,3694005,61672,7655.0,255.0
2021-05-21,3694953,61722,7424.0,278.0
2021-05-22,3695663,61755,7233.0,256.0
2021-05-23,3696325,61762,7082.0,252.0
2021-05-24,3697531,61770,6947.0,257.0
2021-05-25,3698572,61824,6757.0,269.0
2021-05-26,3699555,61855,6549.0,252.0
2021-05-27,3700477,62025,6472.0,353.0
2021-05-28,3701339,61999,6386.0,277.0
2021-05-29,3701942,62006,6279.0,251.0
2021-05-30,3702527,62011,6202.0,249.0
2021-05-31,3703121,62021,5590.0,251.0
2021-06-01,3704332,62044,5760.0,220.0
2021-06-02,3705375,62092,5820.0,237.0
2021-06-03,3706371,62179,5894.0,154.0
2021-06-04,3707222,62242,5883.0,243.0
2021-06-05,3707865,62470,5923.0,464.0
2021-06-06,3708475,62473,5948.0,462.0
2021-06-07,3709518,62479,6397.0,458.0
2021-06-08,3710570,62499,6238.0,455.0
2021-06-09,3711497,62538,6122.0,446.0
2021-06-10,3712373,62593,6002.0,414.0
2021-06-11,3713226,62508,6004.0,266.0
2021-06-12,3713903,62512,6038.0,42.0
2021-06-13,3714604,62505,6129.0,32.0
2021-06-14,3715758,62515,6240.0,36.0
2021-06-15,3716807,62534,6237.0,35.0
2021-06-16,3717869,62565,6372.0,27.0
2021-06-17,3718895,62622,6522.0,29.0
2021-06-18,3719825,62654,6599.0,146.0
2021-06-19,3720579,62689,6676.0,177.0
2021-06-20,3721380,62693,6776.0,188.0
2021-06-21,3722781,62701,7023.0,186.0
2021-06-22,3724089,62741,7282.0,207.0
2021-06-23,3725321,62822,7452.0,257.0
2021-06-24,3726718,62890,7823.0,268.0
2021-06-25,3728026,62945,8201.0,291.0
2021-06-26,3729102,62990,8523.0,301.0
2021-06-27,3730273,62994,8893.0,301.0
2021-06-28,3732206,62999,9425.0,298.0
2021-06-29,3734086,63023,9997.0,282.0
2021-06-30,3736114,63096,10793.0,274.0
2021-07-01,3738274,63141,11556.0,251.0
2021-07-02,3740291,63141,12265.0,196.0
2021-07-03,3741972,63141,12870.0,151.0
2021-07-04,3743527,63141,13254.0,147.0
2021-07-05,3746318,63238,14112.0,239.0
2021-07-06,3749926,63259,15840.0,236.0
2021-07-07,3753683,63317,17569.0,221.0
2021-07-08,3757250,63376,18976.0,235.0
2021-07-09,3760850,63376,20559.0,235.0
2021-07-10,3763981,63376,22009.0,235.0
2021-07-11,3767112,63472,23585.0,331.0
2021-07-12,3772482,63478,26164.0,240.0
2021-07-13,3777881,63508,27955.0,249.0
2021-07-14,3783441,63533,29758.0,216.0
2021-07-15,3789305,63598,32055.0,222.0
2021-07-16,3795280,63598,34430.0,222.0
2021-07-17,3799954,63598,35973.0,222.0
2021-07-18,3804763,63649,37651.0,177.0
2021-07-19,3813161,63653,40679.0,175.0
2021-07-20,3821523,63664,43642.0,156.0
2021-07-21,3830307,63695,46866.0,162.0
2021-07-22,3838641,63741,49336.0,143.0
2021-07-23,3846776,63741,51496.0,143.0
2021-07-24,3853546,63741,53592.0,143.0
2021-07-25,3859977,63806,55214.0,157.0
2021-07-26,3871706,63811,58545.0,158.0
2021-07-27,3882962,63849,61439.0,185.0
2021-07-28,3894760,63891,64453.0,196.0
2021-07-29,3906487,63935,67846.0,194.0
2021-07-30,3917581,63935,70805.0,194.0
2021-07-31,3926080,63935,72534.0,194.0
2021-08-01,3934612,64085,74635.0,279.0
2021-08-02,3948721,64096,77015.0,285.0
2021-08-03,3963046,64150,80084.0,301.0
2021-08-04,3977136,64206,82376.0,315.0
2021-08-05,3991073,64243,84586.0,308.0
2021-08-06,4003954,64276,86373.0,341.0
2021-08-07,4013655,64312,87575.0,377.0
2021-08-08,4022374,64318,87762.0,233.0
2021-08-09,4038661,64328,89940.0,232.0
2021-08-10,4054856,63976,91810.0,-174.0
2021-08-11,4070353,64037,93217.0,-169.0
2021-08-12,4084934,64098,93861.0,-145.0
2021-08-13,4098675,64138,94721.0,-138.0
2021-08-14,4108258,64183,94603.0,-129.0
2021-08-15,4116445,64194,94071.0,-124.0
2021-08-16,4132546,64201,93885.0,-127.0
2021-08-17,4148044,64291,93188.0,315.0
2021-08-18,4163078,64383,92725.0,346.0
2021-08-19,4176967,64503,92033.0,405.0
2021-08-20,4190373,64585,91698.0,447.0
2021-08-21,4199252,64674,90994.0,491.0
2021-08-22,4206806,64677,90361.0,483.0
2021-08-23,4222119,64694,89573.0,493.0
2021-08-24,4236169,64802,88125.0,511.0
2021-08-25,4249718,64931,86640.0,548.0
