date,county,cases,deaths,new_cases,new_deaths
2020-10-01,Alameda,21937,379,509,10
2020-10-02,Alameda,21998,381,495,11
2020-10-03,Alameda,22052,382,495,11
2020-10-04,Alameda,22098,382,483,11
2020-10-05,Alameda,22194,382,497,11
2020-10-06,Alameda,22282,382,498,7
2020-10-07,Alameda,22373,383,514,8
2020-10-08,Alameda,22450,385,513,6
2020-10-09,Alameda,22531,386,533,5
2020-10-10,Alameda,22579,387,527,5
2020-10-11,Alameda,22629,388,531,6
2020-10-12,Alameda,22719,389,525,7
2020-10-13,Alameda,22798,390,516,8
2020-10-14,Alameda,22902,391,529,8
2020-10-15,Alameda,23001,392,551,7
2020-10-16,Alameda,23069,392,538,6
2020-10-17,Alameda,23123,392,544,5
2020-10-18,Alameda,23168,392,539,4
2020-10-19,Alameda,23272,393,553,4
2020-10-20,Alameda,23382,393,584,3
2020-10-21,Alameda,23484,394,582,3
2020-10-22,Alameda,23572,394,571,2
2020-10-23,Alameda,23673,394,604,2
2020-10-24,Alameda,23746,395,623,3
2020-10-25,Alameda,23817,396,649,4
2020-10-26,Alameda,23924,396,652,3
2020-10-27,Alameda,24037,396,655,3
2020-10-28,Alameda,24152,398,668,4
2020-10-29,Alameda,24252,403,680,9
2020-10-30,Alameda,24415,403,742,9
2020-10-31,Alameda,24495,405,749,10
2020-11-01,Alameda,24611,408,794,12
2020-11-02,Alameda,24774,409,850,13
2020-11-03,Alameda,24970,409,933,13
2020-11-04,Alameda,25154,410,1002,12
2020-11-05,Alameda,25330,411,1078,8
2020-11-06,Alameda,25506,412,1091,9
2020-11-07,Alameda,25638,412,1143,7
2020-11-08,Alameda,25748,414,1137,6
2020-11-09,Alameda,25978,414,1204,5
2020-11-10,Alameda,26224,414,1254,5
2020-11-11,Alameda,26454,414,1300,4
2020-11-12,Alameda,26698,418,1368,7
2020-11-13,Alameda,26965,421,1459,9
2020-11-14,Alameda,27181,423,1543,11
2020-11-15,Alameda,27448,424,1700,10
2020-11-16,Alameda,27765,426,1787,12
2020-11-17,Alameda,28112,427,1888,13
2020-11-18,Alameda,28440,428,1986,14
2020-11-19,Alameda,28704,429,2006,11
2020-11-20,Alameda,29050,429,2085,8
2020-11-21,Alameda,29264,429,2083,6
2020-11-22,Alameda,29451,429,2003,5
2020-11-23,Alameda,29889,429,2124,3
2020-11-24,Alameda,30306,431,2194,4
2020-11-25,Alameda,30782,432,2342,4
2020-11-26,Alameda,30997,433,2293,4
2020-11-27,Alameda,31412,434,2362,5
2020-11-28,Alameda,31856,436,2592,7
2020-11-29,Alameda,32166,439,2715,10
2020-11-30,Alameda,32956,444,3067,15
2020-12-01,Alameda,33776,444,3470,13
2020-12-02,Alameda,34469,446,3687,14
2020-12-03,Alameda,35098,450,4101,17
2020-12-04,Alameda,35866,451,4454,17
2020-12-05,Alameda,36416,456,4560,20
2020-12-06,Alameda,36774,464,4608,25
2020-12-07,Alameda,37768,468,4812,24
2020-12-08,Alameda,38633,476,4857,32
2020-12-09,Alameda,39534,480,5065,34
2020-12-10,Alameda,40370,482,5272,32
2020-12-11,Alameda,41141,487,5275,36
2020-12-12,Alameda,41708,494,5292,38
2020-12-13,Alameda,42151,499,5377,35
2020-12-14,Alameda,43352,505,5584,37
2020-12-15,Alameda,44251,512,5618,36
2020-12-16,Alameda,45110,515,5576,35
2020-12-17,Alameda,45966,526,5596,44
2020-12-18,Alameda,46772,534,5631,47
2020-12-19,Alameda,47308,547,5600,53
2020-12-20,Alameda,47757,553,5606,54
2020-12-21,Alameda,48641,560,5289,55
2020-12-22,Alameda,49543,568,5292,56
2020-12-23,Alameda,50429,578,5319,63
2020-12-24,Alameda,51006,589,5040,63
2020-12-25,Alameda,51363,600,4591,66
2020-12-26,Alameda,51932,609,4624,62
2020-12-27,Alameda,52556,615,4799,62
2020-12-28,Alameda,53798,627,5157,67
2020-12-29,Alameda,54840,640,5297,72
2020-12-30,Alameda,55910,650,5481,72
2020-12-31,Alameda,56691,664,5685,75
2020-10-01,Alpine,3,0,0,0
2020-10-02,Alpine,3,0,0,0
2020-10-03,Alpine,3,0,0,0
2020-10-04,Alpine,3,0,0,0
2020-10-05,Alpine,3,0,0,0
2020-10-06,Alpine,3,0,0,0
2020-10-07,Alpine,3,0,0,0
2020-10-08,Alpine,3,0,0,0
2020-10-09,Alpine,3,0,0,0
2020-10-10,Alpine,3,0,0,0
2020-10-11,Alpine,3,0,0,0
2020-10-12,Alpine,3,0,0,0
2020-10-13,Alpine,3,0,0,0
2020-10-14,Alpine,3,0,0,0
2020-10-15,Alpine,3,0,0,0
2020-10-16,Alpine,3,0,0,0
2020-10-17,Alpine,3,0,0,0
2020-10-18,Alpine,3,0,0,0
2020-10-19,Alpine,3,0,0,0
2020-10-20,Alpine,3,0,0,0
2020-10-21,Alpine,3,0,0,0
2020-10-22,Alpine,3,0,0,0
2020-10-23,Alpine,3,0,0,0
2020-10-24,Alpine,3,0,0,0
2020-10-25,Alpine,3,0,0,0
2020-10-26,Alpine,4,0,1,0
2020-10-27,Alpine,6,0,3,0
2020-10-28,Alpine,6,0,3,0
2020-10-29,Alpine,7,0,4,0
2020-10-30,Alpine,10,0,7,0
2020-10-31,Alpine,10,0,7,0
2020-11-01,Alpine,10,0,7,0
2020-11-02,Alpine,16,0,12,0
2020-11-03,Alpine,19,0,13,0
2020-11-04,Alpine,20,0,14,0
2020-11-05,Alpine,24,0,17,0
2020-11-06,Alpine,24,0,14,0
2020-11-07,Alpine,24,0,14,0
2020-11-08,Alpine,24,0,14,0
2020-11-09,Alpine,27,0,11,0
2020-11-10,Alpine,29,0,10,0
2020-11-11,Alpine,29,0,9,0
2020-11-12,Alpine,34,0,10,0
2020-11-13,Alpine,35,0,11,0
2020-11-14,Alpine,35,0,11,0
2020-11-15,Alpine,35,0,11,0
2020-11-16,Alpine,37,0,10,0
2020-11-17,Alpine,40,0,11,0
2020-11-18,Alpine,42,0,13,0
2020-11-19,Alpine,43,0,9,0
2020-11-20,Alpine,46,0,11,0
2020-11-21,Alpine,46,0,11,0
2020-11-22,Alpine,46,0,11,0
2020-11-23,Alpine,49,0,12,0
2020-11-24,Alpine,51,0,11,0
2020-11-25,Alpine,51,0,9,0
2020-11-26,Alpine,51,0,8,0
2020-11-27,Alpine,51,0,5,0
2020-11-28,Alpine,51,0,5,0
2020-11-29,Alpine,51,0,5,0
2020-11-30,Alpine,54,0,5,0
2020-12-01,Alpine,56,0,5,0
2020-12-02,Alpine,56,0,5,0
2020-12-03,Alpine,57,0,6,0
2020-12-04,Alpine,58,0,7,0
2020-12-05,Alpine,58,0,7,0
2020-12-06,Alpine,59,0,8,0
2020-12-07,Alpine,63,0,9,0
2020-12-08,Alpine,64,0,8,0
2020-12-09,Alpine,65,0,9,0
2020-12-10,Alpine,65,0,8,0
2020-12-11,Alpine,65,0,7,0
