date,county,cases,deaths,new_cases,new_deaths
2020-07-01,Alameda,7593,139,1249,5
2020-07-02,Alameda,7811,143,1305,9
2020-07-03,Alameda,7937,144,1242,8
2020-07-04,Alameda,8058,145,1277,9
2020-07-05,Alameda,8170,145,1293,7
2020-07-06,Alameda,8419,145,1281,7
2020-07-07,Alameda,8654,147,1308,8
2020-07-08,Alameda,8974,149,1381,10
2020-07-09,Alameda,9266,151,1455,8
2020-07-10,Alameda,9495,154,1558,10
2020-07-11,Alameda,9652,157,1594,12
2020-07-12,Alameda,9755,159,1585,14
2020-07-13,Alameda,10025,160,1606,15
2020-07-14,Alameda,10329,163,1675,16
2020-07-15,Alameda,10670,164,1696,15
2020-07-16,Alameda,10875,166,1609,15
2020-07-17,Alameda,11108,171,1613,17
2020-07-18,Alameda,11249,171,1597,14
2020-07-19,Alameda,11386,172,1631,13
2020-07-20,Alameda,11626,172,1601,12
2020-07-21,Alameda,11877,174,1548,11
2020-07-22,Alameda,12091,175,1421,11
2020-07-23,Alameda,12308,178,1433,12
2020-07-24,Alameda,12551,179,1443,8
2020-07-25,Alameda,12692,182,1443,11
2020-07-26,Alameda,12789,182,1403,10
2020-07-27,Alameda,13028,186,1402,14
2020-07-28,Alameda,13256,187,1379,13
2020-07-29,Alameda,13486,193,1395,18
2020-07-30,Alameda,13707,195,1399,17
2020-07-31,Alameda,13912,197,1361,18
2020-08-01,Alameda,14041,200,1349,18
2020-08-02,Alameda,14153,201,1364,19
2020-08-03,Alameda,14400,204,1372,18
2020-08-04,Alameda,14580,208,1324,21
2020-08-05,Alameda,14797,210,1311,17
2020-08-06,Alameda,15013,213,1306,18
2020-08-07,Alameda,15235,216,1323,19
2020-08-08,Alameda,15345,219,1304,19
2020-08-09,Alameda,15455,220,1302,19
2020-08-10,Alameda,15736,224,1336,20
2020-08-11,Alameda,15976,227,1396,19
2020-08-12,Alameda,16237,230,1440,20
2020-08-13,Alameda,16450,230,1437,17
2020-08-14,Alameda,16731,232,1496,16
2020-08-15,Alameda,16871,237,1526,18
2020-08-16,Alameda,16948,237,1493,17
2020-08-17,Alameda,17239,240,1503,16
2020-08-18,Alameda,17432,244,1456,17
2020-08-19,Alameda,17610,249,1373,19
2020-08-20,Alameda,17768,253,1318,23
2020-08-21,Alameda,17928,256,1197,24
2020-08-22,Alameda,18020,260,1149,23
2020-08-23,Alameda,18114,262,1166,25
2020-08-24,Alameda,18337,271,1098,31
2020-08-25,Alameda,18532,272,1100,28
2020-08-26,Alameda,18689,276,1079,27
2020-08-27,Alameda,18852,281,1084,28
2020-08-28,Alameda,18997,285,1069,29
2020-08-29,Alameda,19080,291,1060,31
2020-08-30,Alameda,19147,298,1033,36
2020-08-31,Alameda,19272,298,935,27
2020-09-01,Alameda,19419,301,887,29
2020-09-02,Alameda,19557,305,868,29
2020-09-03,Alameda,19675,308,823,27
2020-09-04,Alameda,19778,311,781,26
2020-09-05,Alameda,19847,316,767,25
2020-09-06,Alameda,19893,321,746,23
2020-09-07,Alameda,19951,323,679,25
2020-09-08,Alameda,20072,325,653,24
2020-09-09,Alameda,20181,328,624,23
2020-09-10,Alameda,20260,332,585,24
2020-09-11,Alameda,20334,334,556,23
2020-09-12,Alameda,20389,337,542,21
2020-09-13,Alameda,20448,338,555,17
2020-09-14,Alameda,20554,340,603,17
2020-09-15,Alameda,20681,342,609,17
2020-09-16,Alameda,20787,345,606,17
2020-09-17,Alameda,20885,352,625,20
2020-09-18,Alameda,20984,353,650,19
