date,county,cases,deaths,new_cases,new_deaths
2023-04-01,Alameda,383280,2142,565,1
2023-04-02,Alameda,383334,2143,568,2
2023-04-03,Alameda,383447,2144,575,3
2023-04-04,Alameda,383522,2144,573,3
2023-04-05,Alameda,383612,2144,584,2
2023-04-06,Alameda,383706,2144,586,2
2023-04-07,Alameda,383779,2144,565,2
2023-04-08,Alameda,383830,2145,550,3
2023-04-09,Alameda,383881,2146,547,3
2023-04-10,Alameda,383988,2147,541,3
2023-04-11,Alameda,384075,2147,553,3
2023-04-12,Alameda,384168,2149,556,5
2023-04-13,Alameda,384261,2149,555,5
2023-04-14,Alameda,384338,2149,559,5
2023-04-15,Alameda,384390,2149,560,4
2023-04-16,Alameda,384460,2150,579,4
2023-04-17,Alameda,384560,2150,572,3
2023-04-18,Alameda,384649,2150,574,3
2023-04-19,Alameda,384736,2150,568,1
2023-04-20,Alameda,384822,2151,561,2
2023-04-21,Alameda,384903,2151,565,2
2023-04-22,Alameda,384959,2151,569,2
2023-04-23,Alameda,385014,2152,554,2
2023-04-24,Alameda,385117,2153,557,3
2023-04-25,Alameda,385202,2154,553,4
2023-04-26,Alameda,385268,2154,532,4
2023-04-27,Alameda,385335,2154,513,3
2023-04-28,Alameda,385403,2154,500,3
2023-04-29,Alameda,385448,2154,489,3
2023-04-30,Alameda,385487,2154,473,2
2023-05-01,Alameda,385570,2154,453,1
2023-05-02,Alameda,385646,2154,444,0
2023-05-03,Alameda,385708,2154,440,0
2023-05-04,Alameda,385769,2154,434,0
2023-05-05,Alameda,385818,2154,415,0
2023-05-06,Alameda,385883,2154,435,0
2023-05-07,Alameda,385923,2154,436,0
2023-05-08,Alameda,386005,2154,435,0
2023-05-09,Alameda,386074,2154,428,0
2023-05-10,Alameda,386151,2154,443,0
2023-05-11,Alameda,386221,2155,452,1
2023-05-12,Alameda,386293,2155,475,1
2023-05-13,Alameda,386336,2155,453,1
2023-05-14,Alameda,386379,2155,456,1
2023-05-15,Alameda,386468,2156,463,2
2023-05-16,Alameda,386535,2156,461,2
2023-05-17,Alameda,386595,2156,444,2
2023-05-18,Alameda,386646,2156,425,1
2023-05-19,Alameda,386704,2156,411,1
2023-05-20,Alameda,386737,2156,401,1
2023-05-21,Alameda,386773,2156,394,1
2023-05-22,Alameda,386875,2156,407,0
2023-05-23,Alameda,386931,2156,396,0
2023-05-24,Alameda,386989,2156,394,0
2023-05-25,Alameda,387040,2156,394,0
2023-05-26,Alameda,387081,2156,377,0
2023-05-27,Alameda,387105,2156,368,0
2023-05-28,Alameda,387128,2156,355,0
2023-05-29,Alameda,387150,2156,275,0
2023-05-30,Alameda,387150,2156,219,0
2023-04-01,Alpine,139,0,0,0
2023-04-02,Alpine,139,0,0,0
2023-04-03,Alpine,139,0,0,0
2023-04-04,Alpine,139,0,0,0
2023-04-05,Alpine,139,0,0,0
2023-04-06,Alpine,139,0,0,0
2023-04-07,Alpine,139,0,0,0
2023-04-08,Alpine,139,0,0,0
2023-04-09,Alpine,139,0,0,0
2023-04-10,Alpine,139,0,0,0
2023-04-11,Alpine,139,0,0,0
2023-04-12,Alpine,139,0,0,0
2023-04-13,Alpine,139,0,0,0
2023-04-14,Alpine,139,0,0,0
2023-04-15,Alpine,139,0,0,0
2023-04-16,Alpine,139,0,0,0
2023-04-17,Alpine,139,0,0,0
2023-04-18,Alpine,139,0,0,0
2023-04-19,Alpine,139,0,0,0
2023-04-20,Alpine,139,0,0,0
2023-04-21,Alpine,139,0,0,0
2023-04-22,Alpine,139,0,0,0
2023-04-23,Alpine,139,0,0,0
2023-04-24,Alpine,139,0,0,0
2023-04-25,Alpine,139,0,0,0
2023-04-26,Alpine,139,0,0,0
2023-04-27,Alpine,139,0,0,0
2023-04-28,Alpine,139,0,0,0
2023-04-29,Alpine,139,0,0,0
2023-04-30,Alpine,139,0,0,0
2023-05-01,Alpine,139,0,0,0
2023-05-02,Alpine,139,0,0,0
2023-05-03,Alpine,139,0,0,0
2023-05-04,Alpine,139,0,0,0
2023-05-05,Alpine,139,0,0,0
2023-05-06,Alpine,139,0,0,0
2023-05-07,Alpine,139,0,0,0
2023-05-08,Alpine,139,0,0,0
2023-05-09,Alpine,139,0,0,0
2023-05-10,Alpine,139,0,0,0
2023-05-11,Alpine,139,0,0,0
2023-05-12,Alpine,139,0,0,0
2023-05-13,Alpine,139,0,0,0
2023-05-14,Alpine,139,0,0,0
2023-05-15,Alpine,139,0,0,0
2023-05-16,Alpine,139,0,0,0
2023-05-17,Alpine,139,0,0,0
2023-05-18,Alpine,139,0,0,0
2023-05-19,Alpine,139,0,0,0
2023-05-20,Alpine,139,0,0,0
2023-05-21,Alpine,139,0,0,0
2023-05-22,Alpine,139,0,0,0
2023-05-23,Alpine,139,0,0,0
2023-05-24,Alpine,139,0,0,0
2023-05-25,Alpine,139,0,0,0
2023-05-26,Alpine,139,0,0,0
2023-05-27,Alpine,139,0,0,0
2023-05-28,Alpine,139,0,0,0
2023-05-29,Alpine,139,0,0,0
2023-05-30,Alpine,139,0,0,0
2023-04-01,Amador,10632,98,15,0
2023-04-02,Amador,10633,98,16,0
2023-04-03,Amador,10636,98,16,0
2023-04-04,Amador,10638,98,15,0
2023-04-05,Amador,10639,98,15,0
2023-04-06,Amador,10640,98,12,0
2023-04-07,Amador,10641,98,11,0
2023-04-08,Amador,10641,98,9,0
2023-04-09,Amador,10641,98,8,0
2023-04-10,Amador,10647,98,11,0
2023-04-11,Amador,10648,98,10,0
2023-04-12,Amador,10650,98,11,0
2023-04-13,Amador,10652,98,12,0
2023-04-14,Amador,10656,98,15,0
2023-04-15,Amador,10656,98,15,0
2023-04-16,Amador,10658,98,17,0
2023-04-17,Amador,10660,98,13,0
2023-04-18,Amador,10662,98,14,0
2023-04-19,Amador,10665,98,15,0
2023-04-20,Amador,10670,99,18,1
2023-04-21,Amador,10672,99,16,1
2023-04-22,Amador,10672,99,16,1
2023-04-23,Amador,10674,99,16,1
2023-04-24,Amador,10675,99,15,1
2023-04-25,Amador,10679,99,17,1
2023-04-26,Amador,10680,99,15,1
2023-04-27,Amador,10680,99,10,0
2023-04-28,Amador,10681,99,9,0
2023-04-29,Amador,10681,99,9,0
2023-04-30,Amador,10681,99,7,0
2023-05-01,Amador,10682,99,7,0
2023-05-02,Amador,10686,99,7,0
2023-05-03,Amador,10686,99,6,0
2023-05-04,Amador,10686,99,6,0
2023-05-05,Amador,10687,99,6,0
2023-05-06,Amador,10688,99,7,0
2023-05-07,Amador,10688,99,7,0
2023-05-08,Amador,10689,99,7,0
2023-05-09,Amador,10689,99,3,0
2023-05-10,Amador,10690,99,4,0
2023-05-11,Amador,10690,99,4,0
2023-05-12,Amador,10690,99,3,0
2023-05-13,Amador,10690,99,2,0
2023-05-14,Amador,10690,99,2,0
2023-05-15,Amador,10691,99,2,0
2023-05-16,Amador,10691,99,2,0
2023-05-17,Amador,10691,99,1,0
2023-05-18,Amador,10692,99,2,0
2023-05-19,Amador,10693,99,3,0
2023-05-20,Amador,10694,99,4,0
2023-05-21,Amador,10695,99,5,0
2023-05-22,Amador,10696,99,5,0
2023-05-23,Amador,10697,99,6,0
2023-05-24,Amador,10698,99,7,0
2023-05-25,Amador,10699,99,7,0
2023-05-26,Amador,10700,99,7,0
2023-05-27,Amador,10700,99,6,0
2023-05-28,Amador,10700,99,5,0
2023-05-29,Amador,10700,99,4,0
2023-05-30,Amador,10700,99,3,0
2023-04-01,Butte,41874,497,23,0
2023-04-02,Butte,41876,497,20,0
2023-04-03,Butte,41880,498,22,1
2023-04-04,Butte,41883,498,21,1
2023-04-05,Butte,41885,498,18,1
2023-04-06,Butte,41887,498,15,1
2023-04-07,Butte,41889,498,16,1
2023-04-08,Butte,41890,498,16,1
2023-04-09,Butte,41894,498,18,1
2023-04-10,Butte,41899,498,19,0
2023-04-11,Butte,41905,498,22,0
2023-04-12,Butte,41912,498,27,0
2023-04-13,Butte,41917,498,30,0
2023-04-14,Butte,41921,498,32,0
2023-04-15,Butte,41923,498,33,0
2023-04-16,Butte,41927,498,33,0
2023-04-17,Butte,41935,498,36,0
2023-04-18,Butte,41939,499,34,1
2023-04-19,Butte,41944,499,32,1
2023-04-20,Butte,41948,499,31,1
2023-04-21,Butte,41950,499,29,1
2023-04-22,Butte,41955,499,32,1
2023-04-23,Butte,41961,499,34,1
2023-04-24,Butte,41964,499,29,1
2023-04-25,Butte,41972,499,33,0
2023-04-26,Butte,41975,499,31,0
2023-04-27,Butte,41979,499,31,0
2023-04-28,Butte,41985,499,35,0
2023-04-29,Butte,41986,499,31,0
2023-04-30,Butte,41988,499,27,0
2023-05-01,Butte,41990,499,26,0
2023-05-02,Butte,41998,499,26,0
2023-05-03,Butte,42003,499,28,0
2023-05-04,Butte,42004,499,25,0
2023-05-05,Butte,42007,499,22,0
2023-05-06,Butte,42008,499,22,0
2023-05-07,Butte,42011,499,23,0
2023-05-08,Butte,42018,499,28,0
2023-05-09,Butte,42023,499,25,0
2023-05-10,Butte,42044,499,41,0
2023-05-11,Butte,42062,499,58,0
2023-05-12,Butte,42065,499,58,0
2023-05-13,Butte,42067,499,59,0
2023-05-14,Butte,42071,499,60,0
2023-05-15,Butte,42080,499,62,0
2023-05-16,Butte,42085,499,62,0
2023-05-17,Butte,42089,499,45,0
2023-05-18,Butte,42100,499,38,0
2023-05-19,Butte,42102,499,37,0
2023-05-20,Butte,42105,499,38,0
2023-05-21,Butte,42109,499,38,0
2023-05-22,Butte,42113,499,33,0
2023-05-23,Butte,42114,499,29,0
2023-05-24,Butte,42118,499,29,0
2023-05-25,Butte,42120,499,20,0
2023-05-26,Butte,42123,499,21,0
2023-05-27,Butte,42124,499,19,0
2023-05-28,Butte,42124,499,15,0
2023-05-29,Butte,42124,499,11,0
2023-05-30,Butte,42124,499,10,0
2023-04-01,Calaveras,9053,143,8,0
2023-04-02,Calaveras,9054,143,9,0
2023-04-03,Calaveras,9055,143,5,0
2023-04-04,Calaveras,9056,143,5,0
2023-04-05,Calaveras,9057,143,5,0
2023-04-06,Calaveras,9058,143,6,0
2023-04-07,Calaveras,9059,143,7,0
2023-04-08,Calaveras,9060,143,7,0
2023-04-09,Calaveras,9064,143,10,0
2023-04-10,Calaveras,9066,143,11,0
2023-04-11,Calaveras,9066,143,10,0
2023-04-12,Calaveras,9068,143,11,0
2023-04-13,Calaveras,9070,143,12,0
2023-04-14,Calaveras,9071,143,12,0
2023-04-15,Calaveras,9071,143,11,0
2023-04-16,Calaveras,9072,143,8,0
2023-04-17,Calaveras,9074,143,8,0
2023-04-18,Calaveras,9074,143,8,0
2023-04-19,Calaveras,9075,143,7,0
2023-04-20,Calaveras,9076,143,6,0
2023-04-21,Calaveras,9078,143,7,0
2023-04-22,Calaveras,9078,143,7,0
2023-04-23,Calaveras,9078,143,6,0
2023-04-24,Calaveras,9081,143,7,0
2023-04-25,Calaveras,9081,143,7,0
2023-04-26,Calaveras,9082,143,7,0
2023-04-27,Calaveras,9082,143,6,0
2023-04-28,Calaveras,9082,143,4,0
2023-04-29,Calaveras,9082,143,4,0
2023-04-30,Calaveras,9082,143,4,0
2023-05-01,Calaveras,9082,143,1,0
2023-05-02,Calaveras,9085,143,4,0
2023-05-03,Calaveras,9085,143,3,0
2023-05-04,Calaveras,9086,143,4,0
2023-05-05,Calaveras,9086,143,4,0
2023-05-06,Calaveras,9087,143,5,0
2023-05-07,Calaveras,9087,143,5,0
2023-05-08,Calaveras,9089,143,7,0
2023-05-09,Calaveras,9089,143,4,0
2023-05-10,Calaveras,9092,143,7,0
2023-05-11,Calaveras,9092,143,6,0
2023-05-12,Calaveras,9093,143,7,0
2023-05-13,Calaveras,9093,143,6,0
2023-05-14,Calaveras,9093,143,6,0
2023-05-15,Calaveras,9093,143,4,0
2023-05-16,Calaveras,9094,143,5,0
2023-05-17,Calaveras,9095,143,3,0
2023-05-18,Calaveras,9095,143,3,0
2023-05-19,Calaveras,9095,143,2,0
2023-05-20,Calaveras,9096,143,3,0
2023-05-21,Calaveras,9096,143,3,0
2023-05-22,Calaveras,9096,143,3,0
2023-05-23,Calaveras,9098,143,4,0
2023-05-24,Calaveras,9098,143,3,0
2023-05-25,Calaveras,9098,143,3,0
2023-05-26,Calaveras,9099,143,4,0
2023-05-27,Calaveras,9099,143,3,0
2023-05-28,Calaveras,9099,143,3,0
2023-05-29,Calaveras,9101,143,5,0
2023-05-30,Calaveras,9101,143,3,0
2023-04-01,Colusa,4017,23,9,0
2023-04-02,Colusa,4017,23,8,0
2023-04-03,Colusa,4018,23,9,0
2023-04-04,Colusa,4019,23,9,0
2023-04-05,Colusa,4019,23,6,0
2023-04-06,Colusa,4019,23,6,0
2023-04-07,Colusa,4019,23,3,0
2023-04-08,Colusa,4019,23,2,0
2023-04-09,Colusa,4019,23,2,0
2023-04-10,Colusa,4019,23,1,0
2023-04-11,Colusa,4019,23,0,0
2023-04-12,Colusa,4019,23,0,0
2023-04-13,Colusa,4019,23,0,0
2023-04-14,Colusa,4019,23,0,0
2023-04-15,Colusa,4020,23,1,0
2023-04-16,Colusa,4020,24,1,1
2023-04-17,Colusa,4021,24,2,1
2023-04-18,Colusa,4021,24,2,1
2023-04-19,Colusa,4021,24,2,1
2023-04-20,Colusa,4021,24,2,1
2023-04-21,Colusa,4021,24,2,1
2023-04-22,Colusa,4021,24,1,1
2023-04-23,Colusa,4021,24,1,0
2023-04-24,Colusa,4021,24,0,0
2023-04-25,Colusa,4022,24,1,0
2023-04-26,Colusa,4022,24,1,0
2023-04-27,Colusa,4023,24,2,0
2023-04-28,Colusa,4024,24,3,0
2023-04-29,Colusa,4025,24,4,0
2023-04-30,Colusa,4025,24,4,0
2023-05-01,Colusa,4025,24,4,0
2023-05-02,Colusa,4026,24,4,0
2023-05-03,Colusa,4027,24,5,0
2023-05-04,Colusa,4027,24,4,0
2023-05-05,Colusa,4027,24,3,0
2023-05-06,Colusa,4027,24,2,0
2023-05-07,Colusa,4027,24,2,0
2023-05-08,Colusa,4027,24,2,0
2023-05-09,Colusa,4029,24,3,0
2023-05-10,Colusa,4029,24,2,0
2023-05-11,Colusa,4030,24,3,0
2023-05-12,Colusa,4030,24,3,0
2023-05-13,Colusa,4030,24,3,0
2023-05-14,Colusa,4030,24,3,0
2023-05-15,Colusa,4030,24,3,0
2023-05-16,Colusa,4031,24,2,0
2023-05-17,Colusa,4031,24,2,0
2023-05-18,Colusa,4031,24,1,0
2023-05-19,Colusa,4031,24,1,0
2023-05-20,Colusa,4031,24,1,0
2023-05-21,Colusa,4032,24,2,0
2023-05-22,Colusa,4033,24,3,0
2023-05-23,Colusa,4033,24,2,0
2023-05-24,Colusa,4033,24,2,0
2023-05-25,Colusa,4033,24,2,0
2023-05-26,Colusa,4033,24,2,0
2023-05-27,Colusa,4033,24,2,0
2023-05-28,Colusa,4033,24,1,0
2023-05-29,Colusa,4033,24,0,0
2023-05-30,Colusa,4033,24,0,0
2023-04-01,Contra Costa,275218,1584,382,4
2023-04-02,Contra Costa,275255,1584,384,3
2023-04-03,Contra Costa,275327,1584,393,3
2023-04-04,Contra Costa,275402,1584,416,3
2023-04-05,Contra Costa,275457,1584,415,2
2023-04-06,Contra Costa,275522,1584,412,1
2023-04-07,Contra Costa,275576,1584,412,1
2023-04-08,Contra Costa,275619,1584,401,0
2023-04-09,Contra Costa,275658,1584,403,0
2023-04-10,Contra Costa,275744,1584,417,0
2023-04-11,Contra Costa,275817,1584,415,0
2023-04-12,Contra Costa,275870,1584,413,0
2023-04-13,Contra Costa,275938,1584,416,0
2023-04-14,Contra Costa,275993,1584,417,0
2023-04-15,Contra Costa,276033,1585,414,1
2023-04-16,Contra Costa,276058,1585,400,1
2023-04-17,Contra Costa,276148,1586,404,2
2023-04-18,Contra Costa,276201,1586,384,2
2023-04-19,Contra Costa,276258,1586,388,2
2023-04-20,Contra Costa,276315,1586,377,2
2023-04-21,Contra Costa,276363,1590,370,6
2023-04-22,Contra Costa,276387,1590,354,5
2023-04-23,Contra Costa,276432,1591,374,6
2023-04-24,Contra Costa,276499,1591,351,5
2023-04-25,Contra Costa,276550,1592,349,6
2023-04-26,Contra Costa,276615,1593,357,7
2023-04-27,Contra Costa,276655,1594,340,8
2023-04-28,Contra Costa,276717,1595,354,5
2023-04-29,Contra Costa,276756,1595,369,5
2023-04-30,Contra Costa,276795,1595,363,4
2023-05-01,Contra Costa,276845,1595,346,4
2023-05-02,Contra Costa,276883,1596,333,4
2023-05-03,Contra Costa,276917,1596,302,3
2023-05-04,Contra Costa,276951,1596,296,2
2023-05-05,Contra Costa,276979,1597,262,2
2023-05-06,Contra Costa,277010,1597,254,2
2023-05-07,Contra Costa,277036,1597,241,2
2023-05-08,Contra Costa,277082,1598,237,3
2023-05-09,Contra Costa,277118,1599,235,3
2023-05-10,Contra Costa,277161,1599,244,3
2023-05-11,Contra Costa,277214,1599,263,3
2023-05-12,Contra Costa,277262,1599,283,2
2023-05-13,Contra Costa,277295,1599,285,2
2023-05-14,Contra Costa,277327,1599,291,2
2023-05-15,Contra Costa,277378,1599,296,1
2023-05-16,Contra Costa,277427,1599,309,0
2023-05-17,Contra Costa,277468,1599,307,0
2023-05-18,Contra Costa,277507,1599,293,0
2023-05-19,Contra Costa,277542,1599,280,0
2023-05-20,Contra Costa,277562,1599,267,0
2023-05-21,Contra Costa,277589,1599,262,0
2023-05-22,Contra Costa,277638,1599,260,0
2023-05-23,Contra Costa,277672,1599,245,0
2023-05-24,Contra Costa,277695,1599,227,0
2023-05-25,Contra Costa,277722,1599,215,0
2023-05-26,Contra Costa,277759,1599,217,0
2023-05-27,Contra Costa,277781,1599,219,0
2023-05-28,Contra Costa,277794,1599,205,0
2023-05-29,Contra Costa,277811,1599,173,0
2023-05-30,Contra Costa,277811,1599,139,0
2023-04-01,Del Norte,7954,61,6,0
2023-04-02,Del Norte,7954,61,5,0
2023-04-03,Del Norte,7955,61,5,0
2023-04-04,Del Norte,7956,61,6,0
2023-04-05,Del Norte,7956,61,5,0
2023-04-06,Del Norte,7956,62,2,1
2023-04-07,Del Norte,7957,62,3,1
