date,county,confirmed_cases,reported_deaths
2021-03-27,Del Norte,1149,6
2021-03-27,El Dorado,9372,105
2021-03-27,Fresno,99046,1606
2021-03-27,Glenn,2328,17
2021-03-27,Humboldt,3446,34
2021-03-27,Imperial,27513,704
2021-03-27,Inyo,1373,35
2021-03-27,Kern,94847,1217
2021-03-27,Kings,22591,238
2021-03-27,Lake,3343,43
2021-03-27,Lassen,5128,1
2021-03-27,Los Angeles,1183769,23103
2021-03-27,Madera,16039,210
2021-03-27,Marin,13611,222
2021-03-27,Mariposa,393,5
2021-03-27,Mendocino,3743,45
2021-03-27,Merced,29738,422
2021-03-27,Modoc,353,3
2021-03-27,Mono,1221,3
2021-03-27,Monterey,42372,337
2021-03-27,Napa,9407,78
2021-03-27,Nevada,4318,68
2021-03-27,Orange,250185,4698
2021-03-27,Placer,21448,267
2021-03-27,Plumas,667,4
2021-03-27,Riverside,286435,4132
2021-03-27,Sacramento,98569,1513
2021-03-27,San Benito,5856,61
2021-03-27,San Bernardino,288213,4325
2021-03-27,San Diego,270278,3540
2021-03-27,San Francisco,35170,474
2021-03-27,San Joaquin,69390,1211
2021-03-27,San Luis Obispo,20289,250
2021-03-27,San Mateo,40703,348
2021-03-27,Santa Barbara,33345,439
2021-03-27,Santa Clara,113557,1871
2021-03-27,Santa Cruz,15753,201
2021-03-27,Shasta,11275,183
2021-03-27,Sierra,53,0
2021-03-27,Siskiyou,1554,6
2021-03-27,Solano,30811,232
2021-03-27,Sonoma,29026,310
2021-03-27,Stanislaus,52752,678
2021-03-27,Sutter,9102,106
2021-03-27,Tehama,4747,52
2021-03-27,Trinity,355,3
2021-03-27,Tulare,48610,813
2021-03-27,Tuolumne,3962,57
2021-03-27,Ventura,79441,956
2021-03-27,Yolo,13315,194
2021-03-27,Yuba,5701,42
2021-03-26,Alameda,83493,1208
2021-03-26,Alpine,86,0
2021-03-26,Amador,3563,45
2021-03-26,Butte,11592,191
2021-03-26,Calaveras,1996,50
2021-03-26,Colusa,1885,14
2021-03-26,Contra Costa,65517,761
2021-03-26,Del Norte,1146,6
2021-03-26,El Dorado,9367,105
2021-03-26,Fresno,98985,1601
2021-03-26,Glenn,2328,17
2021-03-26,Humboldt,3444,34
2021-03-26,Imperial,27489,701
2021-03-26,Inyo,1372,35
2021-03-26,Kern,94821,1211
2021-03-26,Kings,22583,239
2021-03-26,Lake,3342,43
2021-03-26,Lassen,5127,1
2021-03-26,Los Angeles,1183434,23080
2021-03-26,Madera,16029,210
2021-03-26,Marin,13605,221
2021-03-26,Mariposa,393,5
2021-03-26,Mendocino,3742,45
2021-03-26,Merced,29715,419
2021-03-26,Modoc,353,3
2021-03-26,Mono,1220,3
2021-03-26,Monterey,42359,338
2021-03-26,Napa,9397,78
2021-03-26,Nevada,4298,83
2021-03-26,Orange,250122,4671
2021-03-26,Placer,21422,259
2021-03-26,Plumas,666,4
2021-03-26,Riverside,286357,4109
2021-03-26,Sacramento,98469,1509
2021-03-26,San Benito,5853,61
2021-03-26,San Bernardino,288155,4288
2021-03-26,San Diego,270100,3525
2021-03-26,San Francisco,35145,472
2021-03-26,San Joaquin,69328,1202
2021-03-26,San Luis Obispo,20276,250
2021-03-26,San Mateo,40668,348
2021-03-26,Santa Barbara,33315,439
2021-03-26,Santa Clara,113459,1868
2021-03-26,Santa Cruz,15739,201
2021-03-26,Shasta,11266,182
2021-03-26,Sierra,53,0
2021-03-26,Siskiyou,1554,6
2021-03-26,Solano,30786,205
2021-03-26,Sonoma,29010,310
2021-03-26,Stanislaus,52684,678
2021-03-26,Sutter,9100,104
2021-03-26,Tehama,4746,51
2021-03-26,Trinity,355,3
2021-03-26,Tulare,48596,813
2021-03-26,Tuolumne,3961,57
2021-03-26,Ventura,79408,953
2021-03-26,Yolo,13307,194
2021-03-26,Yuba,5691,42
2021-03-25,Alameda,83393,1206
2021-03-25,Alpine,86,0
2021-03-25,Amador,3561,45
2021-03-25,Butte,11582,188
2021-03-25,Calaveras,1991,50
2021-03-25,Colusa,1885,14
2021-03-25,Contra Costa,65450,757
2021-03-25,Del Norte,1140,6
2021-03-25,El Dorado,9357,105
2021-03-25,Fresno,98869,1593
2021-03-25,Glenn,2327,17
2021-03-25,Humboldt,3439,34
2021-03-25,Imperial,27473,699
2021-03-25,Inyo,1372,35
2021-03-25,Kern,94789,1206
2021-03-25,Kings,22573,237
2021-03-25,Lake,3337,43
2021-03-25,Lassen,5127,1
2021-03-25,Los Angeles,1183008,23051
2021-03-25,Madera,16010,210
2021-03-25,Marin,13596,219
2021-03-25,Mariposa,393,5
2021-03-25,Mendocino,3741,45
2021-03-25,Merced,29681,416
2021-03-25,Modoc,353,3
2021-03-25,Mono,1220,3
2021-03-25,Monterey,42338,336
2021-03-25,Napa,9378,78
2021-03-25,Nevada,4280,84
2021-03-25,Orange,250011,4655
2021-03-25,Placer,21383,252
2021-03-25,Plumas,666,4
2021-03-25,Riverside,286261,4078
2021-03-25,Sacramento,98325,1505
2021-03-25,San Benito,5850,61
2021-03-25,San Bernardino,288071,4222
2021-03-25,San Diego,269873,3520
2021-03-25,San Francisco,35106,468
2021-03-25,San Joaquin,69232,1196
2021-03-25,San Luis Obispo,20259,250
2021-03-25,San Mateo,40628,348
2021-03-25,Santa Barbara,33288,439
2021-03-25,Santa Clara,113357,1868
2021-03-25,Santa Cruz,15718,201
2021-03-25,Shasta,11249,181
2021-03-25,Sierra,53,0
2021-03-25,Siskiyou,1552,6
2021-03-25,Solano,30726,193
2021-03-25,Sonoma,28976,310
2021-03-25,Stanislaus,52618,678
2021-03-25,Sutter,9091,104
2021-03-25,Tehama,4744,52
2021-03-25,Trinity,355,3
2021-03-25,Tulare,48571,811
2021-03-25,Tuolumne,3960,57
2021-03-25,Ventura,79368,952
2021-03-25,Yolo,13300,194
2021-03-25,Yuba,5685,42
2021-03-24,Alameda,83299,1199
2021-03-24,Alpine,86,0
2021-03-24,Amador,3555,45
2021-03-24,Butte,11572,187
2021-03-24,Calaveras,1987,50
2021-03-24,Colusa,1885,14
2021-03-24,Contra Costa,65370,755
2021-03-24,Del Norte,1135,6
2021-03-24,El Dorado,9351,105
2021-03-24,Fresno,98780,1585
2021-03-24,Glenn,2326,17
2021-03-24,Humboldt,3436,34
2021-03-24,Imperial,27464,699
2021-03-24,Inyo,1372,35
2021-03-24,Kern,94741,1198
2021-03-24,Kings,22559,237
2021-03-24,Lake,3333,43
2021-03-24,Lassen,5125,1
2021-03-24,Los Angeles,1182536,22993
2021-03-24,Madera,16001,210
2021-03-24,Marin,13583,219
2021-03-24,Mariposa,393,5
2021-03-24,Mendocino,3738,45
2021-03-24,Merced,29640,415
2021-03-24,Modoc,352,3
2021-03-24,Mono,1219,3
2021-03-24,Monterey,42316,335
2021-03-24,Napa,9358,78
2021-03-24,Nevada,4266,85
2021-03-24,Orange,249895,4638
2021-03-24,Placer,21353,250
2021-03-24,Plumas,664,4
2021-03-24,Riverside,286178,4058
2021-03-24,Sacramento,98151,1500
2021-03-24,San Benito,5849,61
2021-03-24,San Bernardino,287982,4170
2021-03-24,San Diego,269658,3509
2021-03-24,San Francisco,35078,462
2021-03-24,San Joaquin,69161,1196
2021-03-24,San Luis Obispo,20229,250
2021-03-24,San Mateo,40579,348
2021-03-24,Santa Barbara,33261,438
2021-03-24,Santa Clara,113244,1851
2021-03-24,Santa Cruz,15705,202
2021-03-24,Shasta,11230,181
2021-03-24,Sierra,53,0
2021-03-24,Siskiyou,1550,6
2021-03-24,Solano,30689,178
2021-03-24,Sonoma,28957,310
2021-03-24,Stanislaus,52542,677
2021-03-24,Sutter,9075,104
2021-03-24,Tehama,4738,49
2021-03-24,Trinity,354,3
2021-03-24,Tulare,48561,808
2021-03-24,Tuolumne,3959,57
2021-03-24,Ventura,79316,944
2021-03-24,Yolo,13289,194
2021-03-24,Yuba,5679,42
2021-03-23,Alameda,83197,1190
2021-03-23,Alpine,86,0
2021-03-23,Amador,3549,45
2021-03-23,Butte,11561,187
2021-03-23,Calaveras,1987,50
2021-03-23,Colusa,1883,14
2021-03-23,Contra Costa,65271,750
2021-03-23,Del Norte,1130,6
2021-03-23,El Dorado,9341,105
2021-03-23,Fresno,98669,1575
2021-03-23,Glenn,2321,17
2021-03-23,Humboldt,3427,34
2021-03-23,Imperial,27456,699
2021-03-23,Inyo,1370,35
2021-03-23,Kern,94635,1191
2021-03-23,Kings,22548,237
2021-03-23,Lake,3331,43
2021-03-23,Lassen,5125,1
2021-03-23,Los Angeles,1182024,22904
2021-03-23,Madera,15985,210
2021-03-23,Marin,13560,221
2021-03-23,Mariposa,392,5
2021-03-23,Mendocino,3736,45
2021-03-23,Merced,29608,415
2021-03-23,Modoc,351,3
2021-03-23,Mono,1218,3
2021-03-23,Monterey,42305,335
2021-03-23,Napa,9333,78
2021-03-23,Nevada,4247,89
2021-03-23,Orange,249769,4626
2021-03-23,Placer,21318,248
2021-03-23,Plumas,664,4
2021-03-23,Riverside,286084,4035
2021-03-23,Sacramento,97959,1496
2021-03-23,San Benito,5844,61
2021-03-23,San Bernardino,287898,4134
2021-03-23,San Diego,269413,3498
2021-03-23,San Francisco,35021,462
2021-03-23,San Joaquin,69065,1182
2021-03-23,San Luis Obispo,20189,250
2021-03-23,San Mateo,40521,348
2021-03-23,Santa Barbara,33223,438
2021-03-23,Santa Clara,113127,1848
2021-03-23,Santa Cruz,15690,201
2021-03-23,Shasta,11217,175
2021-03-23,Sierra,53,0
2021-03-23,Siskiyou,1545,6
2021-03-23,Solano,30648,178
2021-03-23,Sonoma,28922,310
2021-03-23,Stanislaus,52442,677
2021-03-23,Sutter,9067,104
2021-03-23,Tehama,4727,46
2021-03-23,Trinity,354,3
2021-03-23,Tulare,48534,808
2021-03-23,Tuolumne,3956,57
2021-03-23,Ventura,79255,932
2021-03-23,Yolo,13278,194
2021-03-23,Yuba,5674,42
2021-03-22,Alameda,83105,1189
2021-03-22,Alpine,85,0
2021-03-22,Amador,3541,44
2021-03-22,Butte,11552,185
2021-03-22,Calaveras,1985,49
2021-03-22,Colusa,1882,13
2021-03-22,Contra Costa,65176,740
2021-03-22,Del Norte,1124,6
2021-03-22,El Dorado,9325,105
2021-03-22,Fresno,98573,1556
2021-03-22,Glenn,2313,17
2021-03-22,Humboldt,3422,34
2021-03-22,Imperial,27441,699
2021-03-22,Inyo,1367,35
2021-03-22,Kern,94566,1178
2021-03-22,Kings,22535,236
2021-03-22,Lake,3330,43
2021-03-22,Lassen,5123,1
2021-03-22,Los Angeles,1181519,22843
2021-03-22,Madera,15970,210
2021-03-22,Marin,13551,221
2021-03-22,Mariposa,391,5
2021-03-22,Mendocino,3734,45
2021-03-22,Merced,29565,413
2021-03-22,Modoc,349,3
2021-03-22,Mono,1213,3
2021-03-22,Monterey,42288,335
2021-03-22,Napa,9322,77
2021-03-22,Nevada,4237,89
2021-03-22,Orange,249619,4599
2021-03-22,Placer,21282,242
2021-03-22,Plumas,664,4
2021-03-22,Riverside,285991,4009
2021-03-22,Sacramento,97782,1493
2021-03-22,San Benito,5841,61
2021-03-22,San Bernardino,287810,4107
2021-03-22,San Diego,269202,3494
2021-03-22,San Francisco,34979,462
2021-03-22,San Joaquin,68974,1182
2021-03-22,San Luis Obispo,20165,250
2021-03-22,San Mateo,40471,348
2021-03-22,Santa Barbara,33178,437
2021-03-22,Santa Clara,113008,1845
2021-03-22,Santa Cruz,15678,201
2021-03-22,Shasta,11203,150
2021-03-22,Sierra,53,0
2021-03-22,Siskiyou,1544,5
2021-03-22,Solano,30609,171
2021-03-22,Sonoma,28893,310
2021-03-22,Stanislaus,52358,677
2021-03-22,Sutter,9054,104
2021-03-22,Tehama,4719,45
2021-03-22,Trinity,354,3
2021-03-22,Tulare,48519,807
2021-03-22,Tuolumne,3953,57
2021-03-22,Ventura,79207,927
2021-03-22,Yolo,13266,190
2021-03-22,Yuba,5663,42
2021-03-21,Alameda,83017,1187
2021-03-21,Alpine,85,0
2021-03-21,Amador,3537,44
2021-03-21,Butte,11536,185
2021-03-21,Calaveras,1982,49
2021-03-21,Colusa,1882,13
2021-03-21,Contra Costa,65094,740
2021-03-21,Del Norte,1109,6
2021-03-21,El Dorado,9315,105
2021-03-21,Fresno,98461,1556
2021-03-21,Glenn,2310,17
2021-03-21,Humboldt,3417,34
2021-03-21,Imperial,27424,699
2021-03-21,Inyo,1367,35
2021-03-21,Kern,94502,1170
2021-03-21,Kings,22518,236
2021-03-21,Lake,3326,43
2021-03-21,Lassen,5123,1
2021-03-21,Los Angeles,1180997,22834
2021-03-21,Madera,15951,210
2021-03-21,Marin,13535,220
2021-03-21,Mariposa,391,5
2021-03-21,Mendocino,3731,45
2021-03-21,Merced,29505,413
2021-03-21,Modoc,349,3
2021-03-21,Mono,1208,3
2021-03-21,Monterey,42263,335
2021-03-21,Napa,9302,77
2021-03-21,Nevada,4224,89
2021-03-21,Orange,249487,4598
2021-03-21,Placer,21246,242
2021-03-21,Plumas,664,4
2021-03-21,Riverside,285886,4009
2021-03-21,Sacramento,97587,1489
2021-03-21,San Benito,5835,61
2021-03-21,San Bernardino,287717,4094
2021-03-21,San Diego,268942,3494
2021-03-21,San Francisco,34932,460
2021-03-21,San Joaquin,68852,1182
2021-03-21,San Luis Obispo,20133,250
2021-03-21,San Mateo,40427,344
2021-03-21,Santa Barbara,33139,437
2021-03-21,Santa Clara,112879,1840
2021-03-21,Santa Cruz,15671,199
2021-03-21,Shasta,11183,150
2021-03-21,Sierra,53,0
2021-03-21,Siskiyou,1544,5
2021-03-21,Solano,30569,171
2021-03-21,Sonoma,28865,310
2021-03-21,Stanislaus,52268,677
2021-03-21,Sutter,9041,104
2021-03-21,Tehama,4715,45
2021-03-21,Trinity,352,3
2021-03-21,Tulare,48503,807
2021-03-21,Tuolumne,3951,57
2021-03-21,Ventura,79143,927
2021-03-21,Yolo,13245,190
2021-03-21,Yuba,5653,42
2021-03-20,Alameda,82948,1178
2021-03-20,Alpine,85,0
2021-03-20,Amador,3535,44
2021-03-20,Butte,11530,185
2021-03-20,Calaveras,1978,49
2021-03-20,Colusa,1882,12
2021-03-20,Contra Costa,65034,713
2021-03-20,Del Norte,1108,6
2021-03-20,El Dorado,9309,105
2021-03-20,Fresno,98401,1532
2021-03-20,Glenn,2309,17
2021-03-20,Humboldt,3410,33
2021-03-20,Imperial,27418,695
2021-03-20,Inyo,1367,35
2021-03-20,Kern,94473,1155
2021-03-20,Kings,22512,236
2021-03-20,Lake,3322,43
2021-03-20,Lassen,5123,1
2021-03-20,Los Angeles,1180702,22810
2021-03-20,Madera,15943,210
2021-03-20,Marin,13523,220
2021-03-20,Mariposa,390,5
2021-03-20,Mendocino,3730,43
2021-03-20,Merced,29474,412
2021-03-20,Modoc,348,3
2021-03-20,Mono,1208,3
2021-03-20,Monterey,42254,334
2021-03-20,Napa,9294,77
2021-03-20,Nevada,4213,89
2021-03-20,Orange,249405,4522
2021-03-20,Placer,21224,242
2021-03-20,Plumas,661,4
2021-03-20,Riverside,285813,4000
2021-03-20,Sacramento,97477,1488
2021-03-20,San Benito,5831,61
2021-03-20,San Bernardino,287653,3965
2021-03-20,San Diego,268771,3493
2021-03-20,San Francisco,34909,453
2021-03-20,San Joaquin,68811,1161
2021-03-20,San Luis Obispo,20117,250
2021-03-20,San Mateo,40393,344
2021-03-20,Santa Barbara,33115,434
2021-03-20,Santa Clara,112787,1799
2021-03-20,Santa Cruz,15655,199
2021-03-20,Shasta,11177,147
2021-03-20,Sierra,53,0
2021-03-20,Siskiyou,1544,5
2021-03-20,Solano,30539,170
2021-03-20,Sonoma,28850,309
2021-03-20,Stanislaus,52212,673
2021-03-20,Sutter,9033,103
2021-03-20,Tehama,4710,33
2021-03-20,Trinity,351,3
2021-03-20,Tulare,48488,804
2021-03-20,Tuolumne,3948,57
2021-03-20,Ventura,79106,922
2021-03-20,Yolo,13241,190
2021-03-20,Yuba,5650,42
2021-03-19,Alameda,82875,1187
2021-03-19,Alpine,84,0
2021-03-19,Amador,3532,44
2021-03-19,Butte,11521,185
2021-03-19,Calaveras,1977,49
2021-03-19,Colusa,1881,12
2021-03-19,Contra Costa,64975,737
2021-03-19,Del Norte,1102,6
2021-03-19,El Dorado,9300,105
2021-03-19,Fresno,98320,1527
2021-03-19,Glenn,2309,17
2021-03-19,Humboldt,3401,33
2021-03-19,Imperial,27407,695
2021-03-19,Inyo,1365,35
2021-03-19,Kern,94440,1152
2021-03-19,Kings,22503,235
2021-03-19,Lake,3316,43
2021-03-19,Lassen,5123,1
2021-03-19,Los Angeles,1180367,22752
2021-03-19,Madera,15936,210
2021-03-19,Marin,13511,220
2021-03-19,Mariposa,389,5
2021-03-19,Mendocino,3729,45
2021-03-19,Merced,29445,412
2021-03-19,Modoc,348,3
2021-03-19,Mono,1206,3
2021-03-19,Monterey,42245,335
2021-03-19,Napa,9282,77
2021-03-19,Nevada,4202,88
2021-03-19,Orange,249306,4501
2021-03-19,Placer,21206,242
2021-03-19,Plumas,661,4
2021-03-19,Riverside,285731,3989
2021-03-19,Sacramento,97375,1486
2021-03-19,San Benito,5831,61
2021-03-19,San Bernardino,287588,4017
2021-03-19,San Diego,268636,3491
2021-03-19,San Francisco,34864,461
2021-03-19,San Joaquin,68741,1180
2021-03-19,San Luis Obispo,20097,249
2021-03-19,San Mateo,40369,344
2021-03-19,Santa Barbara,33086,435
2021-03-19,Santa Clara,112713,1797
2021-03-19,Santa Cruz,15648,199
2021-03-19,Shasta,11170,103
2021-03-19,Sierra,52,0
2021-03-19,Siskiyou,1544,5
2021-03-19,Solano,30509,172
2021-03-19,Sonoma,28829,292
2021-03-19,Stanislaus,52154,679
2021-03-19,Sutter,9031,103
2021-03-19,Tehama,4702,33
2021-03-19,Trinity,351,3
2021-03-19,Tulare,48465,805
2021-03-19,Tuolumne,3945,57
2021-03-19,Ventura,79068,920
2021-03-19,Yolo,13233,189
2021-03-19,Yuba,5647,42
2021-03-18,Alameda,82791,1189
2021-03-18,Alpine,84,0
2021-03-18,Amador,3528,44
2021-03-18,Butte,11510,185
2021-03-18,Calaveras,1975,49
2021-03-18,Colusa,1881,12
2021-03-18,Contra Costa,64902,739
2021-03-18,Del Norte,1093,6
2021-03-18,El Dorado,9287,105
2021-03-18,Fresno,98225,1527
2021-03-18,Glenn,2305,17
2021-03-18,Humboldt,3394,34
2021-03-18,Imperial,27391,695
2021-03-18,Inyo,1362,35
2021-03-18,Kern,94383,1158
2021-03-18,Kings,22497,235
2021-03-18,Lake,3313,43
2021-03-18,Lassen,5122,1
2021-03-18,Los Angeles,1179938,22689
2021-03-18,Madera,15926,211
2021-03-18,Marin,13493,219
2021-03-18,Mariposa,387,5
2021-03-18,Mendocino,3719,45
2021-03-18,Merced,29410,410
2021-03-18,Modoc,348,3
2021-03-18,Mono,1202,3
2021-03-18,Monterey,42231,335
2021-03-18,Napa,9273,77
2021-03-18,Nevada,4195,74
2021-03-18,Orange,249203,4514
2021-03-18,Placer,21173,243
2021-03-18,Plumas,659,4
2021-03-18,Riverside,285652,3957
2021-03-18,Sacramento,97224,1481
2021-03-18,San Benito,5829,61
2021-03-18,San Bernardino,287509,4076
2021-03-18,San Diego,268484,3478
2021-03-18,San Francisco,34826,461
2021-03-18,San Joaquin,68641,1169
2021-03-18,San Luis Obispo,20068,249
2021-03-18,San Mateo,40328,344
2021-03-18,Santa Barbara,33044,434
2021-03-18,Santa Clara,112596,1808
